number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.2580874005542908	2021-05-23 04:49:23.268230	2021-05-23 04:53:03.252493	0 days 00:03:39.984263000	9	COMPLETE
1	1.7933553119416963	2021-05-23 04:53:03.253023	2021-05-23 04:56:27.480915	0 days 00:03:24.227892000	1	COMPLETE
2	1.3821168161369808	2021-05-23 04:56:27.481536	2021-05-23 05:00:26.152589	0 days 00:03:58.671053000	3	COMPLETE
3		2021-05-23 05:00:26.153176	2021-05-23 05:00:26.153646	0 days 00:00:00.000470000	3	PRUNED
4	1.3073857177373802	2021-05-23 05:00:26.271906	2021-05-23 05:03:28.946604	0 days 00:03:02.674698000	5	COMPLETE
5		2021-05-23 05:03:28.947261	2021-05-23 05:03:28.947801	0 days 00:00:00.000540000	1	PRUNED
6		2021-05-23 05:03:29.068310	2021-05-23 05:03:29.068984	0 days 00:00:00.000674000	5	PRUNED
7		2021-05-23 05:03:29.189487	2021-05-23 05:03:29.190186	0 days 00:00:00.000699000	9	PRUNED
8		2021-05-23 05:03:29.310474	2021-05-23 05:03:29.311217	0 days 00:00:00.000743000	1	PRUNED
9	1.2861602886449925	2021-05-23 05:03:29.432349	2021-05-23 05:07:01.475589	0 days 00:03:32.043240000	7	COMPLETE
