number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.600404262171798	2021-05-23 04:52:27.035274	2021-05-23 04:55:58.011154	0 days 00:03:30.975880000	9	COMPLETE
1	1.6605746688341092	2021-05-23 04:55:58.011654	2021-05-23 04:59:56.681286	0 days 00:03:58.669632000	5	COMPLETE
2	1.6489440483136484	2021-05-23 04:59:56.681801	2021-05-23 05:03:49.225348	0 days 00:03:52.543547000	7	COMPLETE
3		2021-05-23 05:03:49.225914	2021-05-23 05:03:49.226389	0 days 00:00:00.000475000	5	PRUNED
4		2021-05-23 05:03:49.311491	2021-05-23 05:03:49.312141	0 days 00:00:00.000650000	9	PRUNED
5		2021-05-23 05:03:49.397006	2021-05-23 05:03:49.397612	0 days 00:00:00.000606000	5	PRUNED
6		2021-05-23 05:03:49.482537	2021-05-23 05:03:49.483185	0 days 00:00:00.000648000	7	PRUNED
7		2021-05-23 05:03:49.568141	2021-05-23 05:03:49.568830	0 days 00:00:00.000689000	7	PRUNED
8		2021-05-23 05:03:49.653794	2021-05-23 05:03:49.654514	0 days 00:00:00.000720000	9	PRUNED
9		2021-05-23 05:03:49.739441	2021-05-23 05:03:49.740197	0 days 00:00:00.000756000	7	PRUNED
10	3.785648894089779	2021-05-23 05:03:49.825245	2021-05-23 05:07:37.231471	0 days 00:03:47.406226000	1	COMPLETE
11		2021-05-23 05:07:37.232207	2021-05-23 05:07:37.233826	0 days 00:00:00.001619000	9	PRUNED
12		2021-05-23 05:07:37.290477	2021-05-23 05:07:37.292122	0 days 00:00:00.001645000	1	PRUNED
13		2021-05-23 05:07:37.346042	2021-05-23 05:07:37.347729	0 days 00:00:00.001687000	7	PRUNED
14	1.8766339100059943	2021-05-23 05:07:37.401411	2021-05-23 05:10:15.075053	0 days 00:02:37.673642000	3	COMPLETE
