number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.5022341337121463	2021-05-23 04:15:35.742041	2021-05-23 04:19:18.119576	0 days 00:03:42.377535000	3	COMPLETE
1		2021-05-23 04:19:18.120071	2021-05-23 04:19:18.120474	0 days 00:00:00.000403000	3	PRUNED
2		2021-05-23 04:19:18.206694	2021-05-23 04:19:18.207196	0 days 00:00:00.000502000	3	PRUNED
3	1.3951472681820014	2021-05-23 04:19:18.293275	2021-05-23 04:23:16.513974	0 days 00:03:58.220699000	5	COMPLETE
4	1.244069116906348	2021-05-23 04:23:16.514624	2021-05-23 04:27:32.741541	0 days 00:04:16.226917000	9	COMPLETE
5		2021-05-23 04:27:32.742219	2021-05-23 04:27:32.742737	0 days 00:00:00.000518000	5	PRUNED
6	1.832431170804606	2021-05-23 04:27:32.826575	2021-05-23 04:31:19.072576	0 days 00:03:46.246001000	1	COMPLETE
7		2021-05-23 04:31:19.073283	2021-05-23 04:31:19.073876	0 days 00:00:00.000593000	5	PRUNED
8		2021-05-23 04:31:19.156265	2021-05-23 04:31:19.157045	0 days 00:00:00.000780000	9	PRUNED
9	1.2877977958048537	2021-05-23 04:31:19.239376	2021-05-23 04:35:27.410854	0 days 00:04:08.171478000	7	COMPLETE
