number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.040562031641075094	2021-05-24 02:21:43.211521	2021-05-24 02:25:37.153686	0 days 00:03:53.942165000	1	COMPLETE
1	0.06586534496440281	2021-05-24 02:25:37.154198	2021-05-24 02:29:17.551457	0 days 00:03:40.397259000	3	COMPLETE
2	0.08238504598606029	2021-05-24 02:29:17.552019	2021-05-24 02:32:48.149221	0 days 00:03:30.597202000	5	COMPLETE
3		2021-05-24 02:32:48.149812	2021-05-24 02:32:48.150282	0 days 00:00:00.000470000	1	PRUNED
4		2021-05-24 02:32:48.233655	2021-05-24 02:32:48.234234	0 days 00:00:00.000579000	5	PRUNED
5		2021-05-24 02:32:48.317386	2021-05-24 02:32:48.318003	0 days 00:00:00.000617000	3	PRUNED
6		2021-05-24 02:32:48.401451	2021-05-24 02:32:48.402103	0 days 00:00:00.000652000	1	PRUNED
7	0.08771989000041602	2021-05-24 02:32:48.491932	2021-05-24 02:36:12.072352	0 days 00:03:23.580420000	9	COMPLETE
8		2021-05-24 02:36:12.073106	2021-05-24 02:36:12.073746	0 days 00:00:00.000640000	1	PRUNED
9		2021-05-24 02:36:12.169783	2021-05-24 02:36:12.170567	0 days 00:00:00.000784000	1	PRUNED
10		2021-05-24 02:36:12.257433	2021-05-24 02:36:12.259687	0 days 00:00:00.002254000	9	PRUNED
11		2021-05-24 02:36:12.346752	2021-05-24 02:36:12.348760	0 days 00:00:00.002008000	9	PRUNED
12	0.09338939740283762	2021-05-24 02:36:12.436631	2021-05-24 02:39:35.080452	0 days 00:03:22.643821000	7	COMPLETE
