number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	3.0624496646363597	2021-08-07 19:12:53.022471	2021-08-07 19:15:26.714498	0 days 00:02:33.692027000	9	COMPLETE
1	3.116057067842497	2021-08-07 19:15:26.715029	2021-08-07 19:18:00.488497	0 days 00:02:33.773468000	7	COMPLETE
2		2021-08-07 19:18:00.488971	2021-08-07 19:18:00.489354	0 days 00:00:00.000383000	7	PRUNED
3		2021-08-07 19:18:00.579312	2021-08-07 19:18:00.579798	0 days 00:00:00.000486000	9	PRUNED
4		2021-08-07 19:18:00.665689	2021-08-07 19:18:00.666204	0 days 00:00:00.000515000	7	PRUNED
5		2021-08-07 19:18:00.751871	2021-08-07 19:18:00.752418	0 days 00:00:00.000547000	9	PRUNED
6		2021-08-07 19:18:00.838017	2021-08-07 19:18:00.838611	0 days 00:00:00.000594000	9	PRUNED
7	5.3175751095593835	2021-08-07 19:18:00.923381	2021-08-07 19:20:25.609741	0 days 00:02:24.686360000	1	COMPLETE
8		2021-08-07 19:20:25.610433	2021-08-07 19:20:25.611020	0 days 00:00:00.000587000	1	PRUNED
9		2021-08-07 19:20:25.674656	2021-08-07 19:20:25.675321	0 days 00:00:00.000665000	7	PRUNED
10	3.228039298671059	2021-08-07 19:20:25.737400	2021-08-07 19:22:51.212775	0 days 00:02:25.475375000	5	COMPLETE
11		2021-08-07 19:22:51.213581	2021-08-07 19:22:51.215284	0 days 00:00:00.001703000	5	PRUNED
12		2021-08-07 19:22:51.293407	2021-08-07 19:22:51.295124	0 days 00:00:00.001717000	7	PRUNED
13	3.576572547477408	2021-08-07 19:22:51.372836	2021-08-07 19:25:22.477762	0 days 00:02:31.104926000	3	COMPLETE
