number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.7634334595309111	2021-05-23 02:32:15.754431	2021-05-23 02:34:59.425859	0 days 00:02:43.671428000	3	COMPLETE
1	1.5256775298302854	2021-05-23 02:34:59.426426	2021-05-23 02:38:02.540588	0 days 00:03:03.114162000	7	COMPLETE
2		2021-05-23 02:38:02.541102	2021-05-23 02:38:02.541505	0 days 00:00:00.000403000	3	PRUNED
3	1.4666302451211906	2021-05-23 02:38:02.627916	2021-05-23 02:40:44.223610	0 days 00:02:41.595694000	9	COMPLETE
4		2021-05-23 02:40:44.224253	2021-05-23 02:40:44.224843	0 days 00:00:00.000590000	9	PRUNED
5		2021-05-23 02:40:44.311459	2021-05-23 02:40:44.312058	0 days 00:00:00.000599000	7	PRUNED
6	2.6870267870646614	2021-05-23 02:40:44.398615	2021-05-23 02:43:39.783090	0 days 00:02:55.384475000	1	COMPLETE
7		2021-05-23 02:43:39.783921	2021-05-23 02:43:39.784594	0 days 00:00:00.000673000	1	PRUNED
8		2021-05-23 02:43:39.915888	2021-05-23 02:43:39.916691	0 days 00:00:00.000803000	7	PRUNED
9	1.5786639249235805	2021-05-23 02:43:40.048416	2021-05-23 02:47:12.723781	0 days 00:03:32.675365000	5	COMPLETE
