number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.05818492375898485	2021-05-24 01:11:12.462547	2021-05-24 01:15:47.759618	0 days 00:04:35.297071000	3	COMPLETE
1	0.082236193902484	2021-05-24 01:15:47.760193	2021-05-24 01:20:28.108199	0 days 00:04:40.348006000	9	COMPLETE
2		2021-05-24 01:20:28.108734	2021-05-24 01:20:28.109150	0 days 00:00:00.000416000	3	PRUNED
3		2021-05-24 01:20:28.198266	2021-05-24 01:20:28.198831	0 days 00:00:00.000565000	9	PRUNED
4	0.02761890712889879	2021-05-24 01:20:28.287858	2021-05-24 01:24:32.526297	0 days 00:04:04.238439000	1	COMPLETE
5		2021-05-24 01:24:32.527017	2021-05-24 01:24:32.527557	0 days 00:00:00.000540000	3	PRUNED
6		2021-05-24 01:24:32.615196	2021-05-24 01:24:32.615911	0 days 00:00:00.000715000	3	PRUNED
7	0.07080863840335767	2021-05-24 01:24:32.703754	2021-05-24 01:29:35.111528	0 days 00:05:02.407774000	5	COMPLETE
8		2021-05-24 01:29:35.112333	2021-05-24 01:29:35.113006	0 days 00:00:00.000673000	3	PRUNED
9		2021-05-24 01:29:35.201967	2021-05-24 01:29:35.202772	0 days 00:00:00.000805000	9	PRUNED
10	0.08030550904523895	2021-05-24 01:29:35.290745	2021-05-24 01:34:31.796817	0 days 00:04:56.506072000	7	COMPLETE
