number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.8175398446335056	2021-05-23 04:03:24.860952	2021-05-23 04:06:31.668239	0 days 00:03:06.807287000	5	COMPLETE
1	1.7730169396345903	2021-05-23 04:06:31.668697	2021-05-23 04:09:50.412249	0 days 00:03:18.743552000	9	COMPLETE
2		2021-05-23 04:09:50.412775	2021-05-23 04:09:50.413182	0 days 00:00:00.000407000	9	PRUNED
3	2.272257383916322	2021-05-23 04:09:50.497112	2021-05-23 04:12:51.042143	0 days 00:03:00.545031000	1	COMPLETE
4		2021-05-23 04:12:51.042792	2021-05-23 04:12:51.043304	0 days 00:00:00.000512000	1	PRUNED
5		2021-05-23 04:12:51.131968	2021-05-23 04:12:51.132603	0 days 00:00:00.000635000	9	PRUNED
6		2021-05-23 04:12:51.221039	2021-05-23 04:12:51.221707	0 days 00:00:00.000668000	1	PRUNED
7	1.7868720663120032	2021-05-23 04:12:51.310224	2021-05-23 04:16:29.619769	0 days 00:03:38.309545000	7	COMPLETE
8		2021-05-23 04:16:29.620541	2021-05-23 04:16:29.644374	0 days 00:00:00.023833000	1	PRUNED
9		2021-05-23 04:16:29.728502	2021-05-23 04:16:29.729266	0 days 00:00:00.000764000	7	PRUNED
10		2021-05-23 04:16:29.813002	2021-05-23 04:16:29.883226	0 days 00:00:00.070224000	5	PRUNED
11		2021-05-23 04:16:29.966997	2021-05-23 04:16:29.968883	0 days 00:00:00.001886000	7	PRUNED
12		2021-05-23 04:16:30.057418	2021-05-23 04:16:30.059491	0 days 00:00:00.002073000	7	PRUNED
13		2021-05-23 04:16:30.143450	2021-05-23 04:16:30.145382	0 days 00:00:00.001932000	9	PRUNED
14		2021-05-23 04:16:30.229075	2021-05-23 04:16:30.231050	0 days 00:00:00.001975000	7	PRUNED
15	1.9021451850564877	2021-05-23 04:16:30.314885	2021-05-23 04:19:56.835881	0 days 00:03:26.520996000	3	COMPLETE
