number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.3762862434547651	2021-05-23 03:19:24.528575	2021-05-23 03:22:37.210956	0 days 00:03:12.682381000	7	COMPLETE
1	2.0378627244438268	2021-05-23 03:22:37.211463	2021-05-23 03:25:38.212188	0 days 00:03:01.000725000	1	COMPLETE
2	1.4248047443416219	2021-05-23 03:25:38.212696	2021-05-23 03:28:39.534567	0 days 00:03:01.321871000	5	COMPLETE
3		2021-05-23 03:28:39.535183	2021-05-23 03:28:39.535705	0 days 00:00:00.000522000	7	PRUNED
4		2021-05-23 03:28:39.621604	2021-05-23 03:28:39.622168	0 days 00:00:00.000564000	7	PRUNED
5		2021-05-23 03:28:39.708168	2021-05-23 03:28:39.708782	0 days 00:00:00.000614000	1	PRUNED
6		2021-05-23 03:28:39.794490	2021-05-23 03:28:39.795131	0 days 00:00:00.000641000	1	PRUNED
7		2021-05-23 03:28:39.880786	2021-05-23 03:28:39.881467	0 days 00:00:00.000681000	5	PRUNED
8		2021-05-23 03:28:39.967245	2021-05-23 03:28:39.967963	0 days 00:00:00.000718000	1	PRUNED
9	1.5800608720236342	2021-05-23 03:28:40.053756	2021-05-23 03:31:39.429479	0 days 00:02:59.375723000	3	COMPLETE
10	1.3480013919008025	2021-05-23 03:31:39.430486	2021-05-23 03:34:28.394965	0 days 00:02:48.964479000	9	COMPLETE
