number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.9707736012920406	2021-05-23 03:39:21.424815	2021-05-23 03:42:26.316419	0 days 00:03:04.891604000	3	COMPLETE
1	0.712612051969914	2021-05-23 03:42:26.316937	2021-05-23 03:45:40.988687	0 days 00:03:14.671750000	7	COMPLETE
2		2021-05-23 03:45:40.989312	2021-05-23 03:45:40.989769	0 days 00:00:00.000457000	3	PRUNED
3	2.4466024197031966	2021-05-23 03:45:41.110530	2021-05-23 03:48:26.121354	0 days 00:02:45.010824000	1	COMPLETE
4		2021-05-23 03:48:26.121991	2021-05-23 03:48:26.122495	0 days 00:00:00.000504000	3	PRUNED
5	0.8075875787924895	2021-05-23 03:48:26.231642	2021-05-23 03:51:39.121665	0 days 00:03:12.890023000	5	COMPLETE
6		2021-05-23 03:51:39.122423	2021-05-23 03:51:39.123031	0 days 00:00:00.000608000	5	PRUNED
7		2021-05-23 03:51:39.230083	2021-05-23 03:51:39.230788	0 days 00:00:00.000705000	7	PRUNED
8		2021-05-23 03:51:39.338544	2021-05-23 03:51:39.339293	0 days 00:00:00.000749000	7	PRUNED
9		2021-05-23 03:51:39.446465	2021-05-23 03:51:39.447246	0 days 00:00:00.000781000	7	PRUNED
10	0.6591098877694277	2021-05-23 03:51:39.554609	2021-05-23 03:54:43.721194	0 days 00:03:04.166585000	9	COMPLETE
