number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.1587103941215324	2021-05-23 04:51:09.762980	2021-05-23 04:54:11.979707	0 days 00:03:02.216727000	5	COMPLETE
1		2021-05-23 04:54:11.980203	2021-05-23 04:54:11.980584	0 days 00:00:00.000381000	5	PRUNED
2	1.1278744297027592	2021-05-23 04:54:12.065794	2021-05-23 04:57:05.270092	0 days 00:02:53.204298000	7	COMPLETE
3	1.2428796432167668	2021-05-23 04:57:05.270704	2021-05-23 05:00:07.616938	0 days 00:03:02.346234000	3	COMPLETE
4	1.1063202748946668	2021-05-23 05:00:07.617531	2021-05-23 05:03:00.927626	0 days 00:02:53.310095000	9	COMPLETE
5		2021-05-23 05:03:00.928264	2021-05-23 05:03:00.928762	0 days 00:00:00.000498000	5	PRUNED
6		2021-05-23 05:03:01.012427	2021-05-23 05:03:01.013075	0 days 00:00:00.000648000	7	PRUNED
7		2021-05-23 05:03:01.096798	2021-05-23 05:03:01.097476	0 days 00:00:00.000678000	5	PRUNED
8		2021-05-23 05:03:01.180698	2021-05-23 05:03:01.181422	0 days 00:00:00.000724000	9	PRUNED
9		2021-05-23 05:03:01.264854	2021-05-23 05:03:01.265616	0 days 00:00:00.000762000	9	PRUNED
10	1.640043257856094	2021-05-23 05:03:01.349142	2021-05-23 05:06:03.737533	0 days 00:03:02.388391000	1	COMPLETE
