number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.10269418919248569	2021-05-24 02:22:22.401688	2021-05-24 02:26:30.660041	0 days 00:04:08.258353000	7	COMPLETE
1	0.10398714234208152	2021-05-24 02:26:30.660685	2021-05-24 02:30:25.113874	0 days 00:03:54.453189000	9	COMPLETE
2		2021-05-24 02:30:25.114450	2021-05-24 02:30:25.114879	0 days 00:00:00.000429000	7	PRUNED
3		2021-05-24 02:30:25.206833	2021-05-24 02:30:25.207419	0 days 00:00:00.000586000	9	PRUNED
4	0.09197119685480389	2021-05-24 02:30:25.299366	2021-05-24 02:34:29.043457	0 days 00:04:03.744091000	3	COMPLETE
5		2021-05-24 02:34:29.044186	2021-05-24 02:34:29.044750	0 days 00:00:00.000564000	7	PRUNED
6		2021-05-24 02:34:29.135078	2021-05-24 02:34:29.135739	0 days 00:00:00.000661000	3	PRUNED
7	0.06268152089527819	2021-05-24 02:34:29.196645	2021-05-24 02:38:18.040409	0 days 00:03:48.843764000	1	COMPLETE
8		2021-05-24 02:38:18.041154	2021-05-24 02:38:18.041768	0 days 00:00:00.000614000	1	PRUNED
9		2021-05-24 02:38:18.126684	2021-05-24 02:38:18.127391	0 days 00:00:00.000707000	9	PRUNED
10	0.10731546804392186	2021-05-24 02:38:18.199958	2021-05-24 02:42:02.727238	0 days 00:03:44.527280000	5	COMPLETE
