number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.343022366211562	2021-05-23 04:36:48.215521	2021-05-23 04:39:17.619259	0 days 00:02:29.403738000	1	COMPLETE
1	1.938209827553172	2021-05-23 04:39:17.619737	2021-05-23 04:42:02.724770	0 days 00:02:45.105033000	3	COMPLETE
2	1.8133409228164075	2021-05-23 04:42:02.725355	2021-05-23 04:45:01.152277	0 days 00:02:58.426922000	5	COMPLETE
3		2021-05-23 04:45:01.175944	2021-05-23 04:45:01.176558	0 days 00:00:00.000614000	5	PRUNED
4		2021-05-23 04:45:01.262822	2021-05-23 04:45:01.263415	0 days 00:00:00.000593000	1	PRUNED
5		2021-05-23 04:45:01.349441	2021-05-23 04:45:01.350081	0 days 00:00:00.000640000	5	PRUNED
6		2021-05-23 04:45:01.436185	2021-05-23 04:45:01.436857	0 days 00:00:00.000672000	1	PRUNED
7		2021-05-23 04:45:01.523063	2021-05-23 04:45:01.523775	0 days 00:00:00.000712000	3	PRUNED
8	1.721646960270053	2021-05-23 04:45:01.609796	2021-05-23 04:47:57.140829	0 days 00:02:55.531033000	9	COMPLETE
9		2021-05-23 04:47:57.141641	2021-05-23 04:47:57.142322	0 days 00:00:00.000681000	1	PRUNED
10		2021-05-23 04:47:57.227327	2021-05-23 04:47:57.290391	0 days 00:00:00.063064000	9	PRUNED
11		2021-05-23 04:47:57.375384	2021-05-23 04:47:57.377505	0 days 00:00:00.002121000	9	PRUNED
12	1.747821657246529	2021-05-23 04:47:57.462660	2021-05-23 04:50:50.747090	0 days 00:02:53.284430000	7	COMPLETE
