number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.41491067598866	2021-05-23 02:49:10.545552	2021-05-23 02:52:18.648886	0 days 00:03:08.103334000	3	COMPLETE
1	1.83357643698845	2021-05-23 02:52:18.649384	2021-05-23 02:55:05.122605	0 days 00:02:46.473221000	1	COMPLETE
2		2021-05-23 02:55:05.123131	2021-05-23 02:55:05.123534	0 days 00:00:00.000403000	3	PRUNED
3	1.2495928654071344	2021-05-23 02:55:05.210991	2021-05-23 02:58:47.639849	0 days 00:03:42.428858000	7	COMPLETE
4	1.2383749800596198	2021-05-23 02:58:47.640452	2021-05-23 03:01:59.421915	0 days 00:03:11.781463000	9	COMPLETE
5		2021-05-23 03:01:59.422557	2021-05-23 03:01:59.423082	0 days 00:00:00.000525000	9	PRUNED
6		2021-05-23 03:01:59.520017	2021-05-23 03:01:59.520660	0 days 00:00:00.000643000	3	PRUNED
7		2021-05-23 03:01:59.617660	2021-05-23 03:01:59.618344	0 days 00:00:00.000684000	7	PRUNED
8		2021-05-23 03:01:59.714812	2021-05-23 03:01:59.715546	0 days 00:00:00.000734000	9	PRUNED
9		2021-05-23 03:01:59.811986	2021-05-23 03:01:59.812747	0 days 00:00:00.000761000	7	PRUNED
10		2021-05-23 03:01:59.908911	2021-05-23 03:01:59.911169	0 days 00:00:00.002258000	9	PRUNED
11		2021-05-23 03:02:00.007811	2021-05-23 03:02:00.009834	0 days 00:00:00.002023000	7	PRUNED
12	1.3165731182700733	2021-05-23 03:02:00.106470	2021-05-23 03:05:32.533437	0 days 00:03:32.426967000	5	COMPLETE
