number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.10490106199638215	2021-05-24 02:04:15.784525	2021-05-24 02:08:13.253479	0 days 00:03:57.468954000	9	COMPLETE
1	0.09514398854415815	2021-05-24 02:08:13.253942	2021-05-24 02:11:33.270995	0 days 00:03:20.017053000	7	COMPLETE
2		2021-05-24 02:11:33.271447	2021-05-24 02:11:33.271810	0 days 00:00:00.000363000	9	PRUNED
3		2021-05-24 02:11:33.328849	2021-05-24 02:11:33.329306	0 days 00:00:00.000457000	7	PRUNED
4	0.0964524142979605	2021-05-24 02:11:33.383613	2021-05-24 02:15:37.780948	0 days 00:04:04.397335000	5	COMPLETE
5	0.08933773551147775	2021-05-24 02:15:37.781611	2021-05-24 02:19:31.195599	0 days 00:03:53.413988000	3	COMPLETE
6		2021-05-24 02:19:31.196285	2021-05-24 02:19:31.196859	0 days 00:00:00.000574000	7	PRUNED
7		2021-05-24 02:19:31.283521	2021-05-24 02:19:31.284231	0 days 00:00:00.000710000	3	PRUNED
8		2021-05-24 02:19:31.370608	2021-05-24 02:19:31.371356	0 days 00:00:00.000748000	5	PRUNED
9	0.05167310366626891	2021-05-24 02:19:31.457195	2021-05-24 02:22:17.448532	0 days 00:02:45.991337000	1	COMPLETE
