number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.2348110525274336	2021-05-23 02:48:40.417809	2021-05-23 02:52:27.977517	0 days 00:03:47.559708000	5	COMPLETE
1	1.3035474512347371	2021-05-23 02:52:27.978110	2021-05-23 02:55:59.662776	0 days 00:03:31.684666000	3	COMPLETE
2		2021-05-23 02:55:59.663379	2021-05-23 02:55:59.663839	0 days 00:00:00.000460000	3	PRUNED
3		2021-05-23 02:55:59.754082	2021-05-23 02:55:59.754714	0 days 00:00:00.000632000	5	PRUNED
4		2021-05-23 02:55:59.845031	2021-05-23 02:55:59.845747	0 days 00:00:00.000716000	5	PRUNED
5	1.2237900296098874	2021-05-23 02:55:59.936216	2021-05-23 02:59:29.436046	0 days 00:03:29.499830000	7	COMPLETE
6		2021-05-23 02:59:29.436737	2021-05-23 02:59:29.437334	0 days 00:00:00.000597000	5	PRUNED
7		2021-05-23 02:59:29.524960	2021-05-23 02:59:29.525651	0 days 00:00:00.000691000	5	PRUNED
8		2021-05-23 02:59:29.613166	2021-05-23 02:59:29.613900	0 days 00:00:00.000734000	3	PRUNED
9	1.6052296404745547	2021-05-23 02:59:29.700997	2021-05-23 03:02:49.627795	0 days 00:03:19.926798000	1	COMPLETE
10	1.2130176810390538	2021-05-23 03:02:49.628612	2021-05-23 03:06:24.899636	0 days 00:03:35.271024000	9	COMPLETE
