number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.4300120656408293	2021-05-23 02:54:24.799696	2021-05-23 02:58:24.888215	0 days 00:04:00.088519000	1	COMPLETE
1	1.1038971566156757	2021-05-23 02:58:24.888820	2021-05-23 03:02:17.592961	0 days 00:03:52.704141000	5	COMPLETE
2		2021-05-23 03:02:17.593495	2021-05-23 03:02:17.593948	0 days 00:00:00.000453000	5	PRUNED
3	1.0768347844938735	2021-05-23 03:02:17.680182	2021-05-23 03:06:36.182045	0 days 00:04:18.501863000	9	COMPLETE
4	1.147027342515515	2021-05-23 03:06:36.182645	2021-05-23 03:09:49.644963	0 days 00:03:13.462318000	3	COMPLETE
5		2021-05-23 03:09:49.645641	2021-05-23 03:09:49.646157	0 days 00:00:00.000516000	1	PRUNED
6		2021-05-23 03:09:49.739295	2021-05-23 03:09:49.739945	0 days 00:00:00.000650000	1	PRUNED
7		2021-05-23 03:09:49.832836	2021-05-23 03:09:49.833536	0 days 00:00:00.000700000	9	PRUNED
8		2021-05-23 03:09:49.926223	2021-05-23 03:09:49.926964	0 days 00:00:00.000741000	3	PRUNED
9		2021-05-23 03:09:50.020051	2021-05-23 03:09:50.020822	0 days 00:00:00.000771000	1	PRUNED
10		2021-05-23 03:09:50.114243	2021-05-23 03:09:50.116510	0 days 00:00:00.002267000	9	PRUNED
11	1.097624259464071	2021-05-23 03:09:50.210278	2021-05-23 03:13:56.247960	0 days 00:04:06.037682000	7	COMPLETE
