number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.024876276966948857	2021-05-24 02:13:59.639808	2021-05-24 02:16:32.073715	0 days 00:02:32.433907000	1	COMPLETE
1	0.04964097952790453	2021-05-24 02:16:32.074229	2021-05-24 02:19:22.552801	0 days 00:02:50.478572000	3	COMPLETE
2	0.0676348922227004	2021-05-24 02:19:22.553350	2021-05-24 02:22:47.177003	0 days 00:03:24.623653000	7	COMPLETE
3		2021-05-24 02:22:47.177607	2021-05-24 02:22:47.178151	0 days 00:00:00.000544000	7	PRUNED
4		2021-05-24 02:22:47.267644	2021-05-24 02:22:47.268259	0 days 00:00:00.000615000	3	PRUNED
5		2021-05-24 02:22:47.357023	2021-05-24 02:22:47.357670	0 days 00:00:00.000647000	1	PRUNED
6	0.07202919765233508	2021-05-24 02:22:47.446766	2021-05-24 02:25:48.243292	0 days 00:03:00.796526000	9	COMPLETE
7		2021-05-24 02:25:48.244105	2021-05-24 02:25:48.244747	0 days 00:00:00.000642000	9	PRUNED
8		2021-05-24 02:25:48.376739	2021-05-24 02:25:48.377521	0 days 00:00:00.000782000	9	PRUNED
9	0.06505182027860826	2021-05-24 02:25:48.509009	2021-05-24 02:28:25.789013	0 days 00:02:37.280004000	5	COMPLETE
