number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.09069187223044534	2021-05-24 01:47:15.283612	2021-05-24 01:50:49.050281	0 days 00:03:33.766669000	7	COMPLETE
1	0.0988313991645963	2021-05-24 01:50:49.050777	2021-05-24 01:54:04.484992	0 days 00:03:15.434215000	9	COMPLETE
2		2021-05-24 01:54:04.485534	2021-05-24 01:54:04.485950	0 days 00:00:00.000416000	9	PRUNED
3	0.09739778688974826	2021-05-24 01:54:04.574082	2021-05-24 01:57:43.768513	0 days 00:03:39.194431000	5	COMPLETE
4	0.07821414826968943	2021-05-24 01:57:43.769158	2021-05-24 02:00:58.668998	0 days 00:03:14.899840000	3	COMPLETE
5		2021-05-24 02:00:58.669653	2021-05-24 02:00:58.670177	0 days 00:00:00.000524000	7	PRUNED
6		2021-05-24 02:00:58.768037	2021-05-24 02:00:58.768793	0 days 00:00:00.000756000	5	PRUNED
7		2021-05-24 02:00:58.855150	2021-05-24 02:00:58.855853	0 days 00:00:00.000703000	5	PRUNED
8		2021-05-24 02:00:58.940667	2021-05-24 02:00:58.941414	0 days 00:00:00.000747000	5	PRUNED
9		2021-05-24 02:00:59.026007	2021-05-24 02:00:59.026777	0 days 00:00:00.000770000	7	PRUNED
10	0.03422542778135122	2021-05-24 02:00:59.111367	2021-05-24 02:04:11.349078	0 days 00:03:12.237711000	1	COMPLETE
