number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.2487760949044664	2021-05-23 03:26:50.272127	2021-05-23 03:30:08.246594	0 days 00:03:17.974467000	7	COMPLETE
1	1.2106912064089002	2021-05-23 03:30:08.247113	2021-05-23 03:33:25.235000	0 days 00:03:16.987887000	9	COMPLETE
2	1.3188729855993078	2021-05-23 03:33:25.235509	2021-05-23 03:36:29.875221	0 days 00:03:04.639712000	5	COMPLETE
3		2021-05-23 03:36:29.875950	2021-05-23 03:36:29.876454	0 days 00:00:00.000504000	5	PRUNED
4	1.4328650911095617	2021-05-23 03:36:29.962502	2021-05-23 03:39:48.530869	0 days 00:03:18.568367000	3	COMPLETE
5	1.9929497679669985	2021-05-23 03:39:48.531500	2021-05-23 03:42:52.311894	0 days 00:03:03.780394000	1	COMPLETE
