number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.8829538206677996	2021-05-23 02:32:15.753797	2021-05-23 02:36:26.128419	0 days 00:04:10.374622000	7	COMPLETE
1	1.9627591252995154	2021-05-23 02:36:26.128892	2021-05-23 02:41:47.725189	0 days 00:05:21.596297000	5	COMPLETE
2	2.075001543221096	2021-05-23 02:41:47.725711	2021-05-23 02:45:36.841641	0 days 00:03:49.115930000	3	COMPLETE
3	2.4262267456310735	2021-05-23 02:45:36.842206	2021-05-23 02:50:13.285528	0 days 00:04:36.443322000	1	COMPLETE
4		2021-05-23 02:50:13.286134	2021-05-23 02:50:13.286615	0 days 00:00:00.000481000	5	PRUNED
5		2021-05-23 02:50:13.382907	2021-05-23 02:50:13.383540	0 days 00:00:00.000633000	1	PRUNED
6		2021-05-23 02:50:13.479973	2021-05-23 02:50:13.480639	0 days 00:00:00.000666000	1	PRUNED
7		2021-05-23 02:50:13.577010	2021-05-23 02:50:13.577716	0 days 00:00:00.000706000	5	PRUNED
8		2021-05-23 02:50:13.674463	2021-05-23 02:50:13.675195	0 days 00:00:00.000732000	5	PRUNED
9		2021-05-23 02:50:13.771493	2021-05-23 02:50:13.772266	0 days 00:00:00.000773000	1	PRUNED
10	1.8596501509305785	2021-05-23 02:50:13.868625	2021-05-23 02:54:16.829672	0 days 00:04:02.961047000	9	COMPLETE
