number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.7731747601948986	2021-05-23 04:04:53.361581	2021-05-23 04:08:16.263898	0 days 00:03:22.902317000	5	COMPLETE
1	2.7071262127631557	2021-05-23 04:08:16.264463	2021-05-23 04:11:23.133706	0 days 00:03:06.869243000	1	COMPLETE
2	1.6850290640970076	2021-05-23 04:11:23.134269	2021-05-23 04:14:38.060657	0 days 00:03:14.926388000	9	COMPLETE
3	1.804746936855385	2021-05-23 04:14:38.061320	2021-05-23 04:17:57.362697	0 days 00:03:19.301377000	7	COMPLETE
4		2021-05-23 04:17:57.363303	2021-05-23 04:17:57.363808	0 days 00:00:00.000505000	5	PRUNED
5		2021-05-23 04:17:57.499009	2021-05-23 04:17:57.499648	0 days 00:00:00.000639000	1	PRUNED
6		2021-05-23 04:17:57.635024	2021-05-23 04:17:57.635695	0 days 00:00:00.000671000	9	PRUNED
7		2021-05-23 04:17:57.772160	2021-05-23 04:17:57.772869	0 days 00:00:00.000709000	1	PRUNED
8		2021-05-23 04:17:57.909816	2021-05-23 04:17:57.910553	0 days 00:00:00.000737000	5	PRUNED
9		2021-05-23 04:17:58.048101	2021-05-23 04:17:58.048882	0 days 00:00:00.000781000	1	PRUNED
10		2021-05-23 04:17:58.187071	2021-05-23 04:17:58.189367	0 days 00:00:00.002296000	9	PRUNED
11		2021-05-23 04:17:58.326547	2021-05-23 04:17:58.328641	0 days 00:00:00.002094000	7	PRUNED
12	2.060708984807141	2021-05-23 04:17:58.465888	2021-05-23 04:20:36.667919	0 days 00:02:38.202031000	3	COMPLETE
