number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.051106888526798074	2021-05-24 01:47:33.499248	2021-05-24 01:51:03.963415	0 days 00:03:30.464167000	3	COMPLETE
1	0.08407211755893804	2021-05-24 01:51:03.964037	2021-05-24 01:54:24.339931	0 days 00:03:20.375894000	9	COMPLETE
2	0.0757271706258085	2021-05-24 01:54:24.340471	2021-05-24 01:57:52.089712	0 days 00:03:27.749241000	5	COMPLETE
3		2021-05-24 01:57:52.090266	2021-05-24 01:57:52.090705	0 days 00:00:00.000439000	9	PRUNED
4		2021-05-24 01:57:52.177281	2021-05-24 01:57:52.177846	0 days 00:00:00.000565000	3	PRUNED
5		2021-05-24 01:57:52.264415	2021-05-24 01:57:52.265017	0 days 00:00:00.000602000	9	PRUNED
6		2021-05-24 01:57:52.351412	2021-05-24 01:57:52.352046	0 days 00:00:00.000634000	3	PRUNED
7		2021-05-24 01:57:52.438841	2021-05-24 01:57:52.439517	0 days 00:00:00.000676000	9	PRUNED
8		2021-05-24 01:57:52.526377	2021-05-24 01:57:52.527088	0 days 00:00:00.000711000	3	PRUNED
9	0.02002831553890136	2021-05-24 01:57:52.614054	2021-05-24 02:01:03.894016	0 days 00:03:11.279962000	1	COMPLETE
10	0.08277076301923021	2021-05-24 02:01:03.894734	2021-05-24 02:04:00.662480	0 days 00:02:56.767746000	7	COMPLETE
