number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.2698770076846126	2021-05-23 03:06:29.842972	2021-05-23 03:09:42.120653	0 days 00:03:12.277681000	9	COMPLETE
1	2.911301099255588	2021-05-23 03:09:42.121167	2021-05-23 03:13:01.644041	0 days 00:03:19.522874000	1	COMPLETE
2		2021-05-23 03:13:01.644656	2021-05-23 03:13:01.645109	0 days 00:00:00.000453000	1	PRUNED
3	1.4373618841556743	2021-05-23 03:13:01.731191	2021-05-23 03:16:42.468492	0 days 00:03:40.737301000	5	COMPLETE
4	1.324687375883604	2021-05-23 03:16:42.469102	2021-05-23 03:20:25.576554	0 days 00:03:43.107452000	7	COMPLETE
5		2021-05-23 03:20:25.577203	2021-05-23 03:20:25.577723	0 days 00:00:00.000520000	1	PRUNED
6		2021-05-23 03:20:25.663896	2021-05-23 03:20:25.664557	0 days 00:00:00.000661000	9	PRUNED
7		2021-05-23 03:20:25.750692	2021-05-23 03:20:25.751385	0 days 00:00:00.000693000	7	PRUNED
8		2021-05-23 03:20:25.837686	2021-05-23 03:20:25.838425	0 days 00:00:00.000739000	5	PRUNED
9		2021-05-23 03:20:25.924821	2021-05-23 03:20:25.925582	0 days 00:00:00.000761000	9	PRUNED
10		2021-05-23 03:20:26.011928	2021-05-23 03:20:26.014094	0 days 00:00:00.002166000	9	PRUNED
11		2021-05-23 03:20:26.100566	2021-05-23 03:20:26.102572	0 days 00:00:00.002006000	7	PRUNED
12		2021-05-23 03:20:26.189121	2021-05-23 03:20:26.191140	0 days 00:00:00.002019000	7	PRUNED
13		2021-05-23 03:20:26.277657	2021-05-23 03:20:26.279728	0 days 00:00:00.002071000	7	PRUNED
14	1.7111653489502499	2021-05-23 03:20:26.366264	2021-05-23 03:24:00.766882	0 days 00:03:34.400618000	3	COMPLETE
