number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.0802994286597563	2021-05-23 04:29:25.941090	2021-05-23 04:33:26.826649	0 days 00:04:00.885559000	3	COMPLETE
1	0.7918597096888639	2021-05-23 04:33:26.827168	2021-05-23 04:37:27.930277	0 days 00:04:01.103109000	7	COMPLETE
2	0.9486725363776597	2021-05-23 04:37:27.930965	2021-05-23 04:41:26.135606	0 days 00:03:58.204641000	5	COMPLETE
3		2021-05-23 04:41:26.136184	2021-05-23 04:41:26.136645	0 days 00:00:00.000461000	3	PRUNED
4		2021-05-23 04:41:26.265484	2021-05-23 04:41:26.266081	0 days 00:00:00.000597000	5	PRUNED
5		2021-05-23 04:41:26.395517	2021-05-23 04:41:26.396143	0 days 00:00:00.000626000	5	PRUNED
6		2021-05-23 04:41:26.524679	2021-05-23 04:41:26.525346	0 days 00:00:00.000667000	5	PRUNED
7		2021-05-23 04:41:26.654555	2021-05-23 04:41:26.655254	0 days 00:00:00.000699000	3	PRUNED
8	1.7989709623027677	2021-05-23 04:41:26.784527	2021-05-23 04:45:07.940997	0 days 00:03:41.156470000	1	COMPLETE
9		2021-05-23 04:45:07.941840	2021-05-23 04:45:07.942536	0 days 00:00:00.000696000	7	PRUNED
10	0.7236211290161854	2021-05-23 04:45:08.068342	2021-05-23 04:49:18.142600	0 days 00:04:10.074258000	9	COMPLETE
