number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	3.637654717310062	2021-05-23 04:45:07.285448	2021-05-23 04:48:09.231127	0 days 00:03:01.945679000	1	COMPLETE
1		2021-05-23 04:48:09.231646	2021-05-23 04:48:09.232072	0 days 00:00:00.000426000	1	PRUNED
2	2.0924660756386184	2021-05-23 04:48:09.328513	2021-05-23 04:51:18.539453	0 days 00:03:09.210940000	9	COMPLETE
3	2.1795233501019995	2021-05-23 04:51:18.540032	2021-05-23 04:54:59.608065	0 days 00:03:41.068033000	5	COMPLETE
4		2021-05-23 04:54:59.608678	2021-05-23 04:54:59.609158	0 days 00:00:00.000480000	5	PRUNED
5	2.137020342900791	2021-05-23 04:54:59.701091	2021-05-23 04:59:32.872554	0 days 00:04:33.171463000	7	COMPLETE
6		2021-05-23 04:59:32.873173	2021-05-23 04:59:32.873682	0 days 00:00:00.000509000	5	PRUNED
7		2021-05-23 04:59:32.939636	2021-05-23 04:59:32.940264	0 days 00:00:00.000628000	7	PRUNED
8		2021-05-23 04:59:33.004763	2021-05-23 04:59:33.005399	0 days 00:00:00.000636000	7	PRUNED
9		2021-05-23 04:59:33.070035	2021-05-23 04:59:33.070755	0 days 00:00:00.000720000	9	PRUNED
10		2021-05-23 04:59:33.138837	2021-05-23 04:59:33.140703	0 days 00:00:00.001866000	9	PRUNED
11		2021-05-23 04:59:33.212622	2021-05-23 04:59:33.214484	0 days 00:00:00.001862000	9	PRUNED
12		2021-05-23 04:59:33.304793	2021-05-23 04:59:33.306821	0 days 00:00:00.002028000	7	PRUNED
13		2021-05-23 04:59:33.395900	2021-05-23 04:59:33.397949	0 days 00:00:00.002049000	7	PRUNED
14	2.3178569508325397	2021-05-23 04:59:33.487494	2021-05-23 05:03:30.476249	0 days 00:03:56.988755000	3	COMPLETE
