number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.0751608045054011	2021-05-24 01:58:31.116891	2021-05-24 02:03:01.546531	0 days 00:04:30.429640000	9	COMPLETE
1	0.061207786776490095	2021-05-24 02:03:01.547084	2021-05-24 02:09:17.570523	0 days 00:06:16.023439000	3	COMPLETE
2		2021-05-24 02:09:17.571056	2021-05-24 02:09:17.571490	0 days 00:00:00.000434000	9	PRUNED
3		2021-05-24 02:09:17.660461	2021-05-24 02:09:17.661018	0 days 00:00:00.000557000	3	PRUNED
4		2021-05-24 02:09:17.755202	2021-05-24 02:09:17.755853	0 days 00:00:00.000651000	3	PRUNED
5	0.06982596600942045	2021-05-24 02:09:17.844544	2021-05-24 02:14:05.741265	0 days 00:04:47.896721000	7	COMPLETE
6	0.03192786324712038	2021-05-24 02:14:05.741972	2021-05-24 02:17:55.236504	0 days 00:03:49.494532000	1	COMPLETE
7		2021-05-24 02:17:55.237265	2021-05-24 02:17:55.237899	0 days 00:00:00.000634000	1	PRUNED
8		2021-05-24 02:17:55.347643	2021-05-24 02:17:55.348406	0 days 00:00:00.000763000	7	PRUNED
9		2021-05-24 02:17:55.458993	2021-05-24 02:17:55.459785	0 days 00:00:00.000792000	7	PRUNED
10		2021-05-24 02:17:55.570469	2021-05-24 02:17:55.572825	0 days 00:00:00.002356000	9	PRUNED
11		2021-05-24 02:17:55.682936	2021-05-24 02:17:55.685133	0 days 00:00:00.002197000	7	PRUNED
12		2021-05-24 02:17:55.796519	2021-05-24 02:17:55.798731	0 days 00:00:00.002212000	9	PRUNED
13	0.07374520919177316	2021-05-24 02:17:55.910070	2021-05-24 02:22:59.456057	0 days 00:05:03.545987000	5	COMPLETE
