number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.05443236133648124	2021-05-24 02:03:12.746315	2021-05-24 02:06:52.105777	0 days 00:03:39.359462000	3	COMPLETE
1	0.0803029597380977	2021-05-24 02:06:52.106291	2021-05-24 02:10:19.557954	0 days 00:03:27.451663000	7	COMPLETE
2	0.02916401629290949	2021-05-24 02:10:19.558467	2021-05-24 02:13:11.772562	0 days 00:02:52.214095000	1	COMPLETE
3	0.06432565756807418	2021-05-24 02:13:11.773177	2021-05-24 02:16:44.144194	0 days 00:03:32.371017000	5	COMPLETE
4		2021-05-24 02:16:44.144833	2021-05-24 02:16:44.145326	0 days 00:00:00.000493000	7	PRUNED
5		2021-05-24 02:16:44.231585	2021-05-24 02:16:44.232180	0 days 00:00:00.000595000	1	PRUNED
6		2021-05-24 02:16:44.318645	2021-05-24 02:16:44.319278	0 days 00:00:00.000633000	1	PRUNED
7		2021-05-24 02:16:44.405145	2021-05-24 02:16:44.405800	0 days 00:00:00.000655000	7	PRUNED
8		2021-05-24 02:16:44.491849	2021-05-24 02:16:44.492554	0 days 00:00:00.000705000	5	PRUNED
9		2021-05-24 02:16:44.578666	2021-05-24 02:16:44.579407	0 days 00:00:00.000741000	1	PRUNED
10	0.0816225950153794	2021-05-24 02:16:44.665377	2021-05-24 02:19:56.478083	0 days 00:03:11.812706000	9	COMPLETE
