number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.1579898640047057	2021-05-23 02:32:15.753787	2021-05-23 02:36:18.261853	0 days 00:04:02.508066000	7	COMPLETE
1	2.290015354846283	2021-05-23 02:36:18.262430	2021-05-23 02:40:06.390941	0 days 00:03:48.128511000	3	COMPLETE
2	2.2108851658013835	2021-05-23 02:40:06.391464	2021-05-23 02:44:49.577715	0 days 00:04:43.186251000	5	COMPLETE
3		2021-05-23 02:44:49.578304	2021-05-23 02:44:49.578782	0 days 00:00:00.000478000	7	PRUNED
4		2021-05-23 02:44:49.673445	2021-05-23 02:44:49.674039	0 days 00:00:00.000594000	3	PRUNED
5		2021-05-23 02:44:49.768259	2021-05-23 02:44:49.768883	0 days 00:00:00.000624000	3	PRUNED
6		2021-05-23 02:44:49.863258	2021-05-23 02:44:49.863938	0 days 00:00:00.000680000	5	PRUNED
7	2.6069700742949578	2021-05-23 02:44:49.958199	2021-05-23 02:48:43.025283	0 days 00:03:53.067084000	1	COMPLETE
8		2021-05-23 02:48:43.026058	2021-05-23 02:48:43.026704	0 days 00:00:00.000646000	5	PRUNED
9		2021-05-23 02:48:43.124464	2021-05-23 02:48:43.125260	0 days 00:00:00.000796000	1	PRUNED
10	2.123490998954988	2021-05-23 02:48:43.222849	2021-05-23 02:52:08.526171	0 days 00:03:25.303322000	9	COMPLETE
