number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.213991121154589	2021-05-23 03:07:38.293764	2021-05-23 03:11:03.777498	0 days 00:03:25.483734000	7	COMPLETE
1	1.3630717775486774	2021-05-23 03:11:03.777993	2021-05-23 03:15:03.753806	0 days 00:03:59.975813000	3	COMPLETE
2		2021-05-23 03:15:03.754328	2021-05-23 03:15:03.754739	0 days 00:00:00.000411000	7	PRUNED
3	1.2603781621342454	2021-05-23 03:15:03.841791	2021-05-23 03:18:36.903126	0 days 00:03:33.061335000	5	COMPLETE
4	1.1717175554576074	2021-05-23 03:18:36.903723	2021-05-23 03:22:13.138086	0 days 00:03:36.234363000	9	COMPLETE
5		2021-05-23 03:22:13.138750	2021-05-23 03:22:13.139280	0 days 00:00:00.000530000	3	PRUNED
6		2021-05-23 03:22:13.225151	2021-05-23 03:22:13.225815	0 days 00:00:00.000664000	3	PRUNED
7		2021-05-23 03:22:13.311590	2021-05-23 03:22:13.312273	0 days 00:00:00.000683000	3	PRUNED
8		2021-05-23 03:22:13.398120	2021-05-23 03:22:13.398842	0 days 00:00:00.000722000	5	PRUNED
9		2021-05-23 03:22:13.484673	2021-05-23 03:22:13.485427	0 days 00:00:00.000754000	9	PRUNED
10		2021-05-23 03:22:13.571307	2021-05-23 03:22:13.573559	0 days 00:00:00.002252000	9	PRUNED
11		2021-05-23 03:22:13.659682	2021-05-23 03:22:13.661768	0 days 00:00:00.002086000	7	PRUNED
12		2021-05-23 03:22:13.748030	2021-05-23 03:22:13.750064	0 days 00:00:00.002034000	7	PRUNED
13		2021-05-23 03:22:13.836231	2021-05-23 03:22:13.838323	0 days 00:00:00.002092000	9	PRUNED
14		2021-05-23 03:22:13.924575	2021-05-23 03:22:13.926703	0 days 00:00:00.002128000	7	PRUNED
15		2021-05-23 03:22:14.013142	2021-05-23 03:22:14.015214	0 days 00:00:00.002072000	9	PRUNED
16		2021-05-23 03:22:14.101292	2021-05-23 03:22:14.103411	0 days 00:00:00.002119000	7	PRUNED
17	1.7643830141459884	2021-05-23 03:22:14.189707	2021-05-23 03:25:29.307523	0 days 00:03:15.117816000	1	COMPLETE
