number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.6003182985838387	2021-05-23 03:47:20.616141	2021-05-23 03:50:31.201759	0 days 00:03:10.585618000	7	COMPLETE
1	2.144493228028697	2021-05-23 03:50:31.202290	2021-05-23 03:54:08.387138	0 days 00:03:37.184848000	3	COMPLETE
2		2021-05-23 03:54:08.387725	2021-05-23 03:54:08.388172	0 days 00:00:00.000447000	3	PRUNED
3	2.95213465451897	2021-05-23 03:54:08.485991	2021-05-23 03:57:03.580091	0 days 00:02:55.094100000	1	COMPLETE
4	1.7750918438026622	2021-05-23 03:57:03.580802	2021-05-23 04:00:32.881222	0 days 00:03:29.300420000	5	COMPLETE
5		2021-05-23 04:00:32.881870	2021-05-23 04:00:32.882403	0 days 00:00:00.000533000	5	PRUNED
6		2021-05-23 04:00:32.971145	2021-05-23 04:00:32.971819	0 days 00:00:00.000674000	3	PRUNED
7		2021-05-23 04:00:33.060374	2021-05-23 04:00:33.061081	0 days 00:00:00.000707000	1	PRUNED
8		2021-05-23 04:00:33.149890	2021-05-23 04:00:33.150637	0 days 00:00:00.000747000	1	PRUNED
9		2021-05-23 04:00:33.239760	2021-05-23 04:00:33.240524	0 days 00:00:00.000764000	7	PRUNED
10	1.539789721202533	2021-05-23 04:00:33.329168	2021-05-23 04:04:46.467630	0 days 00:04:13.138462000	9	COMPLETE
