number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	6.527765726752243	2020-07-27 17:54:56.808052	2020-07-27 18:06:59.088819	0 days 00:12:02.280767000	0.4	0.005493527644671617	7	3	pyramid_2			COMPLETE
1	6.426054283904355	2020-07-27 18:06:59.089435	2020-07-27 18:20:37.035267	0 days 00:13:37.945832000	0.2	2.1209311526663264e-05	6	2			pyramid_2	COMPLETE
2	6.458569236937505	2020-07-27 18:20:37.035801	2020-07-27 18:32:21.911433	0 days 00:11:44.875632000	0.4	2.002373710480192e-05	7	2			pyramid_2	COMPLETE
3	6.5661305881975816	2020-07-27 18:32:21.911958	2020-07-27 18:43:33.012073	0 days 00:11:11.100115000	0.45	0.001488277636984107	9	3				COMPLETE
4	6.6777090572826	2020-07-27 18:43:33.012622	2020-07-27 18:54:41.298993	0 days 00:11:08.286371000	0.0	0.0014079859484924882	10	2				COMPLETE
5	6.468831029701401	2020-07-27 18:54:41.299572	2020-07-27 19:12:39.400550	0 days 00:17:58.100978000		4.005691042925482e-05	9	1				COMPLETE
6	6.5241242351177835	2020-07-27 19:12:39.401083	2020-07-27 19:23:09.860571	0 days 00:10:30.459488000	0.15000000000000002	2.5603468542218897e-05	9	2		flat		COMPLETE
7	6.4586784077044825	2020-07-27 19:23:09.861111	2020-07-27 19:37:24.917599	0 days 00:14:15.056488000		5.776616289925015e-05	10	1				COMPLETE
8	6.668771691872945	2020-07-27 19:37:24.918140	2020-07-27 19:48:38.000015	0 days 00:11:13.081875000		0.015403131631386277	9	1				COMPLETE
9	6.462446167653267	2020-07-27 19:48:38.000592	2020-07-27 20:01:18.338263	0 days 00:12:40.337671000	0.0	1.4711011264448145e-05	8	3	flat			COMPLETE
10	6.459434600020593	2020-07-27 20:01:18.338807	2020-07-27 20:11:47.987214	0 days 00:10:29.648407000	0.2	0.0002851222609920016	6	2			pyramid_2	COMPLETE
11	6.4378544091073735	2020-07-27 20:11:47.987690	2020-07-27 20:22:22.716086	0 days 00:10:34.728396000	0.30000000000000004	0.00013610783988943418	6	2			pyramid_2	COMPLETE
12	6.46577233392933	2020-07-27 20:22:22.716645	2020-07-27 20:32:49.414543	0 days 00:10:26.697898000	0.30000000000000004	0.0001469654267851785	6	2			pyramid_4	COMPLETE
13	6.447816018749611	2020-07-27 20:32:49.415081	2020-07-27 20:43:34.698371	0 days 00:10:45.283290000	0.30000000000000004	0.0001332296989521878	6	2			flat	COMPLETE
14	6.500039806470525	2020-07-27 20:43:34.698859	2020-07-27 20:55:24.827499	0 days 00:11:50.128640000	0.1	1.0274041362018183e-05	7	3	pyramid_2			COMPLETE
15	6.480549757197723	2020-07-27 20:55:24.828020	2020-07-27 21:06:37.990972	0 days 00:11:13.162952000		0.0005914803481466192	6	1				COMPLETE
16	6.46319407533735	2020-07-27 21:06:37.991470	2020-07-27 21:17:08.241328	0 days 00:10:30.249858000	0.25	8.815706814712564e-05	7	2			pyramid_2	COMPLETE
17	6.5573440683029265	2020-07-27 21:17:08.241885	2020-07-27 21:27:58.535264	0 days 00:10:50.293379000	0.1	0.0003404175718357296	8	2			pyramid_2	COMPLETE
18	6.503765573516764	2020-07-27 21:27:58.535763	2020-07-27 21:50:23.120588	0 days 00:22:24.584825000		1.0958226782714582e-05	6	1				COMPLETE
19	6.438311478187298	2020-07-27 21:50:23.121140	2020-07-27 22:01:04.623299	0 days 00:10:41.502159000	0.30000000000000004	5.476437729884438e-05	7	3	flat			COMPLETE
20	6.58045719146054	2020-07-27 22:01:04.623819	2020-07-27 22:11:52.942657	0 days 00:10:48.318838000	0.2	0.0009194396988411183	6	2			pyramid_2	COMPLETE
21	6.434954401341716	2020-07-27 22:11:52.943215	2020-07-27 22:22:37.745390	0 days 00:10:44.802175000	0.30000000000000004	4.634757621200316e-05	7	3	flat			COMPLETE
22	6.436846912117578	2020-07-27 22:22:37.745968	2020-07-27 22:33:23.399647	0 days 00:10:45.653679000	0.35000000000000003	3.257999268313909e-05	7	3	flat			COMPLETE
23	6.436747039606042	2020-07-27 22:33:23.400200	2020-07-27 22:44:11.711140	0 days 00:10:48.310940000	0.4	3.503849295223761e-05	7	3	flat			COMPLETE
24	6.473476646416594	2020-07-27 22:44:11.711660	2020-07-27 22:56:05.139351	0 days 00:11:53.427691000	0.5	1.0043771593394763e-05	8	3	flat			COMPLETE
