number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	7.554603905620718	2020-07-24 04:59:14.881062	2020-07-24 05:20:33.548578	0 days 00:21:18.667516000	0.45	3.094168815545624e-05	9	3				COMPLETE
1	7.600137925350845	2020-07-24 05:20:33.549165	2020-07-24 05:32:33.080639	0 days 00:11:59.531474000	0.5	0.0021635176888762826	10	2				COMPLETE
2	7.5833500998571814	2020-07-24 05:32:33.081197	2020-07-24 05:44:50.624172	0 days 00:12:17.542975000	0.30000000000000004	0.0007206857868851866	8	3	pyramid_2			COMPLETE
3	7.58847736317622	2020-07-24 05:44:50.624733	2020-07-24 05:59:03.233339	0 days 00:14:12.608606000	0.1	0.0003132706290838332	6	2			pyramid_4	COMPLETE
4	7.581750322779671	2020-07-24 05:59:03.233930	2020-07-24 06:15:12.088802	0 days 00:16:08.854872000	0.35000000000000003	0.0004270788520677457	6	2			flat	COMPLETE
5	7.559982401718647	2020-07-24 06:15:12.089331	2020-07-24 06:43:26.734126	0 days 00:28:14.644795000	0.4	1.420086380222047e-05	9	3				COMPLETE
6	7.910784168647441	2020-07-24 06:43:26.734716	2020-07-24 07:00:01.477888	0 days 00:16:34.743172000		0.0012616864364498649	9	1				COMPLETE
7	7.688217265107829	2020-07-24 07:00:01.478462	2020-07-24 07:11:26.739176	0 days 00:11:25.260714000	0.15000000000000002	0.01579421969816795	7	2			pyramid_4	COMPLETE
8	7.556796855511957	2020-07-24 07:11:26.739753	2020-07-24 07:41:59.113942	0 days 00:30:32.374189000	0.25	2.5578726986427937e-05	6	3		pyramid_2		COMPLETE
9	7.921226436287939	2020-07-24 07:41:59.114506	2020-07-24 07:55:51.577601	0 days 00:13:52.463095000		0.0022794969995066803	9	1				COMPLETE
10	7.564273021203626	2020-07-24 07:55:51.578198	2020-07-24 08:10:12.921735	0 days 00:14:21.343537000	0.5	0.0001002830312702479	10	3				COMPLETE
11	7.578309232593435	2020-07-24 08:10:12.922298	2020-07-24 08:29:28.884449	0 days 00:19:15.962151000	0.0	1.9856662108203155e-05	8	3	flat			COMPLETE
12	7.551986352329201	2020-07-24 08:29:28.885003	2020-07-24 08:55:57.275045	0 days 00:26:28.390042000	0.2	4.26842995711389e-05	7	3	flat			COMPLETE
13	7.554706231014139	2020-07-24 08:55:57.275644	2020-07-24 09:17:20.213710	0 days 00:21:22.938066000	0.15000000000000002	6.969237332287294e-05	7	3	flat			COMPLETE
14	7.555796624580806	2020-07-24 09:17:20.214328	2020-07-24 09:45:49.874150	0 days 00:28:29.659822000	0.4	8.590331445025283e-05	7	3	flat			COMPLETE
15	7.58910800708444	2020-07-24 09:45:49.874782	2020-07-24 10:03:51.897273	0 days 00:18:02.022491000	0.2	3.4043033518394704e-05	8	2			pyramid_2	COMPLETE
16	7.5880632888884145	2020-07-24 10:03:51.897884	2020-07-24 10:23:01.261830	0 days 00:19:09.363946000	0.0	1.1145026370442277e-05	9	3				COMPLETE
17	7.558126408034853	2020-07-24 10:23:01.262524	2020-07-24 10:38:40.758192	0 days 00:15:39.495668000	0.25	0.00022932385587116084	7	3	flat			COMPLETE
18	7.622148421388043	2020-07-24 10:38:40.758799	2020-07-24 10:52:20.591759	0 days 00:13:39.832960000	0.1	4.679996238771483e-05	10	2				COMPLETE
19	7.970763843810137	2020-07-24 10:52:20.592351	2020-07-24 11:05:11.968515	0 days 00:12:51.376164000		0.00986796833779913	8	1				COMPLETE
20	7.552936179427347	2020-07-24 11:05:11.969099	2020-07-24 11:19:09.207333	0 days 00:13:57.238234000	0.45	0.00015067634604296385	9	3				COMPLETE
21	7.553301823942329	2020-07-24 11:19:09.207934	2020-07-24 11:33:30.876672	0 days 00:14:21.668738000	0.45	0.0001378440526135945	9	3				COMPLETE
22	7.559198289903416	2020-07-24 11:33:30.877242	2020-07-24 11:47:01.849171	0 days 00:13:30.971929000	0.35000000000000003	0.00016054196144345625	9	3				COMPLETE
23	7.5619713926615235	2020-07-24 11:47:01.849804	2020-07-24 12:00:27.878679	0 days 00:13:26.028875000	0.45	0.00014145746620819013	10	3				COMPLETE
24	7.557185151315217	2020-07-24 12:00:27.879282	2020-07-24 12:14:31.132331	0 days 00:14:03.253049000	0.30000000000000004	6.264711227411843e-05	8	3	pyramid_2			COMPLETE
