number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	6.8739243209393655	2020-07-28 18:19:10.010126	2020-07-28 18:30:57.703207	0 days 00:11:47.693081000		3.662429563013796e-05	9	1					COMPLETE
1	6.8441766919744005	2020-07-28 18:30:57.703695	2020-07-28 18:41:14.070458	0 days 00:10:16.366763000	0.15000000000000002	0.0010115315281088823	10	2					COMPLETE
2	6.809421241119412	2020-07-28 18:41:14.070955	2020-07-28 18:51:39.113719	0 days 00:10:25.042764000	0.5	0.0014544752289652745	9	3					COMPLETE
3	6.819790794797538	2020-07-28 18:51:39.114167	2020-07-28 19:02:26.404188	0 days 00:10:47.290021000	0.4	0.0008428205165587332	10	3					COMPLETE
4	6.863436009414633	2020-07-28 19:02:26.404674	2020-07-28 19:12:40.947786	0 days 00:10:14.543112000	0.05	0.00026498002070837116	8	2				pyramid_4	COMPLETE
5	6.91208520302743	2020-07-28 19:12:40.948273	2020-07-28 19:22:59.033051	0 days 00:10:18.084778000	0.2	0.018616643269437377	9	2			flat		COMPLETE
6	6.8929186238390905	2020-07-28 19:22:59.033626	2020-07-28 19:34:16.113922	0 days 00:11:17.080296000		0.005965091870511834	10	1					COMPLETE
7	6.8549571535361755	2020-07-28 19:34:16.114445	2020-07-28 19:44:59.705385	0 days 00:10:43.590940000	0.4	0.008156724796238125	10	3					COMPLETE
8	6.8928753145658055	2020-07-28 19:44:59.705928	2020-07-28 19:55:23.542007	0 days 00:10:23.836079000	0.4	1.749769918137733e-05	9	2			pyramid_2		COMPLETE
9	6.879732857054045	2020-07-28 19:55:23.542524	2020-07-28 20:07:22.994227	0 days 00:11:59.451703000		8.430362911665143e-05	7	1					COMPLETE
10	6.820295121655856	2020-07-28 20:07:22.994751	2020-07-28 20:18:07.605105	0 days 00:10:44.610354000	0.5	0.0018248099255228972	6	3		pyramid_4			COMPLETE
11	6.8214209422036465	2020-07-28 20:18:07.605601	2020-07-28 20:28:46.642649	0 days 00:10:39.037048000	0.5	0.0002610538576545375	8	3	flat				COMPLETE
12	6.8038497522220895	2020-07-28 20:28:46.643123	2020-07-28 20:39:37.139445	0 days 00:10:50.496322000	0.35000000000000003	0.002238996975641924	9	3					COMPLETE
13	6.838463955853072	2020-07-28 20:39:37.139903	2020-07-28 20:50:07.908987	0 days 00:10:30.769084000	0.30000000000000004	0.0030650578347471633	9	3					COMPLETE
14	7.001515468229771	2020-07-28 20:50:07.909507	2020-07-28 21:00:37.022736	0 days 00:10:29.113229000	0.30000000000000004	0.02281524070218481	8	3	pyramid_2				COMPLETE
15	6.840056174469669	2020-07-28 21:00:37.023203	2020-07-28 21:11:09.539878	0 days 00:10:32.516675000	0.5	0.00030684001177979216	7	3	flat				COMPLETE
16	6.8303090847295325	2020-07-28 21:11:09.540373	2020-07-28 21:21:37.065283	0 days 00:10:27.524910000	0.35000000000000003	0.003033501845309958	9	2			flat		COMPLETE
17	6.826910592994049	2020-07-28 21:21:37.065813	2020-07-28 21:32:24.329925	0 days 00:10:47.264112000	0.45	0.008410143788526048	7	3	pyramid_2				COMPLETE
18	6.80427076593023	2020-07-28 21:32:24.330490	2020-07-28 21:43:08.523864	0 days 00:10:44.193374000	0.25	0.0005730220789014383	9	3					COMPLETE
19	6.825117243570316	2020-07-28 21:43:08.524361	2020-07-28 21:53:20.676135	0 days 00:10:12.151774000	0.15000000000000002	9.222696132351562e-05	8	2				pyramid_2	COMPLETE
20	6.811070024431332	2020-07-28 21:53:20.676661	2020-07-28 22:03:54.580775	0 days 00:10:33.904114000	0.25	0.0005068506330619735	10	3					COMPLETE
21	6.803228131119705	2020-07-28 22:03:54.581270	2020-07-28 22:14:21.685430	0 days 00:10:27.104160000	0.25	0.0016269024645554622	9	3					COMPLETE
22	6.848432044665862	2020-07-28 22:14:21.685895	2020-07-28 22:24:45.659150	0 days 00:10:23.973255000	0.25	0.003167880608375893	9	3					COMPLETE
23	6.812761936879179	2020-07-28 22:24:45.659618	2020-07-28 22:34:54.105351	0 days 00:10:08.445733000	0.30000000000000004	0.00045946650027686297	9	3					COMPLETE
24	6.814710048523759	2020-07-28 22:34:54.105890	2020-07-28 22:45:29.948106	0 days 00:10:35.842216000	0.2	0.0008620188466992464	8	3	flat				COMPLETE
