number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	7.485572617629479	2020-07-25 15:06:01.845965	2020-07-25 15:23:42.218550	0 days 00:17:40.372585000	0.25	2.5074154992162314e-05	7	3	pyramid_2			COMPLETE
1	7.433377461295292	2020-07-25 15:23:42.219054	2020-07-25 15:40:22.584481	0 days 00:16:40.365427000	0.15000000000000002	1.603406577633232e-05	8	3	pyramid_2			COMPLETE
2	7.500967263320397	2020-07-25 15:40:22.584945	2020-07-25 15:51:12.648939	0 days 00:10:50.063994000	0.30000000000000004	0.009082675147690277	6	3		pyramid_4		COMPLETE
3	7.723651107367154	2020-07-25 15:51:12.649409	2020-07-25 16:03:03.414540	0 days 00:11:50.765131000		0.007644933568424762	6	1				COMPLETE
4	7.543333831681877	2020-07-25 16:03:03.415064	2020-07-25 16:14:15.663731	0 days 00:11:12.248667000	0.15000000000000002	0.013304689502250115	10	2				COMPLETE
5	8.21537232813342	2020-07-25 16:14:15.664238	2020-07-25 16:26:25.680261	0 days 00:12:10.016023000		1.648961634486726e-05	6	1				COMPLETE
6	7.516728934557684	2020-07-25 16:26:25.680735	2020-07-25 16:37:21.456306	0 days 00:10:55.775571000	0.15000000000000002	0.0062619856578728424	10	3				COMPLETE
7	7.50278298381937	2020-07-25 16:37:21.456846	2020-07-25 16:48:00.860914	0 days 00:10:39.404068000	0.45	0.008025696440289175	8	2			pyramid_4	COMPLETE
8	7.438407387516416	2020-07-25 16:48:00.861462	2020-07-25 16:59:06.286215	0 days 00:11:05.424753000	0.1	0.0005330860191180502	10	3				COMPLETE
9	7.992749367759967	2020-07-25 16:59:06.286730	2020-07-25 17:22:30.356244	0 days 00:23:24.069514000		5.0715804419604277e-05	9	1				COMPLETE
10	7.470376598384463	2020-07-25 17:22:30.356759	2020-07-25 17:33:29.225084	0 days 00:10:58.868325000	0.0	0.0002880318630276864	8	2			pyramid_2	COMPLETE
11	7.457093889749461	2020-07-25 17:33:29.225632	2020-07-25 17:44:11.516078	0 days 00:10:42.290446000	0.0	0.0008068387438802647	9	3				COMPLETE
12	7.4590436532908475	2020-07-25 17:44:11.516559	2020-07-25 17:55:18.858032	0 days 00:11:07.341473000	0.1	0.00015353458093204513	9	3				COMPLETE
13	7.433502643874596	2020-07-25 17:55:18.858602	2020-07-25 18:06:27.504105	0 days 00:11:08.645503000	0.1	0.0011819443699503868	7	3	flat			COMPLETE
14	7.47424256423424	2020-07-25 18:06:27.504616	2020-07-25 18:17:21.839101	0 days 00:10:54.334485000	0.30000000000000004	0.0017718840601508826	7	2			flat	COMPLETE
15	7.459636548588194	2020-07-25 18:17:21.839599	2020-07-25 18:28:29.890595	0 days 00:11:08.050996000	0.05	0.0023688101854073187	7	3	flat			COMPLETE
16	7.48179096385035	2020-07-25 18:28:29.891087	2020-07-25 18:39:59.354977	0 days 00:11:29.463890000	0.2	0.00020191957546956797	7	2			pyramid_2	COMPLETE
17	7.471963571272226	2020-07-25 18:39:59.355496	2020-07-25 18:55:45.998867	0 days 00:15:46.643371000	0.45	5.3513243096039596e-05	8	3	flat			COMPLETE
18	7.448143635243383	2020-07-25 18:55:45.999385	2020-07-25 19:06:50.507543	0 days 00:11:04.508158000	0.35000000000000003	0.0019082237113663585	7	3	pyramid_2			COMPLETE
19	7.491547432366733	2020-07-25 19:06:50.508018	2020-07-25 19:19:42.392548	0 days 00:12:51.884530000	0.2	0.00011146214184591801	8	2			flat	COMPLETE
20	7.688404657298121	2020-07-25 19:19:42.393021	2020-07-25 19:29:59.787677	0 days 00:10:17.394656000	0.1	0.025867386222734098	9	3				COMPLETE
21	7.440727915007493	2020-07-25 19:29:59.788189	2020-07-25 19:40:57.310000	0 days 00:10:57.521811000	0.05	0.0006202826955191158	10	3				COMPLETE
22	7.4369120335019865	2020-07-25 19:40:57.310554	2020-07-25 19:52:25.933091	0 days 00:11:28.622537000	0.1	0.00037801385351797	7	3	flat			COMPLETE
23	7.484040081366177	2020-07-25 19:52:25.933666	2020-07-25 20:19:48.182571	0 days 00:27:22.248905000	0.15000000000000002	1.1065717635925382e-05	7	3	flat			COMPLETE
24	7.457003726827687	2020-07-25 20:19:48.183121	2020-07-25 20:30:30.518443	0 days 00:10:42.335322000	0.05	0.0033058106996095445	8	3	flat			COMPLETE
