number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	7.183905887404761	2020-07-28 08:48:16.763754	2020-07-28 08:59:38.241225	0 days 00:11:21.477471000	0.35000000000000003	0.008851838424426798	9	3				COMPLETE
1	7.269831825532922	2020-07-28 08:59:38.241831	2020-07-28 09:13:24.092657	0 days 00:13:45.850826000	0.1	2.8072992580081215e-05	7	2			flat	COMPLETE
2	7.22537325270001	2020-07-28 09:13:24.093167	2020-07-28 09:24:00.441578	0 days 00:10:36.348411000	0.2	0.0002994692085543112	6	2			pyramid_2	COMPLETE
3	7.271327358040105	2020-07-28 09:24:00.442084	2020-07-28 09:53:40.243992	0 days 00:29:39.801908000		7.013283987877841e-05	8	1				COMPLETE
4	7.182866058862283	2020-07-28 09:53:40.244510	2020-07-28 10:16:01.403509	0 days 00:22:21.158999000		0.0007675480045071058	7	1				COMPLETE
5	7.188548333961494	2020-07-28 10:16:01.403942	2020-07-28 10:26:35.018160	0 days 00:10:33.614218000	0.4	0.00021175928351750532	7	2			pyramid_4	COMPLETE
6	7.167965673417986	2020-07-28 10:26:35.018641	2020-07-28 10:38:16.161644	0 days 00:11:41.143003000	0.05	6.369372087893146e-05	9	3				COMPLETE
7	7.2535314852902575	2020-07-28 10:38:16.162164	2020-07-28 10:51:16.559777	0 days 00:13:00.397613000	0.05	4.302557788900753e-05	6	2			pyramid_4	COMPLETE
8	7.296949575085223	2020-07-28 10:51:16.560316	2020-07-28 11:20:55.101890	0 days 00:29:38.541574000		0.00012086561721844834	6	1				COMPLETE
9	7.2356781086268205	2020-07-28 11:20:55.102382	2020-07-28 11:31:52.092692	0 days 00:10:56.990310000	0.05	0.00256129425540909	10	3				COMPLETE
10	7.153198770349369	2020-07-28 11:31:52.093209	2020-07-28 11:44:05.766075	0 days 00:12:13.672866000	0.2	1.8789619043779653e-05	10	3				COMPLETE
11	7.156414721258756	2020-07-28 11:44:05.766601	2020-07-28 11:57:35.260266	0 days 00:13:29.493665000	0.2	1.0268837389662188e-05	10	3				COMPLETE
12	7.153884370974162	2020-07-28 11:57:35.260796	2020-07-28 12:11:05.799302	0 days 00:13:30.538506000	0.25	1.1036621416371482e-05	10	3				COMPLETE
13	7.149449514427826	2020-07-28 12:11:05.799798	2020-07-28 12:25:27.144922	0 days 00:14:21.345124000	0.30000000000000004	1.0348081869553246e-05	10	3				COMPLETE
14	7.146261636668238	2020-07-28 12:25:27.145417	2020-07-28 12:43:05.796479	0 days 00:17:38.651062000	0.5	1.0500225710858437e-05	9	3				COMPLETE
15	7.146226006815646	2020-07-28 12:43:05.797043	2020-07-28 13:00:43.133764	0 days 00:17:37.336721000	0.5	1.0635962844204136e-05	9	3				COMPLETE
16	7.161529849699174	2020-07-28 13:00:43.134299	2020-07-28 13:11:18.400956	0 days 00:10:35.266657000	0.5	0.0005344745266909639	9	2		flat		COMPLETE
17	7.150151892866949	2020-07-28 13:11:18.401462	2020-07-28 13:24:28.680701	0 days 00:13:10.279239000	0.5	2.1528350701573265e-05	8	3	pyramid_2			COMPLETE
18	7.195363154646572	2020-07-28 13:24:28.681218	2020-07-28 13:35:17.818625	0 days 00:10:49.137407000	0.4	0.001658090360216757	9	3				COMPLETE
19	7.311800125621253	2020-07-28 13:35:17.819172	2020-07-28 13:45:56.990757	0 days 00:10:39.171585000	0.5	0.022878313474834343	8	2			flat	COMPLETE
20	7.1600665854699415	2020-07-28 13:45:56.991271	2020-07-28 13:57:16.817100	0 days 00:11:19.825829000	0.45	0.00013773545423045568	9	3				COMPLETE
21	7.150290034151626	2020-07-28 13:57:16.817611	2020-07-28 14:13:49.488089	0 days 00:16:32.670478000	0.30000000000000004	1.1123585023400719e-05	9	3				COMPLETE
22	7.1462585639717515	2020-07-28 14:13:49.488659	2020-07-28 14:28:09.106604	0 days 00:14:19.617945000	0.45	1.7088540742373028e-05	10	3				COMPLETE
23	7.148068040653839	2020-07-28 14:28:09.107071	2020-07-28 14:41:12.254366	0 days 00:13:03.147295000	0.45	3.2889366880410054e-05	9	3				COMPLETE
24	7.146401423203851	2020-07-28 14:41:12.254856	2020-07-28 14:55:35.166525	0 days 00:14:22.911669000	0.45	1.692980596996969e-05	10	3				COMPLETE
