number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	8.479227077960346	2020-07-30 21:21:58.038038	2020-07-30 21:31:47.132693	0 days 00:09:49.094655000		4.1333891620243016e-05	9	1				COMPLETE
1	8.505542306262717	2020-07-30 21:31:47.133707	2020-07-30 21:41:36.950452	0 days 00:09:49.816745000		2.3840168212443698e-05	10	1				COMPLETE
2	8.364991682276392	2020-07-30 21:41:36.950927	2020-07-30 21:51:22.257266	0 days 00:09:45.306339000	0.05	0.009533890311653793	8	3	pyramid_2			COMPLETE
3	8.227533650784073	2020-07-30 21:51:22.257802	2020-07-30 22:01:19.173492	0 days 00:09:56.915690000	0.30000000000000004	0.0012549869969071903	6	2			pyramid_4	COMPLETE
4	8.324209816113928	2020-07-30 22:01:19.174025	2020-07-30 22:13:40.005140	0 days 00:12:20.831115000		0.0001471144019019392	10	1				COMPLETE
5	8.176221030541408	2020-07-30 22:13:40.005661	2020-07-30 22:23:39.420772	0 days 00:09:59.415111000	0.05	0.0003630278015253539	6	3		flat		COMPLETE
6	8.199027951980982	2020-07-30 22:23:39.421296	2020-07-30 22:33:55.686260	0 days 00:10:16.264964000	0.45	0.004533466805223929	6	3		flat		COMPLETE
7	8.34070649494046	2020-07-30 22:33:55.688286	2020-07-30 22:46:20.061260	0 days 00:12:24.372974000		0.00012498841890739378	10	1				COMPLETE
8	8.53768246884873	2020-07-30 22:46:20.078426	2020-07-30 22:56:02.040151	0 days 00:09:41.961725000		0.00014848481167570898	7	1				COMPLETE
9	8.202827927448473	2020-07-30 22:56:02.040677	2020-07-30 23:06:14.210986	0 days 00:10:12.170309000	0.1	6.9954265351155e-05	7	2			pyramid_4	COMPLETE
10	8.198174213523055	2020-07-30 23:06:14.211521	2020-07-30 23:16:34.979904	0 days 00:10:20.768383000	0.0	0.0008217884775570046	7	3	flat			COMPLETE
11	8.206414809839174	2020-07-30 23:16:34.980433	2020-07-30 23:26:58.122566	0 days 00:10:23.142133000	0.0	0.0008850210822334918	7	3	flat			COMPLETE
12	8.25825159498246	2020-07-30 23:26:58.123096	2020-07-30 23:36:56.337982	0 days 00:09:58.214886000	0.15000000000000002	0.0022068902340706105	6	3		pyramid_4		COMPLETE
13	8.216806948507228	2020-07-30 23:36:56.338494	2020-07-30 23:46:53.180173	0 days 00:09:56.841679000	0.0	0.0005153495699232048	8	2			flat	COMPLETE
14	8.16303977981035	2020-07-30 23:46:53.180717	2020-07-30 23:56:55.382750	0 days 00:10:02.202033000	0.2	0.00041527512384017384	7	3	flat			COMPLETE
15	8.175767196184829	2020-07-30 23:56:55.417409	2020-07-31 00:06:52.502095	0 days 00:09:57.084686000	0.25	0.0004042966012740757	6	3		flat		COMPLETE
16	8.178744809034628	2020-07-31 00:06:52.514141	2020-07-31 00:27:36.530210	0 days 00:20:44.016069000	0.25	1.0898797397925131e-05	7	2			pyramid_2	COMPLETE
17	8.178552270451773	2020-07-31 00:27:36.531781	2020-07-31 00:37:55.210880	0 days 00:10:18.679099000	0.35000000000000003	0.0003178511946291024	8	3	flat			COMPLETE
18	8.222877722475548	2020-07-31 00:37:55.211406	2020-07-31 00:47:47.087916	0 days 00:09:51.876510000	0.15000000000000002	0.0032745769001765006	6	2			flat	COMPLETE
19	8.259098350743407	2020-07-31 00:47:47.088453	2020-07-31 00:57:49.425734	0 days 00:10:02.337281000	0.4	0.015690252123010884	9	3				COMPLETE
20	8.159789676717006	2020-07-31 00:57:49.426279	2020-07-31 01:07:51.359201	0 days 00:10:01.932922000	0.2	0.0002646184773668842	7	3	flat			COMPLETE
21	8.161749067396567	2020-07-31 01:07:51.359770	2020-07-31 01:17:51.080780	0 days 00:09:59.721010000	0.2	0.0002741880468095159	7	3	flat			COMPLETE
22	8.158201093763756	2020-07-31 01:17:51.105124	2020-07-31 01:27:49.402659	0 days 00:09:58.297535000	0.2	0.00016682204879366449	7	3	flat			COMPLETE
23	8.175475417746146	2020-07-31 01:27:49.403186	2020-07-31 01:38:01.220650	0 days 00:10:11.817464000	0.2	0.00018711481053586534	8	3	flat			COMPLETE
24	8.160621595528461	2020-07-31 01:38:01.222466	2020-07-31 01:50:03.317216	0 days 00:12:02.094750000	0.2	5.797044674246619e-05	7	3	flat			COMPLETE
