number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	6.699778532559423	2020-07-28 14:55:38.283943	2020-07-28 15:08:44.314772	0 days 00:13:06.030829000		0.0010919055994930147	8	1					COMPLETE
1	6.716406629486489	2020-07-28 15:08:44.315260	2020-07-28 15:19:44.679609	0 days 00:11:00.364349000	0.2	6.984574703025735e-05	9	2			pyramid_2		COMPLETE
2	6.752375992698231	2020-07-28 15:19:44.680096	2020-07-28 15:30:46.310358	0 days 00:11:01.630262000	0.25	0.0007212166041817679	10	3					COMPLETE
3	6.727735725328629	2020-07-28 15:30:46.310829	2020-07-28 15:41:07.714567	0 days 00:10:21.403738000		0.004190647402340959	10	1					COMPLETE
4	6.73669335651482	2020-07-28 15:41:07.715042	2020-07-28 15:52:04.071813	0 days 00:10:56.356771000	0.25	0.0018560650198918029	10	3					COMPLETE
5	7.058953920507726	2020-07-28 15:52:04.072308	2020-07-28 16:03:50.143527	0 days 00:11:46.071219000		0.021173803659025776	10	1					COMPLETE
6	6.6811517812659735	2020-07-28 16:03:50.143946	2020-07-28 16:17:30.529481	0 days 00:13:40.385535000	0.35000000000000003	4.8217402452953846e-05	6	2				flat	COMPLETE
7	6.823227738573528	2020-07-28 16:17:30.530052	2020-07-28 16:29:24.815700	0 days 00:11:54.285648000		2.225418003485145e-05	9	1					COMPLETE
8	6.756549650345725	2020-07-28 16:29:24.816217	2020-07-28 16:39:46.685714	0 days 00:10:21.869497000		0.011795009620938615	8	1					COMPLETE
9	6.7395044475255235	2020-07-28 16:39:46.686240	2020-07-28 16:50:26.099198	0 days 00:10:39.412958000	0.0	0.00038313392620159287	10	2					COMPLETE
10	6.6793916289770525	2020-07-28 16:50:26.099725	2020-07-28 17:10:48.838316	0 days 00:20:22.738591000	0.5	1.1661981072271198e-05	6	2				flat	COMPLETE
11	6.678253640954838	2020-07-28 17:10:48.838891	2020-07-28 17:34:11.731674	0 days 00:23:22.892783000	0.5	1.1057826952078194e-05	6	2				flat	COMPLETE
12	6.678866440291535	2020-07-28 17:34:11.732215	2020-07-28 17:54:30.607784	0 days 00:20:18.875569000	0.5	1.2506571829409028e-05	6	2				flat	COMPLETE
13	6.679133359711746	2020-07-28 17:54:30.608314	2020-07-28 18:05:34.840309	0 days 00:11:04.231995000	0.5	0.00014643740301532635	7	3	flat				COMPLETE
14	6.691601802161475	2020-07-28 18:05:34.840865	2020-07-28 18:21:33.451558	0 days 00:15:58.610693000	0.4	1.688476207604916e-05	7	2				pyramid_4	COMPLETE
15	6.666965931103991	2020-07-28 18:21:33.452058	2020-07-28 18:44:58.290293	0 days 00:23:24.838235000	0.5	1.1496617750328586e-05	6	2				pyramid_2	COMPLETE
16	6.714573081855538	2020-07-28 18:44:58.290854	2020-07-28 18:56:07.413785	0 days 00:11:09.122931000	0.4	0.00018537066995489941	7	3	pyramid_2				COMPLETE
17	6.694759046748504	2020-07-28 18:56:07.414327	2020-07-28 19:10:36.232686	0 days 00:14:28.818359000	0.05	3.6923120857701395e-05	6	2				pyramid_2	COMPLETE
18	6.682475359227782	2020-07-28 19:10:36.233251	2020-07-28 19:31:53.866997	0 days 00:21:17.633746000	0.4	1.0081246146834244e-05	7	2				pyramid_2	COMPLETE
19	6.685464538736116	2020-07-28 19:31:53.867595	2020-07-28 19:42:57.258972	0 days 00:11:03.391377000	0.5	0.00012256664487408163	6	3		pyramid_2			COMPLETE
20	6.6807835105673385	2020-07-28 19:42:57.259552	2020-07-28 19:56:33.523917	0 days 00:13:36.264365000	0.35000000000000003	3.7731429672898974e-05	7	2				pyramid_2	COMPLETE
21	6.678117903678213	2020-07-28 19:56:33.524481	2020-07-28 20:19:54.791156	0 days 00:23:21.266675000	0.5	1.1514983470978798e-05	6	2				flat	COMPLETE
22	6.679577218592852	2020-07-28 20:19:54.791710	2020-07-28 20:35:47.540197	0 days 00:15:52.748487000	0.45	2.5882623642335375e-05	6	2				flat	COMPLETE
23	6.679037380552418	2020-07-28 20:35:47.540772	2020-07-28 20:59:08.994103	0 days 00:23:21.453331000	0.45	1.0484692728399091e-05	6	2				flat	COMPLETE
24	6.689740995236775	2020-07-28 20:59:08.994622	2020-07-28 21:10:18.046555	0 days 00:11:09.051933000	0.45	7.362379426813269e-05	7	2				pyramid_4	COMPLETE
