number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	7.993752971245628	2020-07-26 08:45:09.015132	2020-07-26 08:58:34.770094	0 days 00:13:25.754962000		1.9556663007882703e-05	6	1				COMPLETE
1	7.615767632917519	2020-07-26 08:58:34.770707	2020-07-26 09:10:12.823159	0 days 00:11:38.052452000	0.2	7.850854062367927e-05	10	2				COMPLETE
2	7.4988073290987085	2020-07-26 09:10:12.823757	2020-07-26 09:22:34.707031	0 days 00:12:21.883274000	0.1	3.7428155141969504e-05	10	3				COMPLETE
3	7.47555636311302	2020-07-26 09:22:34.707623	2020-07-26 09:38:47.346160	0 days 00:16:12.638537000	0.25	1.6709243296862998e-05	10	3				COMPLETE
4	7.618738262272383	2020-07-26 09:38:47.346750	2020-07-26 09:50:35.973293	0 days 00:11:48.626543000	0.35000000000000003	0.001459114526132513	8	3	pyramid_2			COMPLETE
5	7.536196858123476	2020-07-26 09:50:35.973902	2020-07-26 10:02:07.205967	0 days 00:11:31.232065000	0.1	0.0008417652671918176	6	2			pyramid_2	COMPLETE
6	7.901750472014721	2020-07-26 10:02:07.206525	2020-07-26 10:13:55.985134	0 days 00:11:48.778609000		6.163777525016272e-05	7	1				COMPLETE
7	7.849071733395584	2020-07-26 10:13:55.985736	2020-07-26 10:25:20.368270	0 days 00:11:24.382534000		3.0940157422273234e-05	10	1				COMPLETE
8	7.607950873369923	2020-07-26 10:25:20.368839	2020-07-26 10:36:50.274464	0 days 00:11:29.905625000	0.5	0.00044865824322513404	10	2				COMPLETE
9	7.655399935804286	2020-07-26 10:36:50.275033	2020-07-26 10:48:18.808517	0 days 00:11:28.533484000	0.1	0.004487870621609118	7	3	flat			COMPLETE
10	7.536730580760748	2020-07-26 10:48:18.809075	2020-07-26 10:59:56.597645	0 days 00:11:37.788570000	0.4	0.012808479504382355	9	3				COMPLETE
11	7.469148781558493	2020-07-26 10:59:56.598216	2020-07-26 11:16:03.937637	0 days 00:16:07.339421000	0.0	1.1135685436001612e-05	9	3				COMPLETE
12	7.459822167990153	2020-07-26 11:16:03.938251	2020-07-26 11:36:42.696829	0 days 00:20:38.758578000	0.25	1.0413040072192821e-05	9	3				COMPLETE
13	7.499620459783433	2020-07-26 11:36:42.697384	2020-07-26 11:48:38.016946	0 days 00:11:55.319562000	0.0	0.00016098388204647643	9	3				COMPLETE
14	7.516688814414028	2020-07-26 11:48:38.017559	2020-07-26 12:09:51.114309	0 days 00:21:13.096750000	0.25	1.012384959963791e-05	9	2		flat		COMPLETE
15	7.4861343629927335	2020-07-26 12:09:51.114904	2020-07-26 12:21:33.860646	0 days 00:11:42.745742000	0.0	0.0002140106931416162	8	3	flat			COMPLETE
16	7.581973767118382	2020-07-26 12:21:33.861229	2020-07-26 12:36:32.688886	0 days 00:14:58.827657000	0.35000000000000003	1.0854439956273447e-05	9	2		pyramid_2		COMPLETE
17	7.523714155311963	2020-07-26 12:36:32.689428	2020-07-26 12:48:13.007002	0 days 00:11:40.317574000	0.2	0.0001487584710307515	8	3	pyramid_2			COMPLETE
18	8.309332085115042	2020-07-26 12:48:13.007582	2020-07-26 13:00:45.160867	0 days 00:12:32.153285000	0.30000000000000004	0.028178659062690868	9	3				COMPLETE
19	7.503631658628766	2020-07-26 13:00:45.161386	2020-07-26 13:43:15.861273	0 days 00:42:30.699887000	0.5	1.0759544551981837e-05	7	2			flat	COMPLETE
20	7.479282303239922	2020-07-26 13:43:15.861859	2020-07-26 13:56:52.566644	0 days 00:13:36.704785000	0.15000000000000002	4.968099527286237e-05	9	3				COMPLETE
21	7.481234018563248	2020-07-26 13:56:52.567232	2020-07-26 14:11:11.033318	0 days 00:14:18.466086000	0.25	2.021026905688034e-05	10	3				COMPLETE
22	7.458125237897987	2020-07-26 14:11:11.033937	2020-07-26 14:31:24.906533	0 days 00:20:13.872596000	0.30000000000000004	1.002342324096485e-05	9	3				COMPLETE
23	7.49687004875036	2020-07-26 14:31:24.907086	2020-07-26 14:48:53.525529	0 days 00:17:28.618443000	0.4	1.0559212142516646e-05	8	3	pyramid_2			COMPLETE
24	7.460076182130761	2020-07-26 14:48:53.526141	2020-07-26 15:05:02.696925	0 days 00:16:09.170784000	0.30000000000000004	2.7777450312828142e-05	9	3				COMPLETE
