number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.9744354307096829	2020-07-06 18:44:48.058288	2020-07-06 18:46:08.652236	0 days 00:01:20.593948000	0.05	6.435795727434486e-05	pyramid_2	5	2	COMPLETE
1	0.9712057863195228	2020-07-06 18:46:08.652797	2020-07-06 18:46:34.597251	0 days 00:00:25.944454000	0.35000000000000003	2.3703168542278336e-05	pyramid_2	10	3	COMPLETE
2	0.9703953116541797	2020-07-06 18:46:34.597754	2020-07-06 18:46:49.308370	0 days 00:00:14.710616000	0.30000000000000004	0.0003305154061891812	flat	7	3	COMPLETE
3	0.9796708445389524	2020-07-06 18:46:49.308871	2020-07-06 18:47:02.812518	0 days 00:00:13.503647000	0.15000000000000002	0.0006878597863685154		9	1	COMPLETE
4	0.9848087247171721	2020-07-06 18:47:02.813009	2020-07-06 18:47:14.653280	0 days 00:00:11.840271000	0.35000000000000003	0.0382176289160648		4	1	COMPLETE
5	0.9777949681251727	2020-07-06 18:47:14.653766	2020-07-06 18:47:32.070229	0 days 00:00:17.416463000	0.45	0.00024436048643313173		7	1	COMPLETE
6	0.9705480766946639	2020-07-06 18:47:32.070712	2020-07-06 18:48:05.410377	0 days 00:00:33.339665000	0.4	0.0009257379012784274	flat	6	2	COMPLETE
7	0.9838624014169469	2020-07-06 18:48:05.410870	2020-07-06 18:48:55.909530	0 days 00:00:50.498660000	0.35000000000000003	0.0009452094190640654	pyramid_4	4	3	COMPLETE
8	0.9779970089455392	2020-07-06 18:48:55.910036	2020-07-06 18:49:21.276325	0 days 00:00:25.366289000	0.15000000000000002	2.5655871930807708e-05		10	1	COMPLETE
9	0.9811776306270443	2020-07-06 18:49:21.276848	2020-07-06 18:49:39.475449	0 days 00:00:18.198601000	0.45	0.0005385150567725854	pyramid_2	4	3	COMPLETE
10	0.9789830644284703	2020-07-06 18:49:39.475962	2020-07-06 18:49:53.540249	0 days 00:00:14.064287000	0.25	0.013187017659900492	flat	8	3	COMPLETE
11	0.9790138941277757	2020-07-06 18:49:53.540774	2020-07-06 18:50:07.304726	0 days 00:00:13.763952000	0.25	0.006062721116639012	flat	6	2	COMPLETE
12	0.9694964307733893	2020-07-06 18:50:07.305227	2020-07-06 18:50:30.992908	0 days 00:00:23.687681000	0.5	0.0038236681474225096	flat	7	2	COMPLETE
13	0.9750604435319583	2020-07-06 18:50:30.993390	2020-07-06 18:51:05.115671	0 days 00:00:34.122281000	0.5	0.0046555227996675	flat	8	2	COMPLETE
14	0.973047599346091	2020-07-06 18:51:05.116167	2020-07-06 18:51:19.551946	0 days 00:00:14.435779000	0.0	0.00013799613903317282	flat	7	3	COMPLETE
15	0.9720556669868786	2020-07-06 18:51:19.552438	2020-07-06 18:51:33.325526	0 days 00:00:13.773088000	0.5	0.0038682271039467988	pyramid_4	8	2	COMPLETE
16	1.0835284193814498	2020-07-06 18:51:33.326014	2020-07-06 18:51:46.739838	0 days 00:00:13.413824000	0.15000000000000002	0.09663255619031627	flat	6	3	COMPLETE
17	0.9765841741446777	2020-07-06 18:51:46.740375	2020-07-06 18:51:59.931115	0 days 00:00:13.190740000	0.30000000000000004	0.002411688778130123	flat	9	2	COMPLETE
18	0.9817138885579592	2020-07-06 18:51:59.931624	2020-07-06 18:52:13.744666	0 days 00:00:13.813042000	0.2	0.016517341659052633	flat	7	3	COMPLETE
19	0.9743412769654703	2020-07-06 18:52:13.745182	2020-07-06 18:52:39.138859	0 days 00:00:25.393677000	0.05	0.00022114527870449442	pyramid_4	5	2	COMPLETE
20	0.981738385852774	2020-07-06 18:52:39.139375	2020-07-06 18:52:53.267172	0 days 00:00:14.127797000	0.45	0.002402654495296022		9	1	COMPLETE
21	0.9721788283175591	2020-07-06 18:52:53.267680	2020-07-06 18:53:28.306564	0 days 00:00:35.038884000	0.4	0.0014174246128988448	flat	6	2	COMPLETE
22	0.9694433251822653	2020-07-06 18:53:28.307076	2020-07-06 18:53:51.106503	0 days 00:00:22.799427000	0.4	0.00041456829552831664	flat	6	2	COMPLETE
23	0.9735943288020161	2020-07-06 18:53:51.107030	2020-07-06 18:54:32.198593	0 days 00:00:41.091563000	0.30000000000000004	7.675782116270584e-05	flat	5	2	COMPLETE
24	0.9708044940860966	2020-07-06 18:54:32.199124	2020-07-06 18:54:51.760192	0 days 00:00:19.561068000	0.4	0.0002469084735888338	flat	7	2	COMPLETE
25	0.9709342127734699	2020-07-06 18:54:51.760699	2020-07-06 18:55:07.772854	0 days 00:00:16.012155000	0.5	0.0003860691871075871	flat	8	3	COMPLETE
26	0.9728084976504192	2020-07-06 18:55:07.773369	2020-07-06 18:58:00.553968	0 days 00:02:52.780599000	0.30000000000000004	1.0179315198693742e-05	flat	6	2	COMPLETE
27	0.9852753149510792	2020-07-06 18:58:00.554510	2020-07-06 18:58:14.269926	0 days 00:00:13.715416000	0.45	0.010286894584982088		7	1	COMPLETE
28	0.9678357380123871	2020-07-06 18:58:14.270445	2020-07-06 18:58:30.618021	0 days 00:00:16.347576000	0.4	0.0017246733464596536	flat	5	2	COMPLETE
