number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.0256470558060569	2020-06-30 17:11:04.739860	2020-06-30 17:11:24.994929	0 days 00:00:20.255069000	0.1	0.007288820735659434		5	1	COMPLETE
1	1.0526878654753815	2020-06-30 17:11:24.995517	2020-06-30 17:12:17.521093	0 days 00:00:52.525576000	0.2	1.380662779794952e-05		8	1	COMPLETE
2	1.02477442097033	2020-06-30 17:12:17.521557	2020-06-30 17:12:50.101233	0 days 00:00:32.579676000	0.5	8.861521987787446e-05	pyramid_2	5	3	COMPLETE
3	1.0775124385714812	2020-06-30 17:12:50.101735	2020-06-30 17:13:07.926233	0 days 00:00:17.824498000	0.05	1.0311457582395079e-05	pyramid_4	9	2	COMPLETE
4	1.0836544269724668	2020-06-30 17:13:07.926730	2020-06-30 17:13:24.448914	0 days 00:00:16.522184000	0.5	3.4687502102117636e-05	pyramid_4	4	3	COMPLETE
5	1.0311229183126065	2020-06-30 17:13:24.449413	2020-06-30 17:13:42.395565	0 days 00:00:17.946152000	0.05	0.052920259566655824	pyramid_4	8	3	COMPLETE
6	1.0329498762730875	2020-06-30 17:13:42.396077	2020-06-30 17:14:04.674075	0 days 00:00:22.277998000	0.4	2.1299311441087133e-05	flat	9	2	COMPLETE
7	1.0233929349016324	2020-06-30 17:14:04.674571	2020-06-30 17:14:21.772354	0 days 00:00:17.097783000	0.15000000000000002	0.000710924168666834	pyramid_4	10	3	COMPLETE
8	1.0209814178091023	2020-06-30 17:14:21.772838	2020-06-30 17:14:41.795552	0 days 00:00:20.022714000	0.25	0.011786982503736864	flat	4	2	COMPLETE
9	1.0247392198194345	2020-06-30 17:14:41.796035	2020-06-30 17:15:01.736365	0 days 00:00:19.940330000	0.25	0.00013425517144005048	flat	6	2	COMPLETE
10	1.0442126583172322	2020-06-30 17:15:01.736877	2020-06-30 17:15:18.176085	0 days 00:00:16.439208000	0.30000000000000004	0.07375299986119502		4	1	COMPLETE
11	1.0316284211668194	2020-06-30 17:15:18.176564	2020-06-30 17:15:35.128987	0 days 00:00:16.952423000	0.15000000000000002	0.001290154588021459	flat	10	3	COMPLETE
12	1.0197534198875917	2020-06-30 17:15:35.129505	2020-06-30 17:15:52.547976	0 days 00:00:17.418471000	0.35000000000000003	0.003176696904799254	pyramid_4	7	2	COMPLETE
13	1.0265282934487163	2020-06-30 17:15:52.548467	2020-06-30 17:16:09.598299	0 days 00:00:17.049832000	0.35000000000000003	0.008043069478626052	pyramid_2	7	2	COMPLETE
14	1.0202326346105826	2020-06-30 17:16:09.598781	2020-06-30 17:16:26.481024	0 days 00:00:16.882243000	0.4	0.011644823349818194	flat	6	2	COMPLETE
15	1.0214400881336783	2020-06-30 17:16:26.481506	2020-06-30 17:16:43.829617	0 days 00:00:17.348111000	0.4	0.0017721582281379589	flat	6	2	COMPLETE
16	1.0317289205005977	2020-06-30 17:16:43.830116	2020-06-30 17:17:00.339705	0 days 00:00:16.509589000	0.45	0.02455958230582991		7	1	COMPLETE
17	1.024786231440963	2020-06-30 17:17:00.340196	2020-06-30 17:17:17.481322	0 days 00:00:17.141126000	0.35000000000000003	0.0031034555338296022	pyramid_4	6	2	COMPLETE
18	1.0245852071888508	2020-06-30 17:17:17.481833	2020-06-30 17:17:34.447040	0 days 00:00:16.965207000	0.45	0.0004184872410042551	pyramid_4	8	2	COMPLETE
19	1.025621180225799	2020-06-30 17:17:34.447534	2020-06-30 17:17:51.968615	0 days 00:00:17.521081000	0.30000000000000004	0.002790912158320739		5	1	COMPLETE
20	1.0242871375180116	2020-06-30 17:17:51.969094	2020-06-30 17:18:08.396435	0 days 00:00:16.427341000	0.4	0.02254707168138755	pyramid_2	7	2	COMPLETE
21	1.0172657343739766	2020-06-30 17:18:08.396937	2020-06-30 17:18:25.293435	0 days 00:00:16.896498000	0.30000000000000004	0.007172998778269289	flat	6	2	COMPLETE
22	1.026168446669505	2020-06-30 17:18:25.293930	2020-06-30 17:18:42.444155	0 days 00:00:17.150225000	0.30000000000000004	0.019067119085336853	flat	6	2	COMPLETE
23	1.0196792342695917	2020-06-30 17:18:42.444640	2020-06-30 17:18:59.677277	0 days 00:00:17.232637000	0.35000000000000003	0.004293454964900377	flat	6	2	COMPLETE
24	1.0214819348729778	2020-06-30 17:18:59.677768	2020-06-30 17:19:17.057007	0 days 00:00:17.379239000	0.35000000000000003	0.0033901307249266945	flat	5	2	COMPLETE
25	1.016948380344102	2020-06-30 17:19:17.057504	2020-06-30 17:19:34.297392	0 days 00:00:17.239888000	0.2	0.00045871222578611085	flat	7	2	COMPLETE
26	1.0328872069033272	2020-06-30 17:19:34.297878	2020-06-30 17:19:53.213399	0 days 00:00:18.915521000	0.2	0.0003480749733850477		6	1	COMPLETE
27	1.0378986073814513	2020-06-30 17:19:53.213888	2020-06-30 17:20:10.307338	0 days 00:00:17.093450000	0.2	0.0006569772347483992	flat	8	3	COMPLETE
28	1.0212051451565365	2020-06-30 17:20:10.307839	2020-06-30 17:20:28.776846	0 days 00:00:18.469007000	0.25	0.00017846154614260332	flat	7	2	COMPLETE
29	1.026277529621799	2020-06-30 17:20:28.777330	2020-06-30 17:20:45.417188	0 days 00:00:16.639858000	0.15000000000000002	0.006409605749062052		5	1	COMPLETE
30	1.0235941190572193	2020-06-30 17:20:45.417675	2020-06-30 17:21:02.083045	0 days 00:00:16.665370000	0.0	0.0014620159898014401	flat	6	2	COMPLETE
31	1.0256124367038086	2020-06-30 17:21:02.083538	2020-06-30 17:21:18.797893	0 days 00:00:16.714355000	0.30000000000000004	0.004669253464359767	flat	7	2	COMPLETE
32	1.0286603760213355	2020-06-30 17:21:18.798375	2020-06-30 17:21:36.209972	0 days 00:00:17.411597000	0.35000000000000003	0.0022552450067996085	flat	7	2	COMPLETE
33	1.0545321953493418	2020-06-30 17:21:36.210465	2020-06-30 17:21:53.484846	0 days 00:00:17.274381000	0.30000000000000004	0.0008954649493022198	flat	8	2	COMPLETE
34	1.0369858911407845	2020-06-30 17:21:53.485398	2020-06-30 17:22:11.819199	0 days 00:00:18.333801000	0.2	0.0003221742747146919	pyramid_4	6	2	COMPLETE
35	1.0168508744033682	2020-06-30 17:22:11.819685	2020-06-30 17:22:29.481518	0 days 00:00:17.661833000	0.45	0.005785173842436236	flat	5	2	COMPLETE
36	1.0217357048852174	2020-06-30 17:22:29.482019	2020-06-30 17:22:47.228053	0 days 00:00:17.746034000	0.45	0.005826809090380773	flat	5	3	COMPLETE
37	1.024030818644387	2020-06-30 17:22:47.228547	2020-06-30 17:23:03.871364	0 days 00:00:16.642817000	0.45	0.04363765969835307	pyramid_2	4	2	COMPLETE
