number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.9746509517907636	2020-07-06 18:02:09.940114	2020-07-06 18:02:40.440251	0 days 00:00:30.500137000	0.35000000000000003	2.0014538176622406e-05		9	1	COMPLETE
1	1.0175430212088536	2020-07-06 18:02:40.440751	2020-07-06 18:02:53.677953	0 days 00:00:13.237202000	0.15000000000000002	0.07701068265508391	pyramid_4	6	3	COMPLETE
2	0.9745696596887093	2020-07-06 18:02:53.678428	2020-07-06 18:03:38.132634	0 days 00:00:44.454206000	0.1	3.186467655411961e-05		8	1	COMPLETE
3	0.9788477669264835	2020-07-06 18:03:38.133100	2020-07-06 18:04:10.066251	0 days 00:00:31.933151000	0.30000000000000004	0.00990663286187672	pyramid_4	10	2	COMPLETE
4	0.9843033021093678	2020-07-06 18:04:10.066743	2020-07-06 18:04:24.818472	0 days 00:00:14.751729000	0.35000000000000003	0.0008529964012599216	pyramid_4	4	3	COMPLETE
5	0.974597064490737	2020-07-06 18:04:24.818962	2020-07-06 18:06:30.106088	0 days 00:02:05.287126000	0.5	2.6976008670907214e-05		4	1	COMPLETE
6	0.9743211831100128	2020-07-06 18:06:30.106565	2020-07-06 18:06:44.593223	0 days 00:00:14.486658000	0.2	0.00018243561802884937		9	1	COMPLETE
7	0.9793672546707276	2020-07-06 18:06:44.593679	2020-07-06 18:06:57.131994	0 days 00:00:12.538315000	0.1	0.014644172721212392	pyramid_4	8	3	COMPLETE
8	0.9709077415230811	2020-07-06 18:06:57.132465	2020-07-06 18:07:11.825321	0 days 00:00:14.692856000	0.5	0.002269254990853556	pyramid_4	6	3	COMPLETE
9	0.9745027082895427	2020-07-06 18:07:11.825827	2020-07-06 18:07:32.691028	0 days 00:00:20.865201000	0.0	0.00014577979624667703		5	1	COMPLETE
10	0.9784652244591069	2020-07-06 18:07:32.691509	2020-07-06 18:07:47.107677	0 days 00:00:14.416168000	0.5	0.005174470454433341	flat	6	2	COMPLETE
