number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.032197915731262	2020-07-06 17:23:39.595990	2020-07-06 17:24:15.133186	0 days 00:00:35.537196000	0.30000000000000004	0.00016490300528897587	pyramid_2	7	3	COMPLETE
1	1.0547970757173852	2020-07-06 17:24:15.133713	2020-07-06 17:24:32.023707	0 days 00:00:16.889994000	0.4	0.08136199810616236	pyramid_2	9	2	COMPLETE
2	1.0290709199576542	2020-07-06 17:24:32.024200	2020-07-06 17:24:47.497337	0 days 00:00:15.473137000	0.0	0.0041613350242933386	flat	7	3	COMPLETE
3	1.0251299101730873	2020-07-06 17:24:47.497832	2020-07-06 17:25:09.415260	0 days 00:00:21.917428000	0.15000000000000002	4.16524036352164e-05		9	1	COMPLETE
4	1.0194706533147	2020-07-06 17:25:09.415735	2020-07-06 17:25:28.046644	0 days 00:00:18.630909000	0.2	0.0036681282940702		8	1	COMPLETE
5	1.0177277824431088	2020-07-06 17:25:28.047104	2020-07-06 17:25:46.281946	0 days 00:00:18.234842000	0.5	0.001996223507956416		9	1	COMPLETE
6	1.0269343679435408	2020-07-06 17:25:46.282410	2020-07-06 17:26:17.359028	0 days 00:00:31.076618000	0.30000000000000004	0.06661929952401743		4	1	COMPLETE
7	1.0233530760724883	2020-07-06 17:26:17.359486	2020-07-06 17:26:38.436925	0 days 00:00:21.077439000	0.30000000000000004	0.006301763989533611	pyramid_4	9	3	COMPLETE
8	1.0274094950650388	2020-07-06 17:26:38.437417	2020-07-06 17:26:59.191318	0 days 00:00:20.753901000	0.0	0.006394370356357407	flat	8	3	COMPLETE
9	1.0325317492430237	2020-07-06 17:26:59.191830	2020-07-06 17:27:16.920727	0 days 00:00:17.728897000	0.2	0.00022181572123736073	pyramid_2	6	3	COMPLETE
10	1.0170410309714832	2020-07-06 17:27:16.921213	2020-07-06 17:27:44.430294	0 days 00:00:27.509081000	0.5	1.2700431117142267e-05	pyramid_4	10	2	COMPLETE
