number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	1.0531213361270306	2020-07-29 21:21:14.471521	2020-07-29 21:32:36.165465	0 days 00:11:21.693944000		0.013346831172448302	6	1					COMPLETE
1	1.0475172800432075	2020-07-29 21:32:36.166276	2020-07-29 21:49:14.668911	0 days 00:16:38.502635000		0.0005233579043057588	10	1					COMPLETE
2	1.0741234028391728	2020-07-29 21:49:14.669381	2020-07-29 22:00:34.851224	0 days 00:11:20.181843000		0.010023940360755544	10	1					COMPLETE
3	1.0034288672567313	2020-07-29 22:00:34.851703	2020-07-29 22:13:44.718068	0 days 00:13:09.866365000	0.2	0.00017460221080265535	10	3					COMPLETE
4	1.005657215263407	2020-07-29 22:13:44.718597	2020-07-29 22:26:11.406322	0 days 00:12:26.687725000	0.05	0.00151715020761646	7	3	pyramid_2				COMPLETE
5	inf	2020-07-29 22:26:11.406834	2020-07-29 22:37:02.904962	0 days 00:10:51.498128000	0.4	0.009357802747477518	7	3	flat				COMPLETE
6	1.0027698111557601	2020-07-29 22:37:02.905471	2020-07-29 22:55:58.280155	0 days 00:18:55.374684000	0.15000000000000002	0.00036447473170750616	6	3		flat			COMPLETE
7	1.007147743732792	2020-07-29 22:55:58.281270	2020-07-29 23:09:23.951536	0 days 00:13:25.670266000	0.1	0.0003703206916814609	7	2				pyramid_4	COMPLETE
8	1.0588231578652332	2020-07-29 23:09:23.952086	2020-07-29 23:20:09.682252	0 days 00:10:45.730166000		0.01720021117927865	7	1					COMPLETE
9	1.0074270735725466	2020-07-29 23:20:09.682788	2020-07-29 23:36:16.008043	0 days 00:16:06.325255000	0.5	8.720585667910839e-05	9	2			pyramid_2		COMPLETE
10	1.0064164702988738	2020-07-29 23:36:16.009191	2020-07-30 00:57:20.453888	0 days 01:21:04.444697000	0.30000000000000004	1.6630451560552885e-05	6	3		flat			COMPLETE
11	1.0023404614035345	2020-07-30 00:57:20.454443	2020-07-30 01:12:36.624621	0 days 00:15:16.170178000	0.2	6.34354547886922e-05	9	3					COMPLETE
12	1.0092693985355203	2020-07-30 01:12:36.625129	2020-07-30 01:48:50.685687	0 days 00:36:14.060558000	0.2	2.1629556568843455e-05	9	2			flat		COMPLETE
13	1.0027432739154416	2020-07-30 01:48:50.686193	2020-07-30 02:05:27.861427	0 days 00:16:37.175234000	0.15000000000000002	6.36419101626938e-05	9	3					COMPLETE
14	1.0051510978561833	2020-07-30 02:05:27.882012	2020-07-30 02:22:32.471561	0 days 00:17:04.589549000	0.0	4.421511970564398e-05	9	3					COMPLETE
15	1.0083013829390108	2020-07-30 02:22:32.472245	2020-07-30 03:44:56.954551	0 days 01:22:24.482306000	0.30000000000000004	1.1220362601321396e-05	8	2				pyramid_2	COMPLETE
16	1.0062047189664978	2020-07-30 03:44:56.955068	2020-07-30 03:58:34.524966	0 days 00:13:37.569898000	0.25	0.0017916283750965835	8	3	pyramid_2				COMPLETE
17	1.009739337242465	2020-07-30 03:58:34.525508	2020-07-30 04:16:34.521053	0 days 00:17:59.995545000	0.1	5.487840658347283e-05	9	2			flat		COMPLETE
18	1.0016023846394027	2020-07-30 04:16:34.521589	2020-07-30 04:35:48.641000	0 days 00:19:14.119411000	0.35000000000000003	0.00011706182004319398	8	3	flat				COMPLETE
19	1.0016073645542933	2020-07-30 04:35:48.665539	2020-07-30 04:55:03.859326	0 days 00:19:15.193787000	0.4	0.00015922501172724814	8	3	flat				COMPLETE
20	1.0153214562452144	2020-07-30 04:55:03.859876	2020-07-30 05:10:29.438853	0 days 00:15:25.578977000	0.45	0.0013314423913763805	8	2				flat	COMPLETE
21	1.0018944652188202	2020-07-30 05:10:29.439416	2020-07-30 05:28:27.436414	0 days 00:17:57.996998000	0.35000000000000003	0.00020949517579890384	8	3	flat				COMPLETE
22	1.0015925988215693	2020-07-30 05:28:27.466629	2020-07-30 05:47:58.162471	0 days 00:19:30.695842000	0.4	0.00017713814256178423	8	3	flat				COMPLETE
23	1.0015591794343368	2020-07-30 05:47:58.182456	2020-07-30 06:05:50.435580	0 days 00:17:52.253124000	0.4	0.0001502629320610507	8	3	flat				COMPLETE
24	1.0042814535155673	2020-07-30 06:05:50.436113	2020-07-30 06:23:35.909298	0 days 00:17:45.473185000	0.5	0.0008815434143005223	7	3	flat				COMPLETE
