number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	1.0470720568476826	2020-07-29 21:21:14.472303	2020-07-29 21:46:57.913930	0 days 00:25:43.441627000		0.00031511194892405205	6	1					COMPLETE
1	1.0028499538708437	2020-07-29 21:46:57.914430	2020-07-29 22:07:52.553364	0 days 00:20:54.638934000	0.25	2.1001296626239353e-05	8	3	pyramid_2				COMPLETE
2	1.0064842865920007	2020-07-29 22:07:52.553925	2020-07-29 23:10:59.100923	0 days 01:03:06.546998000	0.30000000000000004	1.6176349624931005e-05	6	3		flat			COMPLETE
3	1.0477625315627508	2020-07-29 23:10:59.101496	2020-07-29 23:33:17.605400	0 days 00:22:18.503904000		0.0021442493194201344	6	1					COMPLETE
4	1.0085369700092652	2020-07-29 23:33:17.607348	2020-07-29 23:44:40.308141	0 days 00:11:22.700793000	0.15000000000000002	0.00157692529297703	9	2			pyramid_2		COMPLETE
5	1.0472897741131868	2020-07-29 23:44:40.308872	2020-07-30 00:10:48.540275	0 days 00:26:08.231403000		0.00046227488267661283	7	1					COMPLETE
6	1.0497651567964206	2020-07-30 00:10:48.540803	2020-07-30 00:27:40.775593	0 days 00:16:52.234790000		0.001533770737196823	10	1					COMPLETE
7	1.047665608445676	2020-07-30 00:27:40.776093	2020-07-30 00:51:28.857124	0 days 00:23:48.081031000		0.0003889736705818226	10	1					COMPLETE
8	1.0077675003186428	2020-07-30 00:51:28.880947	2020-07-30 01:04:48.306890	0 days 00:13:19.425943000	0.2	0.0003096406736598687	7	2				pyramid_2	COMPLETE
9	inf	2020-07-30 01:04:48.319490	2020-07-30 01:12:18.211216	0 days 00:07:29.891726000	0.35000000000000003	0.023750816981252816	7	3	flat				COMPLETE
10	1.0138022787687093	2020-07-30 01:12:18.211750	2020-07-30 01:39:44.838137	0 days 00:27:26.626387000	0.0	1.0243904055601331e-05	8	3	pyramid_2				COMPLETE
11	1.0014060923218078	2020-07-30 01:39:44.838659	2020-07-30 02:27:59.159265	0 days 00:48:14.320606000	0.5	1.0891723146745708e-05	8	3	pyramid_2				COMPLETE
12	1.001241821764391	2020-07-30 02:27:59.159784	2020-07-30 02:57:30.055004	0 days 00:29:30.895220000	0.5	2.7140104546580954e-05	8	3	pyramid_2				COMPLETE
13	1.0075325886138802	2020-07-30 02:57:30.055532	2020-07-30 03:17:53.645785	0 days 00:20:23.590253000	0.5	6.851923835252248e-05	9	2			flat		COMPLETE
14	1.0010422694008105	2020-07-30 03:17:53.649154	2020-07-30 03:44:28.872372	0 days 00:26:35.223218000	0.5	5.644290253554803e-05	9	3					COMPLETE
15	1.0011414967798387	2020-07-30 03:44:28.872859	2020-07-30 04:03:54.793778	0 days 00:19:25.920919000	0.4	6.929783274507903e-05	9	3					COMPLETE
16	1.0081561749601333	2020-07-30 04:03:54.794282	2020-07-30 04:17:45.206246	0 days 00:13:50.411964000	0.4	8.593231453804874e-05	9	2			pyramid_2		COMPLETE
17	1.001268192399535	2020-07-30 04:17:45.206784	2020-07-30 04:36:46.271779	0 days 00:19:01.064995000	0.4	8.695747526559579e-05	9	3					COMPLETE
18	1.0087153933585757	2020-07-30 04:36:46.272309	2020-07-30 04:55:06.023052	0 days 00:18:19.750743000	0.45	4.5954666279296676e-05	10	2					COMPLETE
19	1.0014445914467258	2020-07-30 04:55:06.023600	2020-07-30 05:11:56.842437	0 days 00:16:50.818837000	0.4	0.00013080317534364344	9	3					COMPLETE
20	1.0034126699391241	2020-07-30 05:11:56.842964	2020-07-30 05:27:56.663385	0 days 00:15:59.820421000	0.1	3.938913367691647e-05	10	3					COMPLETE
21	1.0012912091695667	2020-07-30 05:27:56.664758	2020-07-30 05:59:24.489199	0 days 00:31:27.824441000	0.5	2.3936512349151158e-05	8	3	pyramid_2				COMPLETE
22	1.0012453500866672	2020-07-30 05:59:24.489703	2020-07-30 06:17:10.990732	0 days 00:17:46.501029000	0.5	0.00018755140745951022	9	3					COMPLETE
23	1.001519591662178	2020-07-30 06:17:10.991251	2020-07-30 06:46:56.167402	0 days 00:29:45.176151000	0.45	3.628049771558904e-05	8	3	flat				COMPLETE
24	1.0014409499856534	2020-07-30 06:46:56.167914	2020-07-30 07:04:03.198848	0 days 00:17:07.030934000	0.45	0.00016514772641151976	9	3					COMPLETE
