number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	1.2995354940910047	2020-08-04 00:38:20.945810	2020-08-04 00:57:54.869838	0 days 00:19:33.924028000		2.6744018153414678e-05	8	1				COMPLETE
1	1.2129569052505633	2020-08-04 00:57:54.870311	2020-08-04 01:14:04.935779	0 days 00:16:10.065468000		0.004559781407826818	7	1				COMPLETE
2	inf	2020-08-04 01:14:04.936250	2020-08-04 01:22:48.333444	0 days 00:08:43.397194000	0.4	0.01675964025206807	7	3	pyramid_2			COMPLETE
3	1.213473986678855	2020-08-04 01:22:48.333889	2020-08-04 01:38:57.600080	0 days 00:16:09.266191000		0.004225790941141309	7	1				COMPLETE
4	1.2154997215129704	2020-08-04 01:38:57.600533	2020-08-04 01:56:26.384629	0 days 00:17:28.784096000		0.003805530432258876	9	1				COMPLETE
5	1.2241688084586186	2020-08-04 01:56:26.385059	2020-08-04 02:14:29.016958	0 days 00:18:02.631899000		0.0012634647162094825	7	1				COMPLETE
6	1.2124685551214869	2020-08-04 02:14:29.017410	2020-08-04 03:08:11.743424	0 days 00:53:42.726014000	0.1	1.088692437770054e-05	8	2			flat	COMPLETE
7	1.2034412262123686	2020-08-04 03:08:11.743909	2020-08-04 03:20:28.586697	0 days 00:12:16.842788000	0.05	0.01651244120465593	9	2		pyramid_2		COMPLETE
8	1.2291657406133667	2020-08-04 03:20:28.587251	2020-08-04 03:38:32.681425	0 days 00:18:04.094174000		0.00029615090524023516	10	1				COMPLETE
9	1.1934871426620695	2020-08-04 03:38:32.681899	2020-08-04 03:52:20.027617	0 days 00:13:47.345718000	0.45	8.257192913777485e-05	10	2				COMPLETE
10	1.1831303901837535	2020-08-04 03:52:20.028095	2020-08-04 04:07:44.365938	0 days 00:15:24.337843000	0.5	9.955279355024136e-05	10	3				COMPLETE
11	1.1833205958252018	2020-08-04 04:07:44.366434	2020-08-04 04:24:08.852264	0 days 00:16:24.485830000	0.5	8.295962291063597e-05	10	3				COMPLETE
12	1.1835123359663857	2020-08-04 04:24:08.852747	2020-08-04 04:38:07.837643	0 days 00:13:58.984896000	0.5	0.0001304983582190975	10	3				COMPLETE
13	1.1840305581342334	2020-08-04 04:38:07.838156	2020-08-04 04:55:25.065469	0 days 00:17:17.227313000	0.30000000000000004	3.8084555397776126e-05	9	3				COMPLETE
14	1.1847885164830712	2020-08-04 04:55:25.065924	2020-08-04 05:08:27.584601	0 days 00:13:02.518677000	0.5	0.00037466018493296317	10	3				COMPLETE
15	1.1848042937199197	2020-08-04 05:08:27.585128	2020-08-04 05:35:10.533993	0 days 00:26:42.948865000	0.30000000000000004	1.0565736607532594e-05	9	3				COMPLETE
16	1.183371928416667	2020-08-04 05:35:10.534468	2020-08-04 05:49:01.232477	0 days 00:13:50.698009000	0.4	0.00012748683493245846	10	3				COMPLETE
17	1.2111436326761589	2020-08-04 05:49:01.232997	2020-08-04 06:18:58.876665	0 days 00:29:57.643668000	0.2	2.9195779149950082e-05	6	2			pyramid_4	COMPLETE
18	1.1930609055039056	2020-08-04 06:18:58.877172	2020-08-04 06:31:05.049964	0 days 00:12:06.172792000	0.5	0.0009538970886605573	9	3				COMPLETE
19	1.1962205176696985	2020-08-04 06:31:05.050477	2020-08-04 06:46:29.281991	0 days 00:15:24.231514000	0.4	4.851253489844998e-05	10	2				COMPLETE
20	1.1860305355529133	2020-08-04 06:46:29.282478	2020-08-04 07:00:09.148298	0 days 00:13:39.865820000	0.30000000000000004	0.00020602463742127304	8	3	flat			COMPLETE
21	1.1833530535158885	2020-08-04 07:00:09.148818	2020-08-04 07:14:42.582053	0 days 00:14:33.433235000	0.4	0.00011094507146027967	10	3				COMPLETE
22	1.1835586033984837	2020-08-04 07:14:42.582502	2020-08-04 07:31:07.186206	0 days 00:16:24.603704000	0.45	7.168704331981478e-05	10	3				COMPLETE
23	1.184071122186957	2020-08-04 07:31:07.186771	2020-08-04 07:54:55.493729	0 days 00:23:48.306958000	0.5	1.8232260208530274e-05	9	3				COMPLETE
24	1.1834548911628442	2020-08-04 07:54:55.494256	2020-08-04 08:08:36.072919	0 days 00:13:40.578663000	0.4	0.00013453612715316502	10	3				COMPLETE
