number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.003312974249128135	2020-10-14 14:48:12.262054	2020-10-14 14:59:15.351309	0 days 00:11:03.089255000	0.4	0.018703672769665516	10	2					COMPLETE
1	0.00047250974880432695	2020-10-14 14:59:15.352214	2020-10-14 15:15:35.963215	0 days 00:16:20.611001000		1.1967112027597303e-05	6	1					COMPLETE
2	0.0004535987256021971	2020-10-14 15:15:35.963686	2020-10-14 15:25:02.799097	0 days 00:09:26.835411000		0.000635069128386606	6	1					COMPLETE
3	0.0004286899885663447	2020-10-14 15:25:02.799506	2020-10-14 15:34:38.385653	0 days 00:09:35.586147000	0.5	0.00048472351334965787	9	3					COMPLETE
4	0.00046052706922654747	2020-10-14 15:34:38.386083	2020-10-14 15:46:14.576003	0 days 00:11:36.189920000		1.4624048240210604e-05	8	1					COMPLETE
5	0.0004283489620743781	2020-10-14 15:46:14.576435	2020-10-14 15:55:27.058478	0 days 00:09:12.482043000	0.25	0.0005858437294606562	9	2			pyramid_2		COMPLETE
6	0.00041591379748610484	2020-10-14 15:55:27.073761	2020-10-14 16:05:16.157076	0 days 00:09:49.083315000	0.25	6.42071354061383e-05	7	3	flat				COMPLETE
7	0.0004499078560877759	2020-10-14 16:05:16.157607	2020-10-14 16:14:39.706725	0 days 00:09:23.549118000		0.00013955023046187086	9	1					COMPLETE
8	0.00045011016620415145	2020-10-14 16:14:39.707183	2020-10-14 16:24:02.544098	0 days 00:09:22.836915000		0.0003200707844553595	7	1					COMPLETE
9	0.0004267700178688908	2020-10-14 16:24:02.544552	2020-10-14 16:33:59.141735	0 days 00:09:56.597183000	0.2	0.00021066658550027427	10	3					COMPLETE
10	0.0004176561028500193	2020-10-14 16:33:59.142191	2020-10-14 16:43:46.239351	0 days 00:09:47.097160000	0.0	4.578809168551172e-05	7	3	flat				COMPLETE
11	0.0004202875850990503	2020-10-14 16:43:46.239877	2020-10-14 16:53:36.606932	0 days 00:09:50.367055000	0.05	4.4589343280775126e-05	7	3	flat				COMPLETE
12	0.0004158147302861882	2020-10-14 16:53:36.607406	2020-10-14 17:03:36.269956	0 days 00:09:59.662550000	0.0	5.113860539558058e-05	7	3	flat				COMPLETE
13	0.00042014018020387027	2020-10-14 17:03:36.333911	2020-10-14 17:13:15.811374	0 days 00:09:39.477463000	0.2	5.0870785523718506e-05	8	2				pyramid_2	COMPLETE
14	0.00043218719192138466	2020-10-14 17:13:15.811840	2020-10-14 17:23:05.322470	0 days 00:09:49.510630000	0.30000000000000004	0.0028038567910010238	7	3	flat				COMPLETE
15	0.0004655373349493362	2020-10-14 17:23:05.322952	2020-10-14 17:35:06.824303	0 days 00:12:01.501351000	0.1	1.0118236573016767e-05	6	3		flat			COMPLETE
16	0.00042206456202245764	2020-10-14 17:35:06.824774	2020-10-14 17:44:48.357734	0 days 00:09:41.532960000	0.35000000000000003	0.0001039203866766629	8	2				pyramid_4	COMPLETE
17	0.00042279680752341947	2020-10-14 17:44:48.358210	2020-10-14 17:54:55.309339	0 days 00:10:06.951129000	0.15000000000000002	2.829469152527953e-05	7	3	pyramid_2				COMPLETE
18	0.00043358021683395024	2020-10-14 17:54:55.309817	2020-10-14 18:05:50.183873	0 days 00:10:54.874056000	0.45	0.0018115858631375446	6	2				flat	COMPLETE
19	0.00041510900060822374	2020-10-14 18:05:50.185271	2020-10-14 18:15:42.967412	0 days 00:09:52.782141000	0.0	8.523753462397645e-05	7	3	flat				COMPLETE
20	0.00042621187643615706	2020-10-14 18:15:42.974828	2020-10-14 18:26:23.582530	0 days 00:10:40.607702000	0.0	1.6629736079534015e-05	8	3	flat				COMPLETE
21	0.0004161363893062619	2020-10-14 18:26:23.582997	2020-10-14 18:36:16.647507	0 days 00:09:53.064510000	0.1	0.00010171817151780478	7	3	flat				COMPLETE
22	0.00041323959818218584	2020-10-14 18:36:16.647976	2020-10-14 18:46:01.735266	0 days 00:09:45.087290000	0.0	7.201746371140219e-05	7	3	flat				COMPLETE
23	0.0004252033245066419	2020-10-14 18:46:01.735735	2020-10-14 18:56:09.296462	0 days 00:10:07.560727000	0.0	2.7185183422619383e-05	6	3		pyramid_2			COMPLETE
24	0.0004223014596383779	2020-10-14 18:56:09.296944	2020-10-14 19:05:41.470226	0 days 00:09:32.173282000	0.05	0.00021059690223391086	7	3	flat				COMPLETE
