number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.3238623188594887	2020-06-30 16:54:26.214130	2020-06-30 16:54:41.737073	0 days 00:00:15.522943000	0.30000000000000004	0.07851087892721977	pyramid_2	6	3	COMPLETE
1	1.279239917102414	2020-06-30 16:54:41.737595	2020-06-30 16:55:15.771969	0 days 00:00:34.034374000	0.35000000000000003	1.537584856551774e-05		9	1	COMPLETE
2	1.2484441574604228	2020-06-30 16:55:15.772447	2020-06-30 16:57:01.665962	0 days 00:01:45.893515000	0.5	2.9228721759553598e-05	pyramid_2	7	2	COMPLETE
3	1.2522624848922101	2020-06-30 16:57:01.666475	2020-06-30 16:59:47.902865	0 days 00:02:46.236390000	0.30000000000000004	2.1760868470140063e-05	pyramid_4	6	2	COMPLETE
4	1.2525621662159225	2020-06-30 16:59:47.903348	2020-06-30 17:00:03.688657	0 days 00:00:15.785309000	0.45	0.005140926589446565	flat	4	2	COMPLETE
5	1.2558994277395938	2020-06-30 17:00:03.689136	2020-06-30 17:00:21.572531	0 days 00:00:17.883395000	0.35000000000000003	0.0001602228586596848	pyramid_2	8	2	COMPLETE
6	1.2798774541385447	2020-06-30 17:00:21.573012	2020-06-30 17:00:33.513252	0 days 00:00:11.940240000	0.0	0.002271928527791562		10	1	COMPLETE
7	1.2479849962729919	2020-06-30 17:00:33.513721	2020-06-30 17:00:47.852525	0 days 00:00:14.338804000	0.1	0.001725240141355007	pyramid_2	6	3	COMPLETE
8	2.8641441441522506	2020-06-30 17:00:47.853005	2020-06-30 17:06:16.249759	0 days 00:05:28.396754000	0.05	0.04094166405964152	pyramid_2	10	3	COMPLETE
9	1.245373222472689	2020-06-30 17:06:16.250237	2020-06-30 17:06:33.345362	0 days 00:00:17.095125000	0.25	0.0011102956620647156	pyramid_2	6	3	COMPLETE
10	1.2801231694289597	2020-06-30 17:06:33.345837	2020-06-30 17:06:59.466979	0 days 00:00:26.121142000	0.15000000000000002	0.00025256252065085583	pyramid_4	4	3	COMPLETE
11	1.2573128586637912	2020-06-30 17:06:59.467457	2020-06-30 17:07:12.094555	0 days 00:00:12.627098000	0.15000000000000002	0.009778610626926445	pyramid_2	5	3	COMPLETE
12	1.2471375507132245	2020-06-30 17:07:12.095039	2020-06-30 17:07:26.561334	0 days 00:00:14.466295000	0.15000000000000002	0.0005654997690055227	flat	6	3	COMPLETE
13	1.2494543165718148	2020-06-30 17:07:26.561821	2020-06-30 17:07:40.878438	0 days 00:00:14.316617000	0.2	0.0003390224202736203	flat	7	3	COMPLETE
14	1.2301350221604914	2020-06-30 17:07:40.878909	2020-06-30 17:08:02.601622	0 days 00:00:21.722713000	0.25	0.0006606058119659933	flat	5	3	COMPLETE
15	1.2542756215159403	2020-06-30 17:08:02.602109	2020-06-30 17:08:50.723706	0 days 00:00:48.121597000	0.25	8.108901988091057e-05	flat	5	2	COMPLETE
16	1.2585555789855771	2020-06-30 17:08:50.724189	2020-06-30 17:09:02.713783	0 days 00:00:11.989594000	0.4	0.015143732473932848	flat	5	3	COMPLETE
17	1.2582344034789488	2020-06-30 17:09:02.714264	2020-06-30 17:09:26.066738	0 days 00:00:23.352474000	0.25	0.0009755063211191219	pyramid_4	4	3	COMPLETE
18	1.2593419443986542	2020-06-30 17:09:26.067257	2020-06-30 17:09:49.741589	0 days 00:00:23.674332000	0.2	6.951396547360834e-05	flat	8	2	COMPLETE
19	1.2797624023347518	2020-06-30 17:09:49.742074	2020-06-30 17:10:01.886017	0 days 00:00:12.143943000	0.35000000000000003	0.0031815191462491554		5	1	COMPLETE
