number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.3011059893277248	2020-06-30 16:41:53.592071	2020-06-30 16:42:13.202050	0 days 00:00:19.609979000	0.05	0.022903583150106367	flat	10	2	COMPLETE
1	1.2886843570694118	2020-06-30 16:42:13.202573	2020-06-30 16:43:45.474203	0 days 00:01:32.271630000	0.25	1.806331916889806e-05	flat	5	2	COMPLETE
2	1.274063820614947	2020-06-30 16:43:45.474709	2020-06-30 16:45:54.391662	0 days 00:02:08.916953000	0.4	1.3313620457440465e-05	pyramid_4	5	2	COMPLETE
3	1.3075425908467024	2020-06-30 16:45:54.392152	2020-06-30 16:46:08.958565	0 days 00:00:14.566413000	0.2	0.0009005152846025229		8	1	COMPLETE
4	1.296370288997838	2020-06-30 16:46:08.959042	2020-06-30 16:46:23.762097	0 days 00:00:14.803055000	0.25	0.0030423708932966285		10	1	COMPLETE
5	1.2934898877319267	2020-06-30 16:46:23.762574	2020-06-30 16:46:38.633257	0 days 00:00:14.870683000	0.4	0.04131613010292083	pyramid_4	10	3	COMPLETE
6	1.2914982655929452	2020-06-30 16:46:38.633758	2020-06-30 16:46:53.179353	0 days 00:00:14.545595000	0.45	0.022859576017646658	pyramid_4	8	2	COMPLETE
7	1.2769281064580238	2020-06-30 16:46:53.179840	2020-06-30 16:47:09.227391	0 days 00:00:16.047551000	0.0	0.016679699816198434	pyramid_4	4	2	COMPLETE
8	1.3021963627917252	2020-06-30 16:47:09.227871	2020-06-30 16:48:15.938970	0 days 00:01:06.711099000	0.25	1.878323160168166e-05		4	1	COMPLETE
9	1.303585875014093	2020-06-30 16:48:15.939460	2020-06-30 16:48:32.267720	0 days 00:00:16.328260000	0.35000000000000003	0.0002068943221884436		6	1	COMPLETE
10	1.2761761491016674	2020-06-30 16:48:32.268196	2020-06-30 16:49:05.881238	0 days 00:00:33.613042000	0.45	8.924354954460989e-05	pyramid_2	6	3	COMPLETE
11	1.2754129872864495	2020-06-30 16:49:05.881734	2020-06-30 16:49:42.588188	0 days 00:00:36.706454000	0.5	8.47346134078288e-05	pyramid_2	6	3	COMPLETE
