number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.0005292124554232489	2020-10-14 14:54:05.059002	2020-10-14 15:00:43.008953	0 days 00:06:37.949951000		0.0005790882902025999	9	1					COMPLETE
1	0.00048664792719943024	2020-10-14 15:00:43.009658	2020-10-14 15:06:33.344698	0 days 00:05:50.335040000	0.0	0.004054011367301375	8	3	pyramid_2				COMPLETE
2	0.0005244411382551054	2020-10-14 15:06:33.345235	2020-10-14 15:11:55.540740	0 days 00:05:22.195505000		0.0003636518522716651	9	1					COMPLETE
3	0.0006139217004109238	2020-10-14 15:11:55.541203	2020-10-14 15:17:22.180838	0 days 00:05:26.639635000	0.25	0.00935209166991649	6	2				pyramid_4	COMPLETE
4	0.000507935496709874	2020-10-14 15:17:22.181326	2020-10-14 15:23:36.628350	0 days 00:06:14.447024000	0.5	0.0014627769245029645	9	2			pyramid_2		COMPLETE
5	0.0005132368484054631	2020-10-14 15:23:36.628893	2020-10-14 15:31:20.247300	0 days 00:07:43.618407000		1.1701583989316785e-05	9	1					COMPLETE
6	0.0004880701653591004	2020-10-14 15:31:20.247838	2020-10-14 15:37:19.604770	0 days 00:05:59.356932000	0.30000000000000004	0.0008236957480052371	10	2					COMPLETE
7	0.0005090605694498831	2020-10-14 15:37:19.605246	2020-10-14 15:43:56.261445	0 days 00:06:36.656199000	0.15000000000000002	0.0009158674977510297	10	3					COMPLETE
8	0.000511078600606263	2020-10-14 15:43:56.261941	2020-10-14 15:53:57.550244	0 days 00:10:01.288303000	0.5	1.1854579226728983e-05	7	2				flat	COMPLETE
9	0.0004911251971693042	2020-10-14 15:53:57.550749	2020-10-14 16:00:59.803848	0 days 00:07:02.253099000	0.4	5.964840380453064e-05	9	2			pyramid_2		COMPLETE
10	0.000897129174870116	2020-10-14 16:00:59.820381	2020-10-14 16:09:35.230186	0 days 00:08:35.409805000	0.0	0.02922080902203896	7	3	pyramid_2				COMPLETE
11	0.0005894112031665401	2020-10-14 16:09:35.230971	2020-10-14 16:16:27.909162	0 days 00:06:52.678191000	0.25	0.004702587284439854	10	3					COMPLETE
12	0.0004851178535156853	2020-10-14 16:16:27.909652	2020-10-14 16:22:12.634829	0 days 00:05:44.725177000	0.0	0.00011160333924305563	8	3	flat				COMPLETE
13	0.00048479929984731734	2020-10-14 16:22:12.635308	2020-10-14 16:27:49.677227	0 days 00:05:37.041919000	0.0	0.00011678271146391931	8	3	flat				COMPLETE
14	0.0004888297259631012	2020-10-14 16:27:49.677697	2020-10-14 16:34:29.684322	0 days 00:06:40.006625000	0.1	0.00010174916525091704	8	3	flat				COMPLETE
15	0.0004949773910751408	2020-10-14 16:34:29.684796	2020-10-14 16:40:38.937927	0 days 00:06:09.253131000	0.1	6.765530035607251e-05	7	3	flat				COMPLETE
16	0.00048056606328254634	2020-10-14 16:40:38.938419	2020-10-14 16:47:00.478529	0 days 00:06:21.540110000	0.0	0.00014244540595226987	8	3	flat				COMPLETE
17	0.0004928438270432757	2020-10-14 16:47:00.479015	2020-10-14 16:53:48.564216	0 days 00:06:48.085201000	0.1	2.9281124526939334e-05	6	3		pyramid_4			COMPLETE
18	0.00048391083330294655	2020-10-14 16:53:48.564702	2020-10-14 16:59:48.543230	0 days 00:05:59.978528000	0.05	0.00024254595996809792	7	3	flat				COMPLETE
19	0.0004822008930624848	2020-10-14 16:59:48.545074	2020-10-14 17:05:34.134457	0 days 00:05:45.589383000	0.15000000000000002	0.0003665144319104602	7	2				pyramid_2	COMPLETE
20	0.000526871273004695	2020-10-14 17:05:34.134960	2020-10-14 17:12:11.047968	0 days 00:06:36.913008000		0.00024477847534578153	6	1					COMPLETE
21	0.0004901464143995143	2020-10-14 17:12:11.070632	2020-10-14 17:17:42.200257	0 days 00:05:31.129625000	0.15000000000000002	0.00024197909318350252	7	2				pyramid_2	COMPLETE
22	0.00048612207396615933	2020-10-14 17:17:42.200765	2020-10-14 17:23:09.685150	0 days 00:05:27.484385000	0.05	0.000259298691551151	7	2				pyramid_2	COMPLETE
23	0.0004965278099746784	2020-10-14 17:23:09.685651	2020-10-14 17:29:45.026631	0 days 00:06:35.340980000	0.15000000000000002	2.945866235504292e-05	7	3	flat				COMPLETE
24	0.0004805668298782465	2020-10-14 17:29:45.027130	2020-10-14 17:35:25.106479	0 days 00:05:40.079349000	0.05	0.0014829745535816605	8	3	flat				COMPLETE
