number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.0005236645616503006	2020-10-14 18:23:47.340032	2020-10-14 18:29:45.216476	0 days 00:05:57.876444000	0.25	0.0011497152938981356	9	2		flat		COMPLETE
1	0.0005115261780859748	2020-10-14 18:29:45.217026	2020-10-14 18:35:38.193974	0 days 00:05:52.976948000	0.30000000000000004	0.00010804208691982458	9	3				COMPLETE
2	0.0005284988067654319	2020-10-14 18:35:38.194418	2020-10-14 18:41:32.049500	0 days 00:05:53.855082000	0.05	0.0012892871273727682	9	2		pyramid_2		COMPLETE
3	0.0005125838314014281	2020-10-14 18:41:32.049939	2020-10-14 18:48:05.085470	0 days 00:06:33.035531000	0.1	0.0016269810123881213	7	3	pyramid_2			COMPLETE
4	0.0005911780122187362	2020-10-14 18:48:05.085922	2020-10-14 18:53:46.283220	0 days 00:05:41.197298000		0.0073479331777071485	6	1				COMPLETE
5	0.000520751652817805	2020-10-14 18:53:46.283659	2020-10-14 19:00:59.616264	0 days 00:07:13.332605000		1.3976738945567157e-05	8	1				COMPLETE
6	0.0013863796657011733	2020-10-14 19:00:59.616719	2020-10-14 19:06:59.887254	0 days 00:06:00.270535000	0.05	0.005109886647679067	8	3	pyramid_2			COMPLETE
7	0.0005177054391032873	2020-10-14 19:06:59.887729	2020-10-14 19:13:47.942063	0 days 00:06:48.054334000	0.5	1.4047273226393456e-05	8	2			pyramid_4	COMPLETE
8	0.007617899196281749	2020-10-14 19:13:47.942513	2020-10-14 19:20:25.348789	0 days 00:06:37.406276000	0.2	0.01931090130346496	7	3	flat			COMPLETE
9	0.014751898755152261	2020-10-14 19:20:25.349235	2020-10-14 19:26:13.648183	0 days 00:05:48.298948000		0.018049883773026857	10	1				COMPLETE
10	0.0005081306765154738	2020-10-14 19:26:13.648611	2020-10-14 19:33:25.051678	0 days 00:07:11.403067000	0.4	9.972782819098941e-05	10	3				COMPLETE
11	0.0005041742802907837	2020-10-14 19:33:25.052792	2020-10-14 19:40:38.839435	0 days 00:07:13.786643000	0.4	0.00010078591180341614	10	3				COMPLETE
12	0.0005052457929001088	2020-10-14 19:40:38.839884	2020-10-14 19:47:45.962506	0 days 00:07:07.122622000	0.45	0.00010899976376183873	10	3				COMPLETE
13	0.0005075215828791094	2020-10-14 19:47:45.963042	2020-10-14 19:54:21.430837	0 days 00:06:35.467795000	0.5	0.00010979314860214602	10	3				COMPLETE
14	0.0005083602160488341	2020-10-14 19:54:21.431278	2020-10-14 20:01:00.037774	0 days 00:06:38.606496000	0.4	3.745496021879097e-05	10	2				COMPLETE
15	0.0004969105192447647	2020-10-14 20:01:00.038221	2020-10-14 20:07:25.912778	0 days 00:06:25.874557000	0.4	0.0003585000919802922	9	3				COMPLETE
16	0.0005099410357218598	2020-10-14 20:07:25.913220	2020-10-14 20:13:28.455028	0 days 00:06:02.541808000	0.35000000000000003	0.0003022462848415136	9	2		flat		COMPLETE
17	0.0005060075334703088	2020-10-14 20:13:28.455466	2020-10-14 20:19:45.269402	0 days 00:06:16.813936000	0.35000000000000003	0.00036439037897714803	9	3				COMPLETE
18	0.0005148273466982431	2020-10-14 20:19:45.269852	2020-10-14 20:25:44.325540	0 days 00:05:59.055688000	0.2	0.000469422066130486	9	3				COMPLETE
19	0.0005196996995059277	2020-10-14 20:25:44.325989	2020-10-14 20:32:32.730939	0 days 00:06:48.404950000	0.45	3.82325889431539e-05	7	2			pyramid_2	COMPLETE
20	0.0005057071593667853	2020-10-14 20:32:32.731393	2020-10-14 20:39:07.355393	0 days 00:06:34.624000000	0.30000000000000004	3.756059157743241e-05	10	3				COMPLETE
21	0.0005107380891555615	2020-10-14 20:39:07.355873	2020-10-14 20:45:47.693164	0 days 00:06:40.337291000	0.45	0.0002211382458524956	10	3				COMPLETE
22	0.0005104686399677563	2020-10-14 20:45:47.693605	2020-10-14 20:52:24.335612	0 days 00:06:36.642007000	0.45	0.00017794543781904127	10	3				COMPLETE
23	0.0005229725962023037	2020-10-14 20:52:24.336065	2020-10-14 20:58:16.557492	0 days 00:05:52.221427000	0.4	0.0008103109320162761	9	3				COMPLETE
24	0.0005106427567376352	2020-10-14 20:58:16.557936	2020-10-14 21:04:47.368541	0 days 00:06:30.810605000	0.5	7.977130802182787e-05	10	3				COMPLETE
