number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5847242696409621	2020-07-21 03:47:22.029390	2020-07-21 03:53:22.619314	0 days 00:06:00.589924000	0.30000000000000004	0.0007720924106022922	7	2		flat	COMPLETE
1	inf	2020-07-21 03:53:22.619861	2020-07-21 03:57:38.291245	0 days 00:04:15.671384000	0.25	0.004089052066096523	10	3			COMPLETE
2	0.5947205621532167	2020-07-21 03:57:38.291789	2020-07-21 04:03:59.140026	0 days 00:06:20.848237000	0.0	0.002175478394662358	10	2			COMPLETE
3	0.610685414321859	2020-07-21 04:03:59.140583	2020-07-21 04:09:57.273189	0 days 00:05:58.132606000	0.15000000000000002	0.006045594847925085	8	2		pyramid_2	COMPLETE
4	0.6040229138645	2020-07-21 04:09:57.273762	2020-07-21 04:15:59.262632	0 days 00:06:01.988870000	0.30000000000000004	0.004553850683410511	6	2		flat	COMPLETE
5	0.5810948341160512	2020-07-21 04:15:59.263135	2020-07-21 04:21:48.589779	0 days 00:05:49.326644000		0.020310974974297895	7	1			COMPLETE
6	0.5861136021500241	2020-07-21 04:21:48.590257	2020-07-21 04:27:50.448891	0 days 00:06:01.858634000	0.35000000000000003	0.0004280901243510244	6	2		pyramid_2	COMPLETE
7	0.5994526130885387	2020-07-21 04:27:50.449546	2020-07-21 04:33:55.798156	0 days 00:06:05.348610000	0.1	0.003282407029990398	7	2		flat	COMPLETE
8	0.5400468810441534	2020-07-21 04:33:55.798648	2020-07-21 04:40:14.139424	0 days 00:06:18.340776000		0.0025809713843812795	8	1			COMPLETE
9	0.5319300937264709	2020-07-21 04:40:14.139909	2020-07-21 04:47:04.268699	0 days 00:06:50.128790000	0.0	1.2212583997339334e-05	9	3			COMPLETE
10	0.5369272427276423	2020-07-21 04:47:04.269198	2020-07-21 04:53:30.008312	0 days 00:06:25.739114000	0.5	1.0491288800152406e-05	9	3			COMPLETE
11	0.5375635402487191	2020-07-21 04:53:30.030503	2020-07-21 05:00:16.814228	0 days 00:06:46.783725000	0.5	1.1452867424428182e-05	9	3			COMPLETE
12	0.5378132680392076	2020-07-21 05:00:16.814783	2020-07-21 05:06:58.438498	0 days 00:06:41.623715000	0.5	1.2361155851847968e-05	9	3			COMPLETE
13	0.5428675697387372	2020-07-21 05:06:58.439011	2020-07-21 05:13:12.851029	0 days 00:06:14.412018000	0.0	4.527446198954558e-05	9	3			COMPLETE
14	0.5603599538693483	2020-07-21 05:13:12.851534	2020-07-21 05:19:33.612298	0 days 00:06:20.760764000	0.4	6.424474797382099e-05	9	3			COMPLETE
15	0.5597166627703464	2020-07-21 05:19:33.612840	2020-07-21 05:26:20.825847	0 days 00:06:47.213007000	0.1	4.067448249017035e-05	10	3			COMPLETE
16	0.56401615779617	2020-07-21 05:26:20.826368	2020-07-21 05:32:23.931486	0 days 00:06:03.105118000	0.45	0.0001339896990019426	8	3	flat		COMPLETE
17	0.5314513501842711	2020-07-21 05:32:23.932022	2020-07-21 05:38:31.547343	0 days 00:06:07.615321000	0.2	1.03877941031163e-05	9	3			COMPLETE
18	0.5443067034410228	2020-07-21 05:38:31.547856	2020-07-21 05:45:22.339854	0 days 00:06:50.791998000	0.2	2.2717462128555095e-05	10	3			COMPLETE
19	0.5379258936672059	2020-07-21 05:45:22.340358	2020-07-21 05:51:19.714584	0 days 00:05:57.374226000		0.00017171103656978202	9	1			COMPLETE
20	0.5303015774727711	2020-07-21 05:51:19.715114	2020-07-21 05:57:45.590419	0 days 00:06:25.875305000	0.05	2.1149216081927427e-05	8	3	pyramid_2		COMPLETE
21	0.5303720794799157	2020-07-21 05:57:45.590980	2020-07-21 06:04:12.290437	0 days 00:06:26.699457000	0.05	2.1033856823062083e-05	8	3	pyramid_2		COMPLETE
22	0.537110376076399	2020-07-21 06:04:12.291017	2020-07-21 06:10:43.495538	0 days 00:06:31.204521000	0.1	2.6566827038518052e-05	8	3	pyramid_2		COMPLETE
23	0.5715389339065889	2020-07-21 06:10:43.496086	2020-07-21 06:16:53.492214	0 days 00:06:09.996128000	0.05	0.00011031304389154366	7	3	pyramid_2		COMPLETE
24	0.533879791664508	2020-07-21 06:16:53.492779	2020-07-21 06:23:23.308687	0 days 00:06:29.815908000	0.15000000000000002	2.2034230241675276e-05	8	3	pyramid_2		COMPLETE
