number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.6028201714787482	2020-07-24 10:02:56.100363	2020-07-24 10:08:44.891358	0 days 00:05:48.790995000	0.2	0.0014920292123987006	8	2				pyramid_2	COMPLETE
1	0.6024800811416802	2020-07-24 10:08:44.891934	2020-07-24 10:14:25.055320	0 days 00:05:40.163386000		3.057293240145911e-05	7	1					COMPLETE
2	inf	2020-07-24 10:14:25.055823	2020-07-24 10:16:51.373485	0 days 00:02:26.317662000	0.15000000000000002	0.02596191398082291	10	3					COMPLETE
3	0.589446065622201	2020-07-24 10:16:51.373998	2020-07-24 10:22:44.378272	0 days 00:05:53.004274000	0.4	6.069796953887819e-05	8	3	flat				COMPLETE
4	0.6015295035589631	2020-07-24 10:22:44.378829	2020-07-24 10:28:28.682427	0 days 00:05:44.303598000		3.763016934571989e-05	6	1					COMPLETE
5	inf	2020-07-24 10:28:28.682959	2020-07-24 10:32:09.940170	0 days 00:03:41.257211000	0.5	0.02397909398476338	7	2				flat	COMPLETE
6	0.5975130837437961	2020-07-24 10:32:09.940742	2020-07-24 10:38:03.938957	0 days 00:05:53.998215000	0.5	0.002060093697083982	6	2				flat	COMPLETE
7	0.5991860013647554	2020-07-24 10:38:03.939502	2020-07-24 10:44:11.193275	0 days 00:06:07.253773000	0.35000000000000003	0.0006855988787095352	6	3		pyramid_4			COMPLETE
8	inf	2020-07-24 10:44:11.193831	2020-07-24 10:47:57.347452	0 days 00:03:46.153621000	0.4	0.0044764990016259104	10	3					COMPLETE
9	0.5922659310302375	2020-07-24 10:47:57.348015	2020-07-24 10:54:03.578808	0 days 00:06:06.230793000	0.45	0.0001560934805259743	10	2					COMPLETE
10	0.5878249111563415	2020-07-24 10:54:03.579364	2020-07-24 11:01:47.966589	0 days 00:07:44.387225000	0.0	1.1487746007079941e-05	9	3					COMPLETE
11	0.58782667332387	2020-07-24 11:01:47.967119	2020-07-24 11:09:05.227924	0 days 00:07:17.260805000	0.0	1.3825721054018252e-05	9	3					COMPLETE
12	0.5872728819280748	2020-07-24 11:09:05.242024	2020-07-24 11:17:10.870735	0 days 00:08:05.628711000	0.0	1.0587639464446527e-05	9	3					COMPLETE
13	0.5877289217075625	2020-07-24 11:17:10.871243	2020-07-24 11:24:48.292692	0 days 00:07:37.421449000	0.0	1.1159274265050384e-05	9	3					COMPLETE
14	0.5947090843418795	2020-07-24 11:24:48.293209	2020-07-24 11:30:37.874611	0 days 00:05:49.581402000	0.1	0.0001470305958444456	9	3					COMPLETE
15	0.5897878443827294	2020-07-24 11:30:37.875134	2020-07-24 11:38:07.561927	0 days 00:07:29.686793000	0.05	1.3672668992497217e-05	9	2			pyramid_2		COMPLETE
16	0.5944002331127434	2020-07-24 11:38:07.562470	2020-07-24 11:44:13.712284	0 days 00:06:06.149814000	0.25	0.00012990553336271628	8	3	pyramid_2				COMPLETE
17	0.5873334634400313	2020-07-24 11:44:13.712836	2020-07-24 11:52:06.066397	0 days 00:07:52.353561000	0.0	1.0661081597755455e-05	9	3					COMPLETE
18	0.6009436164269081	2020-07-24 11:52:06.066923	2020-07-24 11:58:17.103098	0 days 00:06:11.036175000	0.1	0.0003564829717844138	10	2					COMPLETE
19	0.6024347349617146	2020-07-24 11:58:17.103579	2020-07-24 12:04:01.733654	0 days 00:05:44.630075000		3.011545125555443e-05	7	1					COMPLETE
20	0.5886757670660269	2020-07-24 12:04:01.734155	2020-07-24 12:09:58.271332	0 days 00:05:56.537177000	0.25	6.267898885709962e-05	9	3					COMPLETE
21	0.5873137046843196	2020-07-24 12:09:58.271852	2020-07-24 12:17:57.702295	0 days 00:07:59.430443000	0.0	1.0608276305901157e-05	9	3					COMPLETE
22	0.5879966569715568	2020-07-24 12:17:57.702819	2020-07-24 12:24:48.735662	0 days 00:06:51.032843000	0.05	1.0421915975695889e-05	9	3					COMPLETE
23	0.5878742806108308	2020-07-24 12:24:48.747743	2020-07-24 12:31:29.919663	0 days 00:06:41.171920000	0.05	2.0613121768772593e-05	8	3	flat				COMPLETE
24	0.5927647772805023	2020-07-24 12:31:29.920176	2020-07-24 12:37:49.656922	0 days 00:06:19.736746000	0.0	6.791271521925604e-05	10	3					COMPLETE
