number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.5815881685070794	2020-07-24 07:35:03.173747	2020-07-24 07:46:36.472575	0 days 00:11:33.298828000	0.45	0.0013988030470685594	9	3				COMPLETE
1	inf	2020-07-24 07:46:36.473116	2020-07-24 07:49:02.278605	0 days 00:02:25.805489000	0.35000000000000003	0.026611917541175686	10	3				COMPLETE
2	0.5846994185589824	2020-07-24 07:49:02.279132	2020-07-24 07:58:36.258339	0 days 00:09:33.979207000	0.2	1.506086915956611e-05	8	2			pyramid_2	COMPLETE
3	0.5806638981625742	2020-07-24 07:58:36.258872	2020-07-24 08:04:58.020638	0 days 00:06:21.761766000	0.25	0.0011681722925546089	10	3				COMPLETE
4	0.6195378049831513	2020-07-24 08:04:58.021228	2020-07-24 08:10:45.780590	0 days 00:05:47.759362000		0.003474448971971122	10	1				COMPLETE
5	0.5804103038972891	2020-07-24 08:10:45.781115	2020-07-24 08:19:22.003035	0 days 00:08:36.221920000	0.35000000000000003	5.990232388665929e-05	6	3		pyramid_4		COMPLETE
6	0.614795987573442	2020-07-24 08:19:22.003597	2020-07-24 08:24:57.840966	0 days 00:05:35.837369000		0.00880782832769522	8	1				COMPLETE
7	0.5799998552956684	2020-07-24 08:24:57.841528	2020-07-24 08:30:56.741565	0 days 00:05:58.900037000	0.05	0.0019734331548646026	9	3				COMPLETE
8	0.5980257917590339	2020-07-24 08:30:56.742074	2020-07-24 08:36:55.278053	0 days 00:05:58.535979000	0.05	0.005140614045755814	9	3				COMPLETE
9	0.5799951277776882	2020-07-24 08:36:55.278575	2020-07-24 08:44:16.080855	0 days 00:07:20.802280000	0.5	0.0003838198149747781	8	3	pyramid_2			COMPLETE
10	0.5824713954468487	2020-07-24 08:44:16.111422	2020-07-24 08:52:40.601254	0 days 00:08:24.489832000	0.5	0.00015408938309132304	6	2			pyramid_4	COMPLETE
11	0.5834426323396291	2020-07-24 08:52:40.601822	2020-07-24 08:59:33.271467	0 days 00:06:52.669645000	0.0	0.0002626746922320962	7	2			flat	COMPLETE
12	0.579757917233617	2020-07-24 08:59:33.272048	2020-07-24 09:05:25.383096	0 days 00:05:52.111048000	0.1	0.0005406941877278227	9	3				COMPLETE
13	0.5823090829721046	2020-07-24 09:05:25.383643	2020-07-24 09:12:13.205833	0 days 00:06:47.822190000	0.15000000000000002	0.00028244902539689633	7	2			pyramid_2	COMPLETE
14	0.5802941476274553	2020-07-24 09:12:13.206361	2020-07-24 09:19:28.004776	0 days 00:07:14.798415000	0.1	4.5622246003026046e-05	8	3	pyramid_2			COMPLETE
15	0.5838250773177378	2020-07-24 09:19:28.005347	2020-07-24 09:25:09.952616	0 days 00:05:41.947269000	0.30000000000000004	0.000748418343792407	7	2			flat	COMPLETE
16	0.5811423727422343	2020-07-24 09:25:09.953159	2020-07-24 09:33:31.173177	0 days 00:08:21.220018000	0.45	9.077190607709251e-05	9	3				COMPLETE
17	0.5804499320560279	2020-07-24 09:33:31.173714	2020-07-24 09:39:29.607229	0 days 00:05:58.433515000	0.2	0.00043509395528884104	9	3				COMPLETE
18	0.5887275371584957	2020-07-24 09:39:29.607751	2020-07-24 09:47:24.886071	0 days 00:07:55.278320000	0.0	1.950765280817641e-05	8	2			pyramid_4	COMPLETE
19	0.6081287856333302	2020-07-24 09:47:24.886608	2020-07-24 09:53:07.254881	0 days 00:05:42.368273000		0.0005254879906760487	7	1				COMPLETE
20	0.581249588797484	2020-07-24 09:53:07.273000	2020-07-24 09:59:32.661003	0 days 00:06:25.388003000	0.1	0.0001370382634110232	9	3				COMPLETE
21	0.5810060236812126	2020-07-24 09:59:32.661567	2020-07-24 10:05:31.003400	0 days 00:05:58.341833000	0.05	0.002164322933528524	9	3				COMPLETE
22	inf	2020-07-24 10:05:31.012807	2020-07-24 10:07:57.581729	0 days 00:02:26.568922000	0.1	0.01680269405221064	8	3	pyramid_2			COMPLETE
23	0.5802652239239334	2020-07-24 10:07:57.582277	2020-07-24 10:15:52.456344	0 days 00:07:54.874067000	0.0	0.0009364182696136796	10	3				COMPLETE
24	0.5816798510615551	2020-07-24 10:15:52.456869	2020-07-24 10:21:49.204152	0 days 00:05:56.747283000	0.15000000000000002	0.002287218151164833	9	3				COMPLETE
