number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5790794477049594	2020-07-24 11:13:40.480725	2020-07-24 11:20:56.785709	0 days 00:07:16.304984000		0.002331407366435917	10	1				COMPLETE
1	0.5533170443297908	2020-07-24 11:20:56.786203	2020-07-24 11:27:24.926614	0 days 00:06:28.140411000	0.30000000000000004	3.0393983123185083e-05	9	3				COMPLETE
2	0.5523742600229332	2020-07-24 11:27:24.927140	2020-07-24 11:33:56.431891	0 days 00:06:31.504751000	0.30000000000000004	0.0006831867399204423	8	3	flat			COMPLETE
3	inf	2020-07-24 11:33:56.432463	2020-07-24 11:36:15.601525	0 days 00:02:19.169062000		0.007622419703010657	10	1				COMPLETE
4	inf	2020-07-24 11:36:15.602053	2020-07-24 11:38:34.314891	0 days 00:02:18.712838000	0.25	0.016743191838566804	9	2		pyramid_2		COMPLETE
5	0.5553089348230607	2020-07-24 11:38:34.315423	2020-07-24 11:47:41.086114	0 days 00:09:06.770691000	0.30000000000000004	3.598480728179431e-05	6	2			pyramid_2	COMPLETE
6	inf	2020-07-24 11:47:41.086656	2020-07-24 11:50:01.101739	0 days 00:02:20.015083000		0.02372583294725734	9	1				COMPLETE
7	0.5528924867543997	2020-07-24 11:50:01.102286	2020-07-24 11:59:24.427549	0 days 00:09:23.325263000	0.30000000000000004	1.9167173974593522e-05	8	3	flat			COMPLETE
8	0.5535248009524021	2020-07-24 11:59:24.428097	2020-07-24 12:05:48.092690	0 days 00:06:23.664593000	0.30000000000000004	0.0060913036632662294	7	3	flat			COMPLETE
9	0.5750696217598481	2020-07-24 12:05:48.093233	2020-07-24 12:11:33.803930	0 days 00:05:45.710697000		7.536668579463194e-05	9	1				COMPLETE
10	0.5541044805039356	2020-07-24 12:11:33.804464	2020-07-24 12:17:39.908542	0 days 00:06:06.104078000	0.0	0.00033626060707386666	7	3	pyramid_2			COMPLETE
11	0.5520335441474679	2020-07-24 12:17:39.909097	2020-07-24 12:24:54.645048	0 days 00:07:14.735951000	0.5	0.0004571762547723336	8	3	flat			COMPLETE
12	0.5509954781502775	2020-07-24 12:24:54.645587	2020-07-24 12:32:21.706832	0 days 00:07:27.061245000	0.5	0.0005626629778151511	8	2			flat	COMPLETE
13	0.5529735151673713	2020-07-24 12:32:21.707391	2020-07-24 12:41:26.315410	0 days 00:09:04.608019000	0.5	0.0003167492783192802	7	2			flat	COMPLETE
14	0.5512410775512642	2020-07-24 12:41:26.315952	2020-07-24 12:49:57.138104	0 days 00:08:30.822152000	0.5	0.0010149305900340184	8	2			flat	COMPLETE
15	0.5515658439615994	2020-07-24 12:49:57.138626	2020-07-24 12:58:13.986806	0 days 00:08:16.848180000	0.45	0.001510869245055725	6	2			flat	COMPLETE
16	0.5539095902716976	2020-07-24 12:58:13.987344	2020-07-24 13:05:33.884617	0 days 00:07:19.897273000	0.4	0.00011901090920393404	7	2			pyramid_4	COMPLETE
17	0.554244540658912	2020-07-24 13:05:33.885186	2020-07-24 13:13:06.948763	0 days 00:07:33.063577000	0.1	0.0013890556104461961	8	2			flat	COMPLETE
18	0.5531516935346824	2020-07-24 13:13:06.949284	2020-07-24 13:20:15.630281	0 days 00:07:08.680997000	0.4	0.00013389580374041467	8	2			flat	COMPLETE
19	0.5527472498056427	2020-07-24 13:20:15.630804	2020-07-24 13:26:32.036227	0 days 00:06:16.405423000	0.15000000000000002	0.003866321902614807	7	2			flat	COMPLETE
20	0.5744166375589412	2020-07-24 13:26:32.036752	2020-07-24 13:35:12.837954	0 days 00:08:40.801202000		0.0008380086261694605	9	1				COMPLETE
21	0.552428217317023	2020-07-24 13:35:12.838463	2020-07-24 13:43:38.942308	0 days 00:08:26.103845000	0.45	0.001580510702977782	8	2			flat	COMPLETE
22	0.5526201074736821	2020-07-24 13:43:38.945013	2020-07-24 13:52:34.515093	0 days 00:08:55.570080000	0.5	0.00020863672200085835	6	2			flat	COMPLETE
23	0.5525355959284316	2020-07-24 13:52:34.515624	2020-07-24 14:01:19.661147	0 days 00:08:45.145523000	0.4	0.001063694046221397	6	2			flat	COMPLETE
24	0.5524782619594368	2020-07-24 14:01:19.661669	2020-07-24 14:09:41.936916	0 days 00:08:22.275247000	0.45	0.004048976325436469	7	2			flat	COMPLETE
