number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5412468286232066	2020-07-24 00:32:28.097783	2020-07-24 00:46:00.807880	0 days 00:13:32.710097000	0.30000000000000004	0.0007539899211619907	8	3	flat				COMPLETE
1	0.547858847499819	2020-07-24 00:46:00.808411	2020-07-24 01:01:40.581459	0 days 00:15:39.773048000	0.30000000000000004	0.0034724152010852565	9	2			pyramid_2		COMPLETE
2	inf	2020-07-24 01:01:40.581977	2020-07-24 01:05:54.434807	0 days 00:04:13.852830000	0.25	0.0038976947635577038	9	3					COMPLETE
3	0.5475877040736143	2020-07-24 01:05:54.435331	2020-07-24 01:19:23.404236	0 days 00:13:28.968905000	0.45	0.0005895142149685812	7	2				flat	COMPLETE
4	0.5449122326765907	2020-07-24 01:19:23.404754	2020-07-24 01:28:19.572691	0 days 00:08:56.167937000	0.0	7.163413947962955e-05	7	2				pyramid_4	COMPLETE
5	0.5749267803053454	2020-07-24 01:28:19.573225	2020-07-24 01:56:42.243199	0 days 00:28:22.669974000		3.107043879537306e-05	7	1					COMPLETE
6	inf	2020-07-24 01:56:42.243718	2020-07-24 01:59:06.380217	0 days 00:02:24.136499000		0.026309516928188934	8	1					COMPLETE
7	0.5446775969517016	2020-07-24 01:59:06.380724	2020-07-24 02:07:47.535358	0 days 00:08:41.154634000	0.1	8.353195103821728e-05	8	2				pyramid_4	COMPLETE
8	0.5422554937777588	2020-07-24 02:07:47.535876	2020-07-24 02:18:57.237259	0 days 00:11:09.701383000	0.1	0.0017687635661516488	7	3	pyramid_2				COMPLETE
9	inf	2020-07-24 02:18:57.237798	2020-07-24 02:23:04.512976	0 days 00:04:07.275178000	0.35000000000000003	0.013300547010153988	7	2				pyramid_2	COMPLETE
10	0.5412732394222184	2020-07-24 02:23:04.513506	2020-07-24 02:38:02.418950	0 days 00:14:57.905444000	0.5	0.0002603143429241621	10	3					COMPLETE
11	0.5411249711508751	2020-07-24 02:38:02.419483	2020-07-24 02:53:01.738094	0 days 00:14:59.318611000	0.5	0.0003029281978939649	10	3					COMPLETE
12	0.5416975727248693	2020-07-24 02:53:01.754591	2020-07-24 03:08:09.411072	0 days 00:15:07.656481000	0.4	0.0004025334267967262	10	3					COMPLETE
13	0.5417498200483865	2020-07-24 03:08:09.411566	2020-07-24 03:18:31.986507	0 days 00:10:22.574941000	0.15000000000000002	0.0011910357213541587	6	3		pyramid_2			COMPLETE
14	0.540911820518512	2020-07-24 03:18:31.987036	2020-07-24 03:32:23.164623	0 days 00:13:51.177587000	0.5	0.00016650702609384912	9	3					COMPLETE
15	0.5404315254428516	2020-07-24 03:32:23.165155	2020-07-24 03:50:07.950450	0 days 00:17:44.785295000	0.5	0.00014263778211931415	9	3					COMPLETE
16	0.5423935062182244	2020-07-24 03:50:07.950940	2020-07-24 04:08:31.164082	0 days 00:18:23.213142000	0.5	1.3088418701697748e-05	9	3					COMPLETE
17	0.5403516064959624	2020-07-24 04:08:31.164592	2020-07-24 04:23:40.617619	0 days 00:15:09.453027000	0.4	0.00010267062585487657	9	3					COMPLETE
18	0.5446008688534592	2020-07-24 04:23:40.618157	2020-07-24 04:37:44.335217	0 days 00:14:03.717060000	0.4	2.4869668072146386e-05	9	2			flat		COMPLETE
19	0.5749471106698022	2020-07-24 04:37:44.335741	2020-07-24 05:16:47.753963	0 days 00:39:03.418222000		8.234580394852169e-05	10	1					COMPLETE
20	0.5413738743174902	2020-07-24 05:16:47.762187	2020-07-24 05:35:31.583650	0 days 00:18:43.821463000	0.4	1.3555179889502659e-05	9	3					COMPLETE
21	0.5407304139395552	2020-07-24 05:35:31.584146	2020-07-24 05:48:33.402935	0 days 00:13:01.818789000	0.45	0.0001857161269821307	9	3					COMPLETE
22	0.5403866704026865	2020-07-24 05:48:33.403430	2020-07-24 06:02:38.710451	0 days 00:14:05.307021000	0.45	0.00013392503324460598	9	3					COMPLETE
23	0.5408353944115432	2020-07-24 06:02:38.724015	2020-07-24 06:17:18.715768	0 days 00:14:39.991753000	0.45	4.179622862826089e-05	8	3	pyramid_2				COMPLETE
24	0.5411335277411835	2020-07-24 06:17:18.716270	2020-07-24 06:27:42.172485	0 days 00:10:23.456215000	0.35000000000000003	8.700161015527472e-05	10	3					COMPLETE
