number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	0.02483776205281199	2020-10-10 13:11:09.984474	2020-10-10 13:25:22.252301	0 days 00:14:12.267827000	5	0.4	2	2000	0.001122671436390802	COMPLETE
1	0.02227492538027381	2020-10-10 13:25:22.253004	2020-10-10 13:47:58.548820	0 days 00:22:36.295816000	2	0.1	3	2000	0.00020945270261162768	COMPLETE
2	0.02451281730163014	2020-10-10 13:47:58.549418	2020-10-10 14:09:30.587991	0 days 00:21:32.038573000	4	0.4	2	2100	0.00020293827773375836	COMPLETE
3	0.023748851527252167	2020-10-10 14:09:30.588606	2020-10-10 14:18:50.991618	0 days 00:09:20.403012000	2	0.45	3	1400	3.0094206889583085e-05	COMPLETE
4	0.024483337224361853	2020-10-10 14:18:50.992250	2020-10-10 14:23:02.561456	0 days 00:04:11.569206000	3	0.25	1	800	0.0007376113176400014	COMPLETE
5	0.023130430557933172	2020-10-10 14:23:02.562075	2020-10-10 14:44:16.499684	0 days 00:21:13.937609000	2	0.5	1	1900	0.00010453130477219692	COMPLETE
6	0.022508373231104706	2020-10-10 14:44:16.502103	2020-10-10 15:04:28.173564	0 days 00:20:11.671461000	2	0.25	1	1000	1.2103136438644561e-05	COMPLETE
7	0.02403305080707021	2020-10-10 15:04:28.174152	2020-10-10 15:15:42.271173	0 days 00:11:14.097021000	2	0.35000000000000003	2	800	0.00026227724606545127	COMPLETE
8	0.020126468966294813	2020-10-10 15:15:42.271770	2020-10-10 15:36:21.627374	0 days 00:20:39.355604000	5	0.1	1	1100	9.618142783231632e-05	COMPLETE
9	0.02100439646101868	2020-10-10 15:36:21.627978	2020-10-10 15:52:25.268646	0 days 00:16:03.640668000	4	0.2	2	1700	2.2861774064521434e-05	COMPLETE
10	0.020608212778625012	2020-10-10 15:52:25.269276	2020-10-10 16:01:06.940138	0 days 00:08:41.670862000	6	0.0	1	400	6.614074605296085e-05	COMPLETE
11	0.020249855998395246	2020-10-10 16:01:06.940784	2020-10-10 16:10:09.548545	0 days 00:09:02.607761000	6	0.0	1	300	6.162583330921694e-05	COMPLETE
12	0.02004486349145333	2020-10-10 16:10:09.549168	2020-10-10 16:19:02.077121	0 days 00:08:52.527953000	6	0.0	1	400	4.293641620204727e-05	COMPLETE
13	0.020199944087748084	2020-10-10 16:19:02.077733	2020-10-10 16:38:18.351995	0 days 00:19:16.274262000	5	0.1	1	1200	3.502727823425799e-05	COMPLETE
14	0.02052352973871399	2020-10-10 16:38:18.352751	2020-10-10 16:57:40.999857	0 days 00:19:22.647106000	5	0.1	1	500	0.0004539225046345865	COMPLETE
15	0.020320701976837486	2020-10-10 16:57:41.016799	2020-10-10 17:17:42.625050	0 days 00:20:01.608251000	6	0.0	2	1400	8.820501051421131e-05	COMPLETE
16	0.020513246322650006	2020-10-10 17:17:42.625677	2020-10-10 17:33:23.292336	0 days 00:15:40.666659000	5	0.15000000000000002	1	700	1.5149595895891262e-05	COMPLETE
17	0.020668126206626565	2020-10-10 17:33:23.293023	2020-10-10 17:47:49.980538	0 days 00:14:26.687515000	6	0.05	1	1100	5.5982743525505915e-05	COMPLETE
18	0.019469965014774562	2020-10-10 17:47:49.981158	2020-10-10 18:16:59.951233	0 days 00:29:09.970075000	5	0.05	2	1600	0.0001551453181047937	COMPLETE
19	0.024174906702321388	2020-10-10 18:16:59.951865	2020-10-10 18:36:12.291334	0 days 00:19:12.339469000	4	0.0	3	2300	0.0019233370065524862	COMPLETE
20	0.022137189380205688	2020-10-10 18:36:12.291979	2020-10-10 19:27:30.104615	0 days 00:51:17.812636000	3	0.2	2	1600	0.00037661527289796883	COMPLETE
21	0.020689868175709617	2020-10-10 19:27:30.150710	2020-10-10 19:54:15.953019	0 days 00:26:45.802309000	5	0.05	2	1600	0.00017134005525955021	COMPLETE
22	0.020410365745044904	2020-10-10 19:54:15.953629	2020-10-10 20:14:56.692494	0 days 00:20:40.738865000	5	0.05	2	1300	0.00011905103493365354	COMPLETE
23	0.020449678620785554	2020-10-10 20:14:56.693146	2020-10-10 20:28:53.979741	0 days 00:13:57.286595000	6	0.15000000000000002	1	600	4.130914834306407e-05	COMPLETE
24	0.020244817812084818	2020-10-10 20:28:53.980349	2020-10-10 20:41:26.184741	0 days 00:12:32.204392000	5	0.05	2	1000	2.018865573083169e-05	COMPLETE
25	0.020129005974993598	2020-10-10 20:41:26.185370	2020-10-10 21:20:05.200830	0 days 00:38:39.015460000	6	0.15000000000000002	1	1800	9.053319995296351e-05	COMPLETE
26	0.020626609632543726	2020-10-10 21:20:05.204027	2020-10-10 22:09:19.007148	0 days 00:49:13.803121000	4	0.1	3	2400	0.00013630666189210096	COMPLETE
27	0.020949752835306635	2020-10-10 22:09:19.007786	2020-10-10 22:54:50.477141	0 days 00:45:31.469355000	5	0.0	2	1600	0.0002997478379108943	COMPLETE
28	0.020834850753138096	2020-10-10 22:54:50.478749	2020-10-10 23:17:28.530550	0 days 00:22:38.051801000	6	0.30000000000000004	1	1400	4.6229700837994864e-05	COMPLETE
29	0.021077457222315923	2020-10-10 23:17:28.540300	2020-10-10 23:26:24.148323	0 days 00:08:55.608023000	5	0.05	2	300	7.370446615291516e-05	COMPLETE
30	0.024634576804721746	2020-10-10 23:26:24.148954	2020-10-10 23:33:55.395417	0 days 00:07:31.246463000	3	0.15000000000000002	2	2200	0.0006205739140580138	COMPLETE
31	0.02081181690588389	2020-10-10 23:33:55.396030	2020-10-11 00:12:37.057732	0 days 00:38:41.661702000	6	0.2	1	1800	0.0001101496525659433	COMPLETE
32	0.02030549697234017	2020-10-11 00:12:37.059279	2020-10-11 01:04:30.673459	0 days 00:51:53.614180000	6	0.1	1	1900	0.00016245967833654402	COMPLETE
33	0.020564561739967603	2020-10-11 01:04:30.693984	2020-10-11 01:41:28.010479	0 days 00:36:57.316495000	5	0.15000000000000002	1	2000	9.352976512915191e-05	COMPLETE
34	0.020123897136746737	2020-10-11 01:41:28.011170	2020-10-11 02:17:09.412440	0 days 00:35:41.401270000	6	0.05	1	1500	0.0002295391575614854	COMPLETE
35	0.02112771531895296	2020-10-11 02:17:09.413944	2020-10-11 02:35:52.096166	0 days 00:18:42.682222000	4	0.05	1	1300	0.00021377625794294656	COMPLETE
36	0.021267716286297707	2020-10-11 02:35:52.109525	2020-10-11 03:06:31.717937	0 days 00:30:39.608412000	5	0.1	3	1500	0.00024800752423969263	COMPLETE
37	0.0198337843527594	2020-10-11 03:06:31.719054	2020-10-11 03:28:14.886072	0 days 00:21:43.167018000	6	0.0	1	900	0.00016171181569698753	COMPLETE
38	0.021255579692450857	2020-10-11 03:28:14.886706	2020-10-11 03:50:53.230735	0 days 00:22:38.344029000	6	0.0	2	900	0.0005294747471102589	COMPLETE
39	0.022809164043077246	2020-10-11 03:50:53.232449	2020-10-11 04:14:49.309124	0 days 00:23:56.076675000	6	0.0	1	1200	0.0007531475720974472	COMPLETE
40	0.020335349061189202	2020-10-11 04:14:49.309785	2020-10-11 04:32:52.589307	0 days 00:18:03.279522000	6	0.05	2	800	0.00033116145161799805	COMPLETE
41	0.020019641897137317	2020-10-11 04:32:52.590943	2020-10-11 04:56:03.959536	0 days 00:23:11.368593000	6	0.05	1	1100	0.00018895231979313245	COMPLETE
42	0.020555289878656593	2020-10-11 04:56:03.972419	2020-10-11 05:26:36.532581	0 days 00:30:32.560162000	6	0.05	1	1500	0.00018602725131228724	COMPLETE
43	0.0210037114625814	2020-10-11 05:26:36.533209	2020-10-11 05:40:57.550327	0 days 00:14:21.017118000	6	0.0	1	1000	0.00013160897204432716	COMPLETE
44	0.023493880100272296	2020-10-11 05:40:57.550967	2020-10-11 05:55:28.318503	0 days 00:14:30.767536000	6	0.4	1	1100	0.0002460650228540009	COMPLETE
45	0.02315124379898119	2020-10-11 05:55:28.319141	2020-10-11 06:01:14.482845	0 days 00:05:46.163704000	6	0.0	1	600	0.000410277456124304	COMPLETE
46	0.020086478075062506	2020-10-11 06:01:14.485153	2020-10-11 06:25:39.950076	0 days 00:24:25.464923000	6	0.05	1	1200	0.00015667916240096576	COMPLETE
47	0.023654012393168944	2020-10-11 06:25:39.950757	2020-10-11 06:39:31.943257	0 days 00:13:51.992500000	5	0.5	1	1200	0.00015640441289387574	COMPLETE
48	0.020698548520397847	2020-10-11 06:39:31.943886	2020-10-11 06:52:37.273113	0 days 00:13:05.329227000	6	0.1	1	900	7.901636373911629e-05	COMPLETE
49	0.019902441472310763	2020-10-11 06:52:37.273748	2020-10-11 07:10:14.056705	0 days 00:17:36.782957000	5	0.0	1	900	0.00019626992789479575	COMPLETE
50	0.02034311655820951	2020-10-11 07:10:14.057374	2020-10-11 07:18:27.213002	0 days 00:08:13.155628000	4	0.0	2	700	2.709354624064613e-05	COMPLETE
51	0.02044722339178549	2020-10-11 07:18:27.213655	2020-10-11 07:36:07.378195	0 days 00:17:40.164540000	5	0.0	1	900	0.00019262743934861195	COMPLETE
52	0.01991426763325136	2020-10-11 07:36:07.379002	2020-10-11 08:04:46.261989	0 days 00:28:38.882987000	6	0.05	1	1100	0.0002910218117623921	COMPLETE
53	0.02207377095296835	2020-10-11 08:04:46.262654	2020-10-11 08:13:42.387302	0 days 00:08:56.124648000	6	0.1	1	400	0.0003573639699159044	COMPLETE
54	0.020294965862378986	2020-10-11 08:13:42.401933	2020-10-11 08:32:09.301879	0 days 00:18:26.899946000	5	0.0	1	1000	0.0002823235331889384	COMPLETE
55	0.02388204863111492	2020-10-11 08:32:09.302511	2020-10-11 08:45:38.101253	0 days 00:13:28.798742000	3	0.05	1	700	0.00097076486379949	COMPLETE
56	0.020506818558274877	2020-10-11 08:45:38.102569	2020-10-11 09:01:56.423457	0 days 00:16:18.320888000	5	0.0	1	1100	0.00011475924649293731	COMPLETE
57	0.023692951371621605	2020-10-11 09:01:56.424083	2020-10-11 09:09:30.898805	0 days 00:07:34.474722000	6	0.05	1	800	0.00046476670290583036	COMPLETE
58	0.02119990800651789	2020-10-11 09:09:30.899434	2020-10-11 09:33:45.492697	0 days 00:24:14.593263000	4	0.1	2	1300	0.00021068054549051995	COMPLETE
59	0.020194427559708225	2020-10-11 09:33:45.508306	2020-10-11 09:42:46.178544	0 days 00:09:00.670238000	5	0.0	1	500	5.3556073848204516e-05	COMPLETE
60	0.020109550607247225	2020-10-11 09:42:46.179203	2020-10-11 10:05:58.372123	0 days 00:23:12.192920000	6	0.1	1	1100	1.0006191238064212e-05	COMPLETE
61	0.019860549813081024	2020-10-11 10:05:58.372759	2020-10-11 10:30:28.087317	0 days 00:24:29.714558000	6	0.05	1	1200	0.00014379974447546945	COMPLETE
62	0.021686892528848915	2020-10-11 10:30:28.087965	2020-10-11 10:48:20.901681	0 days 00:17:52.813716000	6	0.05	1	1000	0.00029450429032176577	COMPLETE
63	0.020525793476405402	2020-10-11 10:48:20.920180	2020-10-11 11:14:57.486683	0 days 00:26:36.566503000	6	0.05	1	1300	0.00013280445825523948	COMPLETE
