number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	0.01947015649199925	2020-10-10 13:11:09.981307	2020-10-10 13:36:33.826586	0 days 00:25:23.845279000	6	0.30000000000000004	1	1300	3.530692043786872e-05	COMPLETE
1	0.024812754272445274	2020-10-10 13:36:33.827274	2020-10-10 13:49:22.250412	0 days 00:12:48.423138000	3	0.45	2	2300	0.0005881427096057475	COMPLETE
2	0.021536103858357872	2020-10-10 13:49:22.251037	2020-10-10 14:02:05.059376	0 days 00:12:42.808339000	4	0.35000000000000003	2	500	0.0001484554807824041	COMPLETE
3	0.019583909797522437	2020-10-10 14:02:05.059996	2020-10-10 14:36:18.647444	0 days 00:34:13.587448000	2	0.05	1	2300	1.4387054805663706e-05	COMPLETE
4	0.024793846923578177	2020-10-10 14:36:18.648073	2020-10-10 14:43:03.498723	0 days 00:06:44.850650000	2	0.5	1	2300	0.00014405680303132478	COMPLETE
5	0.024334169063302824	2020-10-10 14:43:03.500958	2020-10-10 15:10:19.260712	0 days 00:27:15.759754000	4	0.35000000000000003	3	2400	0.00019619873345628135	COMPLETE
6	0.02450157378490516	2020-10-10 15:10:19.261348	2020-10-10 15:20:55.457526	0 days 00:10:36.196178000	2	0.25	2	1400	0.001453496926996065	COMPLETE
7	0.02447574567037728	2020-10-10 15:20:55.458305	2020-10-10 15:28:15.405091	0 days 00:07:19.946786000	2	0.45	3	2300	3.8644313900947246e-05	COMPLETE
8	0.023724107522615955	2020-10-10 15:28:15.406595	2020-10-10 15:38:38.173194	0 days 00:10:22.766599000	4	0.15000000000000002	3	900	0.00032706262197790644	COMPLETE
9	0.024792301234368968	2020-10-10 15:38:38.173806	2020-10-10 16:16:38.760893	0 days 00:38:00.587087000	6	0.35000000000000003	3	2000	0.0010248178914394933	COMPLETE
10	0.019172247557322556	2020-10-10 16:16:38.761546	2020-10-10 16:41:01.326390	0 days 00:24:22.564844000	6	0.15000000000000002	1	1500	2.989120084976356e-05	COMPLETE
11	0.019839322515095292	2020-10-10 16:41:01.327171	2020-10-10 17:02:54.187134	0 days 00:21:52.859963000	6	0.15000000000000002	1	1500	3.628241941147508e-05	COMPLETE
12	0.01939222305509989	2020-10-10 17:02:54.206317	2020-10-10 17:17:51.406963	0 days 00:14:57.200646000	5	0.2	1	1000	4.829395266881545e-05	COMPLETE
13	0.019489454401678097	2020-10-10 17:17:51.407633	2020-10-10 17:35:12.785658	0 days 00:17:21.378025000	5	0.1	1	900	1.0415537895126933e-05	COMPLETE
14	0.019361747301600774	2020-10-10 17:35:12.787429	2020-10-10 18:09:39.359269	0 days 00:34:26.571840000	5	0.0	1	1800	6.497062607676851e-05	COMPLETE
15	0.019285718189957633	2020-10-10 18:09:39.359890	2020-10-10 18:49:57.426483	0 days 00:40:18.066593000	5	0.0	2	1800	7.510629979063853e-05	COMPLETE
