number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	0.016697167956683807	2020-10-10 13:11:09.984725	2020-10-10 13:21:33.072195	0 days 00:10:23.087470000	3	0.4	2	1900	0.0009917295795293232	COMPLETE
1	0.014686550851851238	2020-10-10 13:21:33.072886	2020-10-10 13:31:37.524556	0 days 00:10:04.451670000	3	0.30000000000000004	1	300	4.103609461166153e-05	COMPLETE
2	0.014803739859974243	2020-10-10 13:31:37.525185	2020-10-10 13:54:56.668394	0 days 00:23:19.143209000	3	0.4	3	2100	1.1589884929968578e-05	COMPLETE
3	0.01686057063303754	2020-10-10 13:54:56.669027	2020-10-10 14:02:28.570352	0 days 00:07:31.901325000	6	0.30000000000000004	1	400	0.0019741909571745772	COMPLETE
4	0.014414601663664213	2020-10-10 14:02:28.570946	2020-10-10 14:36:40.481345	0 days 00:34:11.910399000	6	0.05	1	1100	0.0004990862200509324	COMPLETE
5	0.01671098269469673	2020-10-10 14:36:40.504409	2020-10-10 14:43:48.228028	0 days 00:07:07.723619000	4	0.45	2	1100	0.0007509470132825476	COMPLETE
6	0.0152674843143992	2020-10-10 14:43:48.228694	2020-10-10 15:19:45.137758	0 days 00:35:56.909064000	6	0.5	2	2100	3.976957268825082e-05	COMPLETE
7	0.016747947465158133	2020-10-10 15:19:45.138644	2020-10-10 15:32:58.037738	0 days 00:13:12.899094000	4	0.25	3	2100	0.0005203382800367627	COMPLETE
8	0.01643815902893712	2020-10-10 15:32:58.038741	2020-10-10 15:43:26.467324	0 days 00:10:28.428583000	4	0.25	1	300	1.054696476859187e-05	COMPLETE
9	0.01715138063648585	2020-10-10 15:43:26.468472	2020-10-10 15:51:25.888495	0 days 00:07:59.420023000	2	0.5	3	2300	5.151654271529975e-05	COMPLETE
10	0.0125640039731668	2020-10-10 15:51:25.889141	2020-10-10 16:19:13.149784	0 days 00:27:47.260643000	5	0.0	1	1100	0.0002206794871113741	COMPLETE
11	0.013779243670155445	2020-10-10 16:19:13.150421	2020-10-10 16:36:13.466170	0 days 00:17:00.315749000	5	0.0	1	1100	0.00021837370060859653	COMPLETE
12	0.01236434549945879	2020-10-10 16:36:13.466786	2020-10-10 17:15:40.118752	0 days 00:39:26.651966000	5	0.0	1	1500	0.0001733234056355098	COMPLETE
13	0.013233968431309744	2020-10-10 17:15:40.121060	2020-10-10 18:01:19.681497	0 days 00:45:39.560437000	5	0.1	1	1600	0.000174500758577849	COMPLETE
14	0.012620077485102453	2020-10-10 18:01:19.682196	2020-10-10 18:25:47.880487	0 days 00:24:28.198291000	5	0.15000000000000002	2	800	0.00010145909099338738	COMPLETE
15	0.012977211045009122	2020-10-10 18:25:47.881127	2020-10-10 19:10:43.526211	0 days 00:44:55.645084000	5	0.0	1	1600	0.00029609202165357945	COMPLETE
16	0.012693085159468319	2020-10-10 19:10:43.543015	2020-10-10 19:34:51.801465	0 days 00:24:08.258450000	5	0.15000000000000002	2	700	0.00010290513854792376	COMPLETE
17	0.012304388465665127	2020-10-10 19:34:51.802147	2020-10-10 20:07:55.191751	0 days 00:33:03.389604000	6	0.05	1	1400	7.418061197179126e-05	COMPLETE
18	0.012496106588737097	2020-10-10 20:07:55.192440	2020-10-10 20:33:20.093785	0 days 00:25:24.901345000	6	0.1	1	1500	1.9667603461671394e-05	COMPLETE
19	0.01237253044210776	2020-10-10 20:33:20.094403	2020-10-10 21:23:28.638869	0 days 00:50:08.544466000	6	0.05	2	1800	7.323429150366537e-05	COMPLETE
20	0.012401563809812343	2020-10-10 21:23:28.658719	2020-10-10 21:47:12.914766	0 days 00:23:44.256047000	6	0.15000000000000002	1	1400	2.2645931819433257e-05	COMPLETE
21	0.012983063434277341	2020-10-10 21:47:12.915401	2020-10-10 22:22:50.452346	0 days 00:35:37.536945000	6	0.05	2	1700	7.619807567537439e-05	COMPLETE
22	0.012667982540334752	2020-10-10 22:22:50.453003	2020-10-10 23:00:14.849733	0 days 00:37:24.396730000	6	0.05	2	1800	6.378442520558274e-05	COMPLETE
23	0.013368547312767041	2020-10-10 23:00:14.866207	2020-10-10 23:30:03.697056	0 days 00:29:48.830849000	5	0.1	2	1400	0.00012466525887121693	COMPLETE
24	0.012440980679629218	2020-10-10 23:30:03.697960	2020-10-11 00:03:33.206337	0 days 00:33:29.508377000	6	0.0	2	1900	2.5726746700069947e-05	COMPLETE
25	0.01648584465545756	2020-10-11 00:03:33.206985	2020-10-11 00:19:32.752514	0 days 00:15:59.545529000	5	0.2	3	1300	0.0003257934053589756	COMPLETE
26	0.012460603173106488	2020-10-11 00:19:32.769320	2020-10-11 01:43:34.847860	0 days 01:24:02.078540000	6	0.05	1	2400	8.355451477039717e-05	COMPLETE
27	0.012578593112250635	2020-10-11 01:43:34.848621	2020-10-11 02:19:15.154119	0 days 00:35:40.305498000	5	0.1	2	1300	0.00015298177651230062	COMPLETE
28	0.012747392619328517	2020-10-11 02:19:15.156607	2020-10-11 02:32:30.827629	0 days 00:13:15.671022000	4	0.0	1	900	3.219781125757529e-05	COMPLETE
29	0.012709220539020575	2020-10-11 02:32:30.828292	2020-10-11 03:36:29.212695	0 days 01:03:58.384403000	6	0.2	2	1900	5.8280578127702176e-05	COMPLETE
30	0.012162543297356986	2020-10-11 03:36:29.226241	2020-10-11 04:04:36.155502	0 days 00:28:06.929261000	5	0.05	2	1800	1.5956980080685572e-05	COMPLETE
31	0.012226219678679161	2020-10-11 04:04:36.156412	2020-10-11 04:32:44.344410	0 days 00:28:08.187998000	5	0.05	2	1800	1.6696229326614428e-05	COMPLETE
32	0.011963879299127572	2020-10-11 04:32:44.346200	2020-10-11 05:04:37.073227	0 days 00:31:52.727027000	4	0.05	2	1700	1.3792465739538266e-05	COMPLETE
33	0.012497955890864788	2020-10-11 05:04:37.087268	2020-10-11 05:37:42.284470	0 days 00:33:05.197202000	3	0.1	2	2000	1.594650280153801e-05	COMPLETE
34	0.01206607377103583	2020-10-11 05:37:42.285119	2020-10-11 06:09:25.109506	0 days 00:31:42.824387000	4	0.05	2	1700	1.4487441529843466e-05	COMPLETE
35	0.013564011190005254	2020-10-11 06:09:25.111044	2020-10-11 06:32:14.290828	0 days 00:22:49.179784000	4	0.35000000000000003	2	1700	1.3897541157552196e-05	COMPLETE
36	0.012908813558205843	2020-10-11 06:32:14.291950	2020-10-11 07:12:06.633420	0 days 00:39:52.341470000	3	0.15000000000000002	3	2300	1.0512190990752355e-05	COMPLETE
37	0.01426485196464083	2020-10-11 07:12:06.647632	2020-10-11 07:28:03.586725	0 days 00:15:56.939093000	2	0.2	2	1900	1.6083524181067247e-05	COMPLETE
38	0.012884455386833788	2020-10-11 07:28:03.587365	2020-10-11 07:58:27.681422	0 days 00:30:24.094057000	4	0.1	2	2200	2.7774739479121785e-05	COMPLETE
39	0.01246878009924172	2020-10-11 07:58:27.692404	2020-10-11 08:27:36.431700	0 days 00:29:08.739296000	3	0.05	2	1700	1.2839858190050562e-05	COMPLETE
40	0.013166840567968262	2020-10-11 08:27:36.432329	2020-10-11 09:08:26.089721	0 days 00:40:49.657392000	4	0.30000000000000004	3	2000	3.5174759021581493e-05	COMPLETE
41	0.016728785888225906	2020-10-11 09:08:26.093302	2020-10-11 09:20:14.884497	0 days 00:11:48.791195000	4	0.05	2	1600	0.0019042280382562055	COMPLETE
42	0.012159775287986603	2020-10-11 09:20:14.885132	2020-10-11 09:44:07.809082	0 days 00:23:52.923950000	4	0.05	2	1800	1.0029919462395453e-05	COMPLETE
43	0.012237921888848818	2020-10-11 09:44:07.809740	2020-10-11 10:07:52.402843	0 days 00:23:44.593103000	4	0.0	2	1800	1.8420503655558357e-05	COMPLETE
44	0.01248850732960928	2020-10-11 10:07:52.403497	2020-10-11 10:40:57.249189	0 days 00:33:04.845692000	3	0.1	2	2000	1.0103887307046717e-05	COMPLETE
45	0.012842643309302548	2020-10-11 10:40:57.249808	2020-10-11 11:09:34.279642	0 days 00:28:37.029834000	4	0.05	2	2100	4.6445673163682166e-05	COMPLETE
46	0.011950075338215066	2020-10-11 11:09:34.280276	2020-10-11 11:28:53.184295	0 days 00:19:18.904019000	4	0.0	2	1500	1.2600996160313744e-05	COMPLETE
47	0.0124511043855207	2020-10-11 11:28:53.205115	2020-10-11 11:50:30.903060	0 days 00:21:37.697945000	3	0.0	2	1200	1.2400643113603463e-05	COMPLETE
48	0.012433525816904975	2020-10-11 11:50:30.903739	2020-10-11 12:09:46.357927	0 days 00:19:15.454188000	4	0.0	2	1500	2.2396144843026062e-05	COMPLETE
49	0.012538544339981071	2020-10-11 12:09:46.358566	2020-10-11 12:30:55.096057	0 days 00:21:08.737491000	4	0.15000000000000002	3	1600	1.0369344227179213e-05	COMPLETE
50	0.012098634191626977	2020-10-11 12:30:55.096699	2020-10-11 12:53:27.789975	0 days 00:22:32.693276000	4	0.0	2	1700	1.3872229782707847e-05	COMPLETE
51	0.012033113270811273	2020-10-11 12:53:27.802426	2020-10-11 13:28:18.544215	0 days 00:34:50.741789000	4	0.0	2	1700	1.3223159957284895e-05	COMPLETE
52	0.012053596535295119	2020-10-11 13:28:18.545341	2020-10-11 13:50:43.831184	0 days 00:22:25.285843000	4	0.0	2	1700	1.31332195920438e-05	COMPLETE
53	0.012033148618591944	2020-10-11 13:50:43.831892	2020-10-11 14:10:00.173458	0 days 00:19:16.341566000	4	0.0	2	1500	1.3383172962130968e-05	COMPLETE
54	0.012291147142609567	2020-10-11 14:10:00.188360	2020-10-11 14:28:37.516548	0 days 00:18:37.328188000	4	0.0	2	1600	2.026494679759255e-05	COMPLETE
55	0.012530486896619685	2020-10-11 14:28:37.517211	2020-10-11 14:52:09.414573	0 days 00:23:31.897362000	3	0.0	2	1500	2.7409341316848308e-05	COMPLETE
56	0.012164413822063277	2020-10-11 14:52:09.415446	2020-10-11 15:08:09.110905	0 days 00:15:59.695459000	4	0.0	2	1200	1.2455212065519046e-05	COMPLETE
57	0.012344856605848156	2020-10-11 15:08:09.111570	2020-10-11 15:27:28.973041	0 days 00:19:19.861471000	4	0.0	2	1500	2.1166786090839124e-05	COMPLETE
58	0.012560445732859015	2020-10-11 15:27:28.973781	2020-10-11 15:45:41.519569	0 days 00:18:12.545788000	4	0.0	2	1400	3.545271554077098e-05	COMPLETE
59	0.014715600063023585	2020-10-11 15:45:41.521069	2020-10-11 16:04:36.273819	0 days 00:18:54.752750000	3	0.45	2	1700	1.3792161968817752e-05	COMPLETE
60	0.012134170986071474	2020-10-11 16:04:36.274523	2020-10-11 16:28:54.158416	0 days 00:24:17.883893000	4	0.05	2	1300	2.412899283190126e-05	COMPLETE
61	0.01215827225031355	2020-10-11 16:28:54.160445	2020-10-11 16:51:22.215041	0 days 00:22:28.054596000	4	0.0	2	1700	1.4640626652674418e-05	COMPLETE
62	0.01199598810421405	2020-10-11 16:51:22.216231	2020-10-11 17:12:01.312274	0 days 00:20:39.096043000	4	0.0	2	1600	1.151418332384572e-05	COMPLETE
63	0.012154569860613341	2020-10-11 17:12:01.313564	2020-10-11 17:33:01.877254	0 days 00:21:00.563690000	4	0.05	2	1600	1.1432389671747928e-05	COMPLETE
64	0.012250152050279713	2020-10-11 17:33:01.877930	2020-10-11 17:52:19.955857	0 days 00:19:18.077927000	4	0.0	2	1500	1.7798178459323722e-05	COMPLETE
65	0.012134669618735135	2020-10-11 17:52:19.971082	2020-10-11 18:13:22.913408	0 days 00:21:02.942326000	4	0.05	2	1600	1.1731003004806934e-05	COMPLETE
66	0.01252775831575546	2020-10-11 18:13:22.914123	2020-10-11 18:31:46.624362	0 days 00:18:23.710239000	4	0.1	2	1400	1.006160892271468e-05	COMPLETE
67	0.01226824326366035	2020-10-11 18:31:46.625045	2020-10-11 18:58:15.953662	0 days 00:26:29.328617000	5	0.05	2	1900	1.840495144017969e-05	COMPLETE
68	0.012049392004918088	2020-10-11 18:58:15.954334	2020-10-11 19:14:26.022894	0 days 00:16:10.068560000	4	0.0	2	1200	1.5794126152919482e-05	COMPLETE
69	0.012246128766276858	2020-10-11 19:14:26.023552	2020-10-11 19:27:47.766116	0 days 00:13:21.742564000	4	0.0	2	900	2.9207061029136253e-05	COMPLETE
70	0.012085520371463121	2020-10-11 19:27:47.766811	2020-10-11 19:45:01.755149	0 days 00:17:13.988338000	5	0.0	2	1100	2.094432767380179e-05	COMPLETE
71	0.011996363558504676	2020-10-11 19:45:01.757274	2020-10-11 20:01:03.188087	0 days 00:16:01.430813000	4	0.0	2	1200	1.5291095018023024e-05	COMPLETE
72	0.012172866974114866	2020-10-11 20:01:03.188726	2020-10-11 20:16:18.276715	0 days 00:15:15.087989000	4	0.0	2	1100	1.1126767772515225e-05	COMPLETE
