Time (of recording)	Data split	Random seed	NLL loss
2021-06-06 20:53:37.743060	random	0	0.7058708966610043
2021-06-06 20:53:37.937540	random	1	0.7063465709749263
2021-06-06 20:53:38.136622	random	2	0.7056543054964378
2021-06-06 20:53:38.327588	random	3	0.7068330736671553
2021-06-06 20:53:38.524293	random	4	0.7077825793691678
