number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.49901247426157946	2020-07-27 10:34:21.168573	2020-07-27 10:55:42.272687	0 days 00:21:21.104114000		0.0001046294925787237	9	1					COMPLETE
1	0.48915491269715927	2020-07-27 10:55:42.273167	2020-07-27 11:05:04.149045	0 days 00:09:21.875878000	0.25	6.947509838848897e-05	6	3		pyramid_4			COMPLETE
2	0.4991483390616379	2020-07-27 11:05:04.149596	2020-07-27 11:26:00.471767	0 days 00:20:56.322171000		0.0002608039888182782	9	1					COMPLETE
3	0.4905822227526178	2020-07-27 11:26:00.472281	2020-07-27 11:37:05.213552	0 days 00:11:04.741271000	0.1	0.0005789732748147276	10	3					COMPLETE
4	0.5001404136650389	2020-07-27 11:37:05.214130	2020-07-27 11:44:46.661243	0 days 00:07:41.447113000		0.002015150476423284	6	1					COMPLETE
5	0.48898254413527126	2020-07-27 11:44:46.681159	2020-07-27 11:58:15.505923	0 days 00:13:28.824764000	0.4	0.00015522674102524733	6	3		pyramid_2			COMPLETE
6	0.49277532153483633	2020-07-27 11:58:15.506553	2020-07-27 12:16:29.274292	0 days 00:18:13.767739000	0.5	0.002969724638350824	9	2			flat		COMPLETE
7	0.4901643973727051	2020-07-27 12:16:29.274824	2020-07-27 12:34:54.553638	0 days 00:18:25.278814000	0.0	2.7377341019166938e-05	8	2				flat	COMPLETE
8	0.49003246107653253	2020-07-27 12:34:54.554161	2020-07-27 12:43:46.055353	0 days 00:08:51.501192000	0.2	0.000267235021263017	9	2			pyramid_2		COMPLETE
9	inf	2020-07-27 12:43:46.063588	2020-07-27 12:47:13.403611	0 days 00:03:27.340023000	0.4	0.016507731178414756	7	3	flat				COMPLETE
10	0.4889101468541643	2020-07-27 12:47:13.404138	2020-07-27 13:05:01.830778	0 days 00:17:48.426640000	0.4	1.0130926097393172e-05	7	3	pyramid_2				COMPLETE
11	0.48889261177079973	2020-07-27 13:05:01.831328	2020-07-27 13:21:20.096614	0 days 00:16:18.265286000	0.4	1.6709386335332505e-05	7	3	pyramid_2				COMPLETE
12	0.488835301857154	2020-07-27 13:21:20.097159	2020-07-27 13:39:31.058201	0 days 00:18:10.961042000	0.4	1.1425212075417706e-05	7	3	pyramid_2				COMPLETE
13	0.4888004340612748	2020-07-27 13:39:31.058753	2020-07-27 14:00:24.376225	0 days 00:20:53.317472000	0.5	1.219245794783348e-05	7	3	pyramid_2				COMPLETE
14	0.48937157570497536	2020-07-27 14:00:24.390869	2020-07-27 14:12:47.553363	0 days 00:12:23.162494000	0.5	3.804502435741579e-05	8	2				pyramid_4	COMPLETE
15	0.48900703195250206	2020-07-27 14:12:47.553902	2020-07-27 14:30:46.631721	0 days 00:17:59.077819000	0.30000000000000004	1.0695189239686814e-05	7	3	pyramid_2				COMPLETE
16	0.4894262305940192	2020-07-27 14:30:46.632257	2020-07-27 14:51:04.006634	0 days 00:20:17.374377000	0.5	4.0282662706448195e-05	7	2				pyramid_2	COMPLETE
17	0.4894026538503545	2020-07-27 14:51:04.032729	2020-07-27 15:06:33.799436	0 days 00:15:29.766707000	0.30000000000000004	1.0220045488192418e-05	8	3	pyramid_2				COMPLETE
18	inf	2020-07-27 15:06:33.800547	2020-07-27 15:09:26.882644	0 days 00:02:53.082097000	0.45	0.028786659021556915	6	3		flat			COMPLETE
19	0.4947322553431102	2020-07-27 15:09:26.883206	2020-07-27 15:19:47.681457	0 days 00:10:20.798251000	0.35000000000000003	0.000970477573705712	7	2				pyramid_2	COMPLETE
20	0.48910983936630414	2020-07-27 15:19:47.681979	2020-07-27 15:32:27.298858	0 days 00:12:39.616879000	0.5	2.1327800013628485e-05	8	3	pyramid_2				COMPLETE
21	0.48876932345561136	2020-07-27 15:32:27.299381	2020-07-27 15:49:38.161285	0 days 00:17:10.861904000	0.45	1.693853828112035e-05	7	3	pyramid_2				COMPLETE
22	0.4887088493523055	2020-07-27 15:49:38.161831	2020-07-27 16:01:03.464828	0 days 00:11:25.302997000	0.45	6.043348331114245e-05	7	3	pyramid_2				COMPLETE
23	0.48896614502694397	2020-07-27 16:01:03.465374	2020-07-27 16:27:14.760573	0 days 00:26:11.295199000	0.45	6.598047611882175e-05	6	3		flat			COMPLETE
24	0.48889326146217615	2020-07-27 16:27:14.761105	2020-07-27 16:39:08.937367	0 days 00:11:54.176262000	0.45	3.740291778854678e-05	7	3	pyramid_2				COMPLETE
