number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.49448000787392754	2020-07-28 16:35:36.722312	2020-07-28 16:43:05.013560	0 days 00:07:28.291248000		0.004254850462040892	8	1				COMPLETE
1	0.4936906608256034	2020-07-28 16:43:05.014074	2020-07-28 16:49:40.535455	0 days 00:06:35.521381000		0.00026208144895961807	9	1				COMPLETE
2	0.5138417732287819	2020-07-28 16:49:40.535957	2020-07-28 16:56:02.098621	0 days 00:06:21.562664000	0.2	0.0028804311500728345	10	2				COMPLETE
3	0.4900687591178176	2020-07-28 16:56:02.099118	2020-07-28 17:02:39.630493	0 days 00:06:37.531375000	0.35000000000000003	2.9908635187817433e-05	7	2			pyramid_4	COMPLETE
4	0.4948468538392433	2020-07-28 17:02:39.631066	2020-07-28 17:09:18.218636	0 days 00:06:38.587570000	0.45	0.00011208999965041292	10	3				COMPLETE
5	0.49603002198407137	2020-07-28 17:09:18.219174	2020-07-28 17:15:59.940988	0 days 00:06:41.721814000		0.00532882751322039	8	1				COMPLETE
6	0.4907402093955329	2020-07-28 17:15:59.941517	2020-07-28 17:22:26.336972	0 days 00:06:26.395455000	0.35000000000000003	0.0052765965176107	7	3	pyramid_2			COMPLETE
7	0.49029042755073443	2020-07-28 17:22:26.337570	2020-07-28 17:29:20.962739	0 days 00:06:54.625169000	0.45	2.209444343289697e-05	8	3	pyramid_2			COMPLETE
8	0.49335614604938804	2020-07-28 17:29:20.963298	2020-07-28 17:37:14.173939	0 days 00:07:53.210641000		0.003140071841852183	7	1				COMPLETE
9	inf	2020-07-28 17:37:14.174567	2020-07-28 17:41:36.688940	0 days 00:04:22.514373000	0.25	0.0048319440498904975	10	3				COMPLETE
10	0.4943691412314276	2020-07-28 17:41:36.722047	2020-07-28 17:50:02.530898	0 days 00:08:25.808851000	0.0	1.8377835141283874e-05	6	2			pyramid_4	COMPLETE
11	0.49247411875276104	2020-07-28 17:50:02.531432	2020-07-28 17:58:04.198889	0 days 00:08:01.667457000	0.5	1.2964181538428636e-05	7	2			pyramid_2	COMPLETE
12	0.4892454499066886	2020-07-28 17:58:04.199422	2020-07-28 18:04:40.768839	0 days 00:06:36.569417000	0.4	5.146050996617806e-05	6	3		pyramid_2		COMPLETE
13	0.4917601475540063	2020-07-28 18:04:40.769368	2020-07-28 18:10:52.154200	0 days 00:06:11.384832000	0.30000000000000004	6.945329219422047e-05	6	2			pyramid_4	COMPLETE
14	0.4902132239194031	2020-07-28 18:10:52.155850	2020-07-28 18:17:08.922552	0 days 00:06:16.766702000	0.35000000000000003	5.531887992268415e-05	6	3		pyramid_2		COMPLETE
15	0.5014470128695356	2020-07-28 18:17:08.923316	2020-07-28 18:23:24.932118	0 days 00:06:16.008802000	0.15000000000000002	0.0006709376400903087	7	2			flat	COMPLETE
16	0.4900925354726269	2020-07-28 18:23:24.932682	2020-07-28 18:29:32.500619	0 days 00:06:07.567937000	0.4	0.0006121589526041942	6	3		pyramid_2		COMPLETE
17	0.48993266394039403	2020-07-28 18:29:32.501179	2020-07-28 18:35:58.272069	0 days 00:06:25.770890000	0.5	3.7655742043929095e-05	7	2			pyramid_4	COMPLETE
18	0.4885199271000874	2020-07-28 18:35:58.272636	2020-07-28 18:41:50.345043	0 days 00:05:52.072407000	0.5	0.00020349066592858869	6	3		flat		COMPLETE
19	0.48901943685686566	2020-07-28 18:41:50.345595	2020-07-28 18:47:45.549853	0 days 00:05:55.204258000	0.5	0.00022732733132217463	6	3		flat		COMPLETE
20	inf	2020-07-28 18:47:45.568465	2020-07-28 18:50:13.642976	0 days 00:02:28.074511000	0.05	0.02300484274051286	9	3				COMPLETE
21	0.48870742268565104	2020-07-28 18:50:13.643502	2020-07-28 18:56:41.393369	0 days 00:06:27.749867000	0.5	0.00020479466958174466	6	3		flat		COMPLETE
22	0.49202691760528583	2020-07-28 18:56:41.393954	2020-07-28 19:03:43.246880	0 days 00:07:01.852926000	0.5	0.0002540001457449806	6	3		flat		COMPLETE
23	0.488857693996017	2020-07-28 19:03:43.247468	2020-07-28 19:09:51.506453	0 days 00:06:08.258985000	0.5	0.00019400401979503777	6	3		flat		COMPLETE
24	0.49317287789305214	2020-07-28 19:09:51.507006	2020-07-28 19:15:43.449673	0 days 00:05:51.942667000	0.45	0.0011058334971178977	6	3		flat		COMPLETE
