number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5860901225092664	2020-07-29 02:08:45.878728	2020-07-29 02:14:56.554768	0 days 00:06:10.676040000	0.5	0.0055812484792005694	9	3				COMPLETE
1	0.5807428899662826	2020-07-29 02:14:56.555276	2020-07-29 02:23:10.087393	0 days 00:08:13.532117000		0.00031974740249050414	9	1				COMPLETE
2	inf	2020-07-29 02:23:10.087870	2020-07-29 02:25:38.595811	0 days 00:02:28.507941000	0.45	0.02141098427408469	9	3				COMPLETE
3	inf	2020-07-29 02:25:38.596313	2020-07-29 02:28:02.382605	0 days 00:02:23.786292000		0.02965629139647522	7	1				COMPLETE
4	0.5808641072066838	2020-07-29 02:28:02.383078	2020-07-29 02:33:41.858665	0 days 00:05:39.475587000	0.4	0.00038339523003201684	7	3	flat			COMPLETE
5	0.5816096523726103	2020-07-29 02:33:41.859152	2020-07-29 02:39:31.407980	0 days 00:05:49.548828000	0.45	0.0012328534533572754	7	3	pyramid_2			COMPLETE
6	0.5798878635818631	2020-07-29 02:39:31.408462	2020-07-29 02:46:59.013857	0 days 00:07:27.605395000		0.001571817597495643	7	1				COMPLETE
7	0.5859726148087241	2020-07-29 02:46:59.014331	2020-07-29 02:52:58.814865	0 days 00:05:59.800534000	0.15000000000000002	0.001374436814779097	10	2				COMPLETE
8	0.5828389920167965	2020-07-29 02:52:58.815351	2020-07-29 02:58:34.239051	0 days 00:05:35.423700000	0.4	0.0002428830761993617	6	2			pyramid_4	COMPLETE
9	0.5812441743409617	2020-07-29 02:58:34.239539	2020-07-29 03:05:01.491129	0 days 00:06:27.251590000		0.002335148982734807	9	1				COMPLETE
10	0.5840899352454214	2020-07-29 03:05:01.491589	2020-07-29 03:25:56.811360	0 days 00:20:55.319771000		1.0144239240113824e-05	6	1				COMPLETE
11	0.5810219994946522	2020-07-29 03:25:56.811858	2020-07-29 03:32:28.543383	0 days 00:06:31.731525000		9.698142465365017e-05	8	1				COMPLETE
12	0.5839126592884166	2020-07-29 03:32:28.543876	2020-07-29 03:38:39.817213	0 days 00:06:11.273337000	0.0	3.3652677594176e-05	8	2			flat	COMPLETE
13	inf	2020-07-29 03:38:39.817704	2020-07-29 03:41:05.596289	0 days 00:02:25.778585000		0.008636079553969788	10	1				COMPLETE
14	0.5808379024155568	2020-07-29 03:41:05.596749	2020-07-29 03:47:37.579681	0 days 00:06:31.982932000		0.00011500155571597587	8	1				COMPLETE
15	0.5862689761577174	2020-07-29 03:47:37.580149	2020-07-29 03:53:15.736164	0 days 00:05:38.156015000	0.2	0.0006253970545006712	9	2		pyramid_2		COMPLETE
16	0.5800090638353291	2020-07-29 03:53:15.736643	2020-07-29 04:00:34.158949	0 days 00:07:18.422306000		0.003894438343522141	7	1				COMPLETE
17	0.5917369218971865	2020-07-29 04:00:34.159434	2020-07-29 04:06:14.738876	0 days 00:05:40.579442000	0.0	0.005855581549998489	7	2			pyramid_2	COMPLETE
18	0.5797902732895688	2020-07-29 04:06:14.739572	2020-07-29 04:14:13.621694	0 days 00:07:58.882122000		0.0024391708046617787	6	1				COMPLETE
19	0.5832657802195124	2020-07-29 04:14:13.622166	2020-07-29 04:21:24.303016	0 days 00:07:10.680850000		0.012036150740466515	6	1				COMPLETE
20	0.589633027046423	2020-07-29 04:21:24.303513	2020-07-29 04:27:42.100444	0 days 00:06:17.796931000	0.30000000000000004	0.0010478817476470745	6	2			pyramid_2	COMPLETE
21	0.5799884195510344	2020-07-29 04:27:42.100948	2020-07-29 04:36:26.636261	0 days 00:08:44.535313000		0.0029675618095317572	7	1				COMPLETE
22	0.5797460771371914	2020-07-29 04:36:26.636729	2020-07-29 04:45:13.857853	0 days 00:08:47.221124000		0.0034661426740143753	7	1				COMPLETE
23	0.580350979698476	2020-07-29 04:45:13.858338	2020-07-29 04:54:09.049083	0 days 00:08:55.190745000		0.001705860045650946	6	1				COMPLETE
24	0.5932971201515626	2020-07-29 04:54:09.050008	2020-07-29 05:00:57.578549	0 days 00:06:48.528541000		0.015073748612217223	7	1				COMPLETE
