number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	state
0	inf	2020-07-28 16:05:04.422203	2020-07-28 16:07:29.841159	0 days 00:02:25.418956000		0.023220518409857224	8	1				COMPLETE
1	inf	2020-07-28 16:07:29.841665	2020-07-28 16:10:52.842530	0 days 00:03:23.000865000		0.01136801337055236	10	1				COMPLETE
2	0.5268801014880814	2020-07-28 16:10:52.843040	2020-07-28 16:19:16.325023	0 days 00:08:23.481983000	0.2	5.070357862702711e-05	7	3	flat			COMPLETE
3	0.5343257902231393	2020-07-28 16:19:16.325604	2020-07-28 16:25:04.613893	0 days 00:05:48.288289000		0.00021799497145667316	6	1				COMPLETE
4	0.5325958637807561	2020-07-28 16:25:04.614439	2020-07-28 16:32:08.165371	0 days 00:07:03.550932000		0.010720595745316138	6	1				COMPLETE
5	0.5252179901804364	2020-07-28 16:32:08.165918	2020-07-28 16:43:56.788544	0 days 00:11:48.622626000	0.30000000000000004	0.0005076435444019415	9	3				COMPLETE
6	0.5288080210192451	2020-07-28 16:43:56.789086	2020-07-28 16:50:23.238066	0 days 00:06:26.448980000	0.4	0.0015223934827255964	9	3				COMPLETE
7	0.5269026929077903	2020-07-28 16:50:23.238600	2020-07-28 17:01:55.241857	0 days 00:11:32.003257000	0.35000000000000003	0.002910062911586541	9	2			pyramid_2	COMPLETE
8	0.5337384522401791	2020-07-28 17:01:55.242368	2020-07-28 17:08:24.908149	0 days 00:06:29.665781000		2.9899777343296743e-05	8	1				COMPLETE
9	inf	2020-07-28 17:08:24.908685	2020-07-28 17:10:53.333785	0 days 00:02:28.425100000		0.02302744941770828	9	1				COMPLETE
10	0.52392671203276	2020-07-28 17:10:53.352197	2020-07-28 17:23:28.473347	0 days 00:12:35.121150000	0.0	0.0002118983152473512	10	2				COMPLETE
11	0.5230889676445675	2020-07-28 17:23:28.473866	2020-07-28 17:35:15.898949	0 days 00:11:47.425083000	0.0	0.00021473305330377518	10	2				COMPLETE
12	0.5272917542799082	2020-07-28 17:35:15.899473	2020-07-28 17:49:24.618101	0 days 00:14:08.718628000	0.0	0.00016596859390953628	10	2				COMPLETE
13	0.5238521141740308	2020-07-28 17:49:24.618618	2020-07-28 17:57:36.788868	0 days 00:08:12.170250000	0.0	9.507936986489944e-05	10	2				COMPLETE
14	0.5244262418468688	2020-07-28 17:57:36.789394	2020-07-28 18:14:46.012461	0 days 00:17:09.223067000	0.1	1.3787103713201124e-05	10	2				COMPLETE
15	0.5263325281185349	2020-07-28 18:14:46.013030	2020-07-28 18:26:47.667930	0 days 00:12:01.654900000	0.1	6.819860010988439e-05	10	2				COMPLETE
16	0.5298463345636424	2020-07-28 18:26:47.685950	2020-07-28 18:32:58.003246	0 days 00:06:10.317296000	0.5	0.0006665137033104612	9	2			flat	COMPLETE
17	0.5215396064367049	2020-07-28 18:32:58.012247	2020-07-28 18:44:02.563782	0 days 00:11:04.551535000	0.1	1.439564659550392e-05	7	3	pyramid_2			COMPLETE
18	0.5207781480575009	2020-07-28 18:44:02.697138	2020-07-28 18:55:15.884718	0 days 00:11:13.187580000	0.15000000000000002	1.2417408660877698e-05	7	3	pyramid_2			COMPLETE
19	0.5206583620201266	2020-07-28 18:55:15.885276	2020-07-28 19:06:08.758132	0 days 00:10:52.872856000	0.15000000000000002	1.0780084065522605e-05	7	3	pyramid_2			COMPLETE
20	0.5214865543895016	2020-07-28 19:06:08.758682	2020-07-28 19:17:00.316752	0 days 00:10:51.558070000	0.2	1.2015994946342377e-05	7	3	pyramid_2			COMPLETE
21	0.5214034665122061	2020-07-28 19:17:00.317323	2020-07-28 19:27:39.600588	0 days 00:10:39.283265000	0.2	1.0031687909409923e-05	7	3	pyramid_2			COMPLETE
22	0.5260573905013917	2020-07-28 19:27:39.601160	2020-07-28 19:36:01.807922	0 days 00:08:22.206762000	0.2	2.5162588046469514e-05	7	3	pyramid_2			COMPLETE
23	0.5235324770811909	2020-07-28 19:36:01.808898	2020-07-28 19:46:42.793618	0 days 00:10:40.984720000	0.15000000000000002	2.874448659558737e-05	6	3		pyramid_2		COMPLETE
24	0.5222016636437805	2020-07-28 19:46:42.794190	2020-07-28 19:57:33.131502	0 days 00:10:50.337312000	0.25	1.058515790516389e-05	7	3	pyramid_2			COMPLETE
